code,name,metric,fy,basis,value,unit,source,as_of
5801,"Furukawa Electric Co.,Ltd.",eps,FY2027,company,116.56,jpy,jquants,2026-05-12
5801,"Furukawa Electric Co.,Ltd.",eps,FY2027,consensus,201.875,jpy,yfinance,2026-08-27
5801,"Furukawa Electric Co.,Ltd.",net_profit,FY2027,company,82000000000.0,jpy_abs,jquants,2026-05-12
5801,"Furukawa Electric Co.,Ltd.",net_sales,FY2027,company,1460000000000.0,jpy_abs,jquants,2026-05-12
5801,"Furukawa Electric Co.,Ltd.",net_sales,FY2027,consensus,1719889500000.0,jpy_abs,yfinance,2026-08-27
5801,"Furukawa Electric Co.,Ltd.",operating_profit,FY2027,company,95000000000.0,jpy_abs,jquants,2026-05-12
5801,"Furukawa Electric Co.,Ltd.",eps,FY2028,consensus,196.14212,jpy,yfinance,2026-08-27
5801,"Furukawa Electric Co.,Ltd.",net_sales,FY2028,consensus,1703123997780.0,jpy_abs,yfinance,2026-08-27
5802,"Sumitomo Electric Industries,Ltd.",dps,FY2026,company,118.0,jpy,jquants,2026-05-12
5802,"Sumitomo Electric Industries,Ltd.",eps,FY2026,company,410.3,jpy,jquants,2026-05-12
5802,"Sumitomo Electric Industries,Ltd.",eps,FY2026,consensus,116.21291,jpy,yfinance,2026-08-27
5802,"Sumitomo Electric Industries,Ltd.",net_profit,FY2026,company,320000000000.0,jpy_abs,jquants,2026-05-12
5802,"Sumitomo Electric Industries,Ltd.",net_sales,FY2026,company,4900000000000.0,jpy_abs,jquants,2026-05-12
5802,"Sumitomo Electric Industries,Ltd.",net_sales,FY2026,consensus,5500536846700.0,jpy_abs,yfinance,2026-08-27
5802,"Sumitomo Electric Industries,Ltd.",operating_profit,FY2026,company,375000000000.0,jpy_abs,jquants,2026-05-12
5802,"Sumitomo Electric Industries,Ltd.",dps,FY2027,company,39.0,jpy,jquants,2026-05-12
5802,"Sumitomo Electric Industries,Ltd.",eps,FY2027,company,102.57,jpy,jquants,2026-05-12
5802,"Sumitomo Electric Industries,Ltd.",eps,FY2027,consensus,138.40775,jpy,yfinance,2026-08-27
5802,"Sumitomo Electric Industries,Ltd.",net_profit,FY2027,company,320000000000.0,jpy_abs,jquants,2026-05-12
5802,"Sumitomo Electric Industries,Ltd.",net_sales,FY2027,company,5300000000000.0,jpy_abs,jquants,2026-05-12
5802,"Sumitomo Electric Industries,Ltd.",net_sales,FY2027,consensus,5788752598220.0,jpy_abs,yfinance,2026-08-27
5802,"Sumitomo Electric Industries,Ltd.",operating_profit,FY2027,company,425000000000.0,jpy_abs,jquants,2026-05-12
5802,"Sumitomo Electric Industries,Ltd.",eps,FY2028,consensus,138.40775,jpy,yfinance,2026-08-27
5802,"Sumitomo Electric Industries,Ltd.",net_sales,FY2028,consensus,5788752598220.0,jpy_abs,yfinance,2026-08-27
5803,Fujikura Ltd.,dps,FY2026,company,215.0,jpy,jquants,2026-05-14
5803,Fujikura Ltd.,eps,FY2026,company,543.63,jpy,jquants,2026-05-14
5803,Fujikura Ltd.,eps,FY2026,consensus,177.43895,jpy,yfinance,2026-08-27
5803,Fujikura Ltd.,net_profit,FY2026,company,150000000000.0,jpy_abs,jquants,2026-05-14
5803,Fujikura Ltd.,net_sales,FY2026,company,1143000000000.0,jpy_abs,jquants,2026-05-14
5803,Fujikura Ltd.,net_sales,FY2026,consensus,1627063374440.0,jpy_abs,yfinance,2026-08-27
5803,Fujikura Ltd.,operating_profit,FY2026,company,195000000000.0,jpy_abs,jquants,2026-05-14
5803,Fujikura Ltd.,dps,FY2027,company,38.0,jpy,jquants,2026-05-14
5803,Fujikura Ltd.,eps,FY2027,company,94.22,jpy,jquants,2026-05-14
5803,Fujikura Ltd.,eps,FY2027,consensus,210.947,jpy,yfinance,2026-08-27
5803,Fujikura Ltd.,net_profit,FY2027,company,156000000000.0,jpy_abs,jquants,2026-05-14
5803,Fujikura Ltd.,net_sales,FY2027,company,1243000000000.0,jpy_abs,jquants,2026-05-14
5803,Fujikura Ltd.,net_sales,FY2027,consensus,1832046445480.0,jpy_abs,yfinance,2026-08-27
5803,Fujikura Ltd.,operating_profit,FY2027,company,211000000000.0,jpy_abs,jquants,2026-05-14
5803,Fujikura Ltd.,eps,FY2028,consensus,210.947,jpy,yfinance,2026-08-27
5803,Fujikura Ltd.,net_sales,FY2028,consensus,1832046445480.0,jpy_abs,yfinance,2026-08-27
5805,SWCC Corporation,dps,FY2026,company,200.0,jpy,jquants,2026-05-14
5805,SWCC Corporation,eps,FY2026,company,540.44,jpy,jquants,2026-05-14
5805,SWCC Corporation,eps,FY2026,consensus,756.585,jpy,yfinance,2026-08-27
5805,SWCC Corporation,net_profit,FY2026,company,16000000000.0,jpy_abs,jquants,2026-05-14
5805,SWCC Corporation,net_sales,FY2026,company,270000000000.0,jpy_abs,jquants,2026-05-14
5805,SWCC Corporation,net_sales,FY2026,consensus,334300000000.0,jpy_abs,yfinance,2026-08-27
5805,SWCC Corporation,operating_profit,FY2026,company,26000000000.0,jpy_abs,jquants,2026-05-14
5805,SWCC Corporation,dps,FY2027,company,250.0,jpy,jquants,2026-05-14
5805,SWCC Corporation,eps,FY2027,company,624.66,jpy,jquants,2026-05-14
5805,SWCC Corporation,eps,FY2027,consensus,843.6232,jpy,yfinance,2026-08-27
5805,SWCC Corporation,net_profit,FY2027,company,18500000000.0,jpy_abs,jquants,2026-05-14
5805,SWCC Corporation,net_sales,FY2027,company,325000000000.0,jpy_abs,jquants,2026-05-14
5805,SWCC Corporation,net_sales,FY2027,consensus,350069964000.0,jpy_abs,yfinance,2026-08-27
5805,SWCC Corporation,operating_profit,FY2027,company,28500000000.0,jpy_abs,jquants,2026-05-14
5805,SWCC Corporation,eps,FY2028,consensus,843.6232,jpy,yfinance,2026-08-27
5805,SWCC Corporation,net_sales,FY2028,consensus,350069964000.0,jpy_abs,yfinance,2026-08-27
5838,"Rakuten Bank,Ltd.",dps,FY2026,company,0.0,jpy,jquants,2026-05-12
5838,"Rakuten Bank,Ltd.",eps,FY2026,company,408.41,jpy,jquants,2026-05-12
5838,"Rakuten Bank,Ltd.",eps,FY2026,consensus,463.726,jpy,yfinance,2026-08-27
5838,"Rakuten Bank,Ltd.",net_profit,FY2026,company,71266000000.0,jpy_abs,jquants,2026-05-12
5838,"Rakuten Bank,Ltd.",net_sales,FY2026,company,254376000000.0,jpy_abs,jquants,2026-05-12
5838,"Rakuten Bank,Ltd.",net_sales,FY2026,consensus,186500000000000.0,jpy_abs,yfinance,2026-08-27
5838,"Rakuten Bank,Ltd.",dps,FY2027,company,0.0,jpy,jquants,2026-05-12
5838,"Rakuten Bank,Ltd.",eps,FY2027,company,466.04,jpy,jquants,2026-05-12
5838,"Rakuten Bank,Ltd.",eps,FY2027,consensus,529.65125,jpy,yfinance,2026-08-27
5838,"Rakuten Bank,Ltd.",net_profit,FY2027,company,81325000000.0,jpy_abs,jquants,2026-05-12
5838,"Rakuten Bank,Ltd.",net_sales,FY2027,company,314669000000.0,jpy_abs,jquants,2026-05-12
5838,"Rakuten Bank,Ltd.",net_sales,FY2027,consensus,201000000000000.0,jpy_abs,yfinance,2026-08-27
5838,"Rakuten Bank,Ltd.",eps,FY2028,consensus,529.65125,jpy,yfinance,2026-08-27
5838,"Rakuten Bank,Ltd.",net_sales,FY2028,consensus,201000000000000.0,jpy_abs,yfinance,2026-08-27
5857,"ARE Holdings,Inc.",dps,FY2026,company,125.0,jpy,jquants,2026-05-01
5857,"ARE Holdings,Inc.",eps,FY2026,company,311.9,jpy,jquants,2026-05-01
5857,"ARE Holdings,Inc.",eps,FY2026,consensus,371.23334,jpy,yfinance,2026-08-27
5857,"ARE Holdings,Inc.",net_profit,FY2026,company,23900000000.0,jpy_abs,jquants,2026-05-01
5857,"ARE Holdings,Inc.",net_sales,FY2026,company,585000000000.0,jpy_abs,jquants,2026-05-01
5857,"ARE Holdings,Inc.",net_sales,FY2026,consensus,744333333330.0,jpy_abs,yfinance,2026-08-27
5857,"ARE Holdings,Inc.",operating_profit,FY2026,company,35000000000.0,jpy_abs,jquants,2026-05-01
5857,"ARE Holdings,Inc.",dps,FY2027,company,135.0,jpy,jquants,2026-05-01
5857,"ARE Holdings,Inc.",eps,FY2027,company,337.43,jpy,jquants,2026-05-01
5857,"ARE Holdings,Inc.",eps,FY2027,consensus,385.13333,jpy,yfinance,2026-08-27
5857,"ARE Holdings,Inc.",net_profit,FY2027,company,29000000000.0,jpy_abs,jquants,2026-05-01
5857,"ARE Holdings,Inc.",net_sales,FY2027,company,680000000000.0,jpy_abs,jquants,2026-05-01
5857,"ARE Holdings,Inc.",net_sales,FY2027,consensus,788100000000.0,jpy_abs,yfinance,2026-08-27
5857,"ARE Holdings,Inc.",operating_profit,FY2027,company,41000000000.0,jpy_abs,jquants,2026-05-01
5857,"ARE Holdings,Inc.",eps,FY2028,consensus,373.13333,jpy,yfinance,2026-08-27
5857,"ARE Holdings,Inc.",net_sales,FY2028,consensus,788100000000.0,jpy_abs,yfinance,2026-08-27
5929,Sanwa Holdings Corporation,dps,FY2026,company,124.0,jpy,jquants,2026-05-14
5929,Sanwa Holdings Corporation,eps,FY2026,company,270.7,jpy,jquants,2026-05-14
5929,Sanwa Holdings Corporation,eps,FY2026,consensus,282.77142,jpy,yfinance,2026-08-27
5929,Sanwa Holdings Corporation,net_profit,FY2026,company,58000000000.0,jpy_abs,jquants,2026-05-14
5929,Sanwa Holdings Corporation,net_sales,FY2026,company,654000000000.0,jpy_abs,jquants,2026-05-14
5929,Sanwa Holdings Corporation,net_sales,FY2026,consensus,682285714290.0,jpy_abs,yfinance,2026-08-27
5929,Sanwa Holdings Corporation,operating_profit,FY2026,company,81000000000.0,jpy_abs,jquants,2026-05-14
5929,Sanwa Holdings Corporation,dps,FY2027,company,146.0,jpy,jquants,2026-05-14
5929,Sanwa Holdings Corporation,eps,FY2027,company,288.08,jpy,jquants,2026-05-14
5929,Sanwa Holdings Corporation,eps,FY2027,consensus,301.03668,jpy,yfinance,2026-08-27
5929,Sanwa Holdings Corporation,net_profit,FY2027,company,60000000000.0,jpy_abs,jquants,2026-05-14
5929,Sanwa Holdings Corporation,net_sales,FY2027,company,677000000000.0,jpy_abs,jquants,2026-05-14
5929,Sanwa Holdings Corporation,net_sales,FY2027,consensus,705750000000.0,jpy_abs,yfinance,2026-08-27
5929,Sanwa Holdings Corporation,operating_profit,FY2027,company,81000000000.0,jpy_abs,jquants,2026-05-14
5929,Sanwa Holdings Corporation,eps,FY2028,consensus,299.8864,jpy,yfinance,2026-08-27
5929,Sanwa Holdings Corporation,net_sales,FY2028,consensus,703655684290.0,jpy_abs,yfinance,2026-08-27
5947,RINNAI CORPORATION,dps,FY2026,company,100.0,jpy,jquants,2026-05-12
5947,RINNAI CORPORATION,eps,FY2026,company,237.24,jpy,jquants,2026-05-12
5947,RINNAI CORPORATION,eps,FY2026,consensus,260.05624,jpy,yfinance,2026-08-27
5947,RINNAI CORPORATION,net_profit,FY2026,company,33000000000.0,jpy_abs,jquants,2026-05-12
5947,RINNAI CORPORATION,net_sales,FY2026,company,470000000000.0,jpy_abs,jquants,2026-05-12
5947,RINNAI CORPORATION,net_sales,FY2026,consensus,503787500000.0,jpy_abs,yfinance,2026-08-27
5947,RINNAI CORPORATION,operating_profit,FY2026,company,50000000000.0,jpy_abs,jquants,2026-05-12
5947,RINNAI CORPORATION,dps,FY2027,company,106.0,jpy,jquants,2026-05-12
5947,RINNAI CORPORATION,eps,FY2027,company,262.91,jpy,jquants,2026-05-12
5947,RINNAI CORPORATION,eps,FY2027,consensus,272.42715,jpy,yfinance,2026-08-27
5947,RINNAI CORPORATION,net_profit,FY2027,company,36300000000.0,jpy_abs,jquants,2026-05-12
5947,RINNAI CORPORATION,net_sales,FY2027,company,500000000000.0,jpy_abs,jquants,2026-05-12
5947,RINNAI CORPORATION,net_sales,FY2027,consensus,521542857140.0,jpy_abs,yfinance,2026-08-27
5947,RINNAI CORPORATION,operating_profit,FY2027,company,50500000000.0,jpy_abs,jquants,2026-05-12
5947,RINNAI CORPORATION,eps,FY2028,consensus,271.64142,jpy,yfinance,2026-08-27
5947,RINNAI CORPORATION,net_sales,FY2028,consensus,517971428570.0,jpy_abs,yfinance,2026-08-27
5991,"NHK SPRING CO.,LTD.",dps,FY2026,company,66.0,jpy,jquants,2026-05-25
5991,"NHK SPRING CO.,LTD.",eps,FY2026,company,196.15,jpy,jquants,2026-05-25
5991,"NHK SPRING CO.,LTD.",eps,FY2026,consensus,230.142,jpy,yfinance,2026-08-27
5991,"NHK SPRING CO.,LTD.",net_profit,FY2026,company,40000000000.0,jpy_abs,jquants,2026-05-25
5991,"NHK SPRING CO.,LTD.",net_sales,FY2026,company,800000000000.0,jpy_abs,jquants,2026-05-25
5991,"NHK SPRING CO.,LTD.",net_sales,FY2026,consensus,865140000000.0,jpy_abs,yfinance,2026-08-27
5991,"NHK SPRING CO.,LTD.",operating_profit,FY2026,company,47000000000.0,jpy_abs,jquants,2026-05-25
5991,"NHK SPRING CO.,LTD.",dps,FY2027,company,69.0,jpy,jquants,2026-05-25
5991,"NHK SPRING CO.,LTD.",eps,FY2027,company,222.12,jpy,jquants,2026-05-25
5991,"NHK SPRING CO.,LTD.",eps,FY2027,consensus,262.7575,jpy,yfinance,2026-08-27
5991,"NHK SPRING CO.,LTD.",net_profit,FY2027,company,45000000000.0,jpy_abs,jquants,2026-05-25
5991,"NHK SPRING CO.,LTD.",net_sales,FY2027,company,860000000000.0,jpy_abs,jquants,2026-05-25
5991,"NHK SPRING CO.,LTD.",net_sales,FY2027,consensus,912575000000.0,jpy_abs,yfinance,2026-08-27
5991,"NHK SPRING CO.,LTD.",operating_profit,FY2027,company,59000000000.0,jpy_abs,jquants,2026-05-25
5991,"NHK SPRING CO.,LTD.",eps,FY2028,consensus,262.7575,jpy,yfinance,2026-08-27
5991,"NHK SPRING CO.,LTD.",net_sales,FY2028,consensus,912575000000.0,jpy_abs,yfinance,2026-08-27
6005,"MIURA CO.,LTD.",dps,FY2026,company,67.0,jpy,jquants,2026-05-14
6005,"MIURA CO.,LTD.",eps,FY2026,company,234.57,jpy,jquants,2026-05-14
6005,"MIURA CO.,LTD.",eps,FY2026,consensus,249.53703,jpy,yfinance,2026-08-27
6005,"MIURA CO.,LTD.",net_profit,FY2026,company,26500000000.0,jpy_abs,jquants,2026-05-14
6005,"MIURA CO.,LTD.",net_sales,FY2026,company,266500000000.0,jpy_abs,jquants,2026-05-14
6005,"MIURA CO.,LTD.",net_sales,FY2026,consensus,284500000000.0,jpy_abs,yfinance,2026-08-27
6005,"MIURA CO.,LTD.",operating_profit,FY2026,company,30600000000.0,jpy_abs,jquants,2026-05-14
6005,"MIURA CO.,LTD.",dps,FY2027,company,74.0,jpy,jquants,2026-05-14
6005,"MIURA CO.,LTD.",eps,FY2027,company,246.3,jpy,jquants,2026-05-14
6005,"MIURA CO.,LTD.",eps,FY2027,consensus,264.28094,jpy,yfinance,2026-08-27
6005,"MIURA CO.,LTD.",net_profit,FY2027,company,28500000000.0,jpy_abs,jquants,2026-05-14
6005,"MIURA CO.,LTD.",net_sales,FY2027,company,284500000000.0,jpy_abs,jquants,2026-05-14
6005,"MIURA CO.,LTD.",net_sales,FY2027,consensus,297790000000.0,jpy_abs,yfinance,2026-08-27
6005,"MIURA CO.,LTD.",operating_profit,FY2027,company,32600000000.0,jpy_abs,jquants,2026-05-14
6005,"MIURA CO.,LTD.",eps,FY2028,consensus,264.28094,jpy,yfinance,2026-08-27
6005,"MIURA CO.,LTD.",net_sales,FY2028,consensus,297790000000.0,jpy_abs,yfinance,2026-08-27
6098,"Recruit Holdings Co.,Ltd.",dps,FY2026,company,25.0,jpy,jquants,2026-05-15
6098,"Recruit Holdings Co.,Ltd.",eps,FY2026,company,335.0,jpy,jquants,2026-05-15
6098,"Recruit Holdings Co.,Ltd.",eps,FY2026,consensus,534.57275,jpy,yfinance,2026-08-27
6098,"Recruit Holdings Co.,Ltd.",net_profit,FY2026,company,480900000000.0,jpy_abs,jquants,2026-05-15
6098,"Recruit Holdings Co.,Ltd.",net_sales,FY2026,company,3664700000000.0,jpy_abs,jquants,2026-05-15
6098,"Recruit Holdings Co.,Ltd.",net_sales,FY2026,consensus,4178191229340.0,jpy_abs,yfinance,2026-08-27
6098,"Recruit Holdings Co.,Ltd.",operating_profit,FY2026,company,590600000000.0,jpy_abs,jquants,2026-05-15
6098,"Recruit Holdings Co.,Ltd.",dps,FY2027,company,26.0,jpy,jquants,2026-05-15
6098,"Recruit Holdings Co.,Ltd.",eps,FY2027,company,447.0,jpy,jquants,2026-05-15
6098,"Recruit Holdings Co.,Ltd.",eps,FY2027,consensus,644.0197,jpy,yfinance,2026-08-27
6098,"Recruit Holdings Co.,Ltd.",net_profit,FY2027,company,623000000000.0,jpy_abs,jquants,2026-05-15
6098,"Recruit Holdings Co.,Ltd.",net_sales,FY2027,company,4030000000000.0,jpy_abs,jquants,2026-05-15
6098,"Recruit Holdings Co.,Ltd.",net_sales,FY2027,consensus,4542979996330.0,jpy_abs,yfinance,2026-08-27
6098,"Recruit Holdings Co.,Ltd.",operating_profit,FY2027,company,787000000000.0,jpy_abs,jquants,2026-05-15
6098,"Recruit Holdings Co.,Ltd.",eps,FY2028,consensus,634.71967,jpy,yfinance,2026-08-27
6098,"Recruit Holdings Co.,Ltd.",net_sales,FY2028,consensus,4529785878680.0,jpy_abs,yfinance,2026-08-27
6101,TSUGAMI CORPORATION,dps,FY2026,company,85.0,jpy,jquants,2026-05-13
6101,TSUGAMI CORPORATION,eps,FY2026,company,355.9,jpy,jquants,2026-05-13
6101,TSUGAMI CORPORATION,net_profit,FY2026,company,16500000000.0,jpy_abs,jquants,2026-05-13
6101,TSUGAMI CORPORATION,net_sales,FY2026,company,129000000000.0,jpy_abs,jquants,2026-05-13
6101,TSUGAMI CORPORATION,net_sales,FY2026,consensus,0.0,jpy_abs,yfinance,2026-08-27
6101,TSUGAMI CORPORATION,operating_profit,FY2026,company,36000000000.0,jpy_abs,jquants,2026-05-13
6101,TSUGAMI CORPORATION,dps,FY2027,company,98.0,jpy,jquants,2026-05-13
6101,TSUGAMI CORPORATION,eps,FY2027,company,370.28,jpy,jquants,2026-05-13
6101,TSUGAMI CORPORATION,net_profit,FY2027,company,17000000000.0,jpy_abs,jquants,2026-05-13
6101,TSUGAMI CORPORATION,net_sales,FY2027,company,145000000000.0,jpy_abs,jquants,2026-05-13
6101,TSUGAMI CORPORATION,net_sales,FY2027,consensus,0.0,jpy_abs,yfinance,2026-08-27
6101,TSUGAMI CORPORATION,operating_profit,FY2027,company,36500000000.0,jpy_abs,jquants,2026-05-13
6101,TSUGAMI CORPORATION,net_sales,FY2028,consensus,0.0,jpy_abs,yfinance,2026-08-27
6113,"AMADA CO.,LTD.",dps,FY2026,company,62.0,jpy,jquants,2026-05-14
6113,"AMADA CO.,LTD.",eps,FY2026,company,102.27,jpy,jquants,2026-05-14
6113,"AMADA CO.,LTD.",eps,FY2026,consensus,128.90701,jpy,yfinance,2026-08-27
6113,"AMADA CO.,LTD.",net_profit,FY2026,company,32000000000.0,jpy_abs,jquants,2026-05-14
6113,"AMADA CO.,LTD.",net_sales,FY2026,company,440000000000.0,jpy_abs,jquants,2026-05-14
6113,"AMADA CO.,LTD.",net_sales,FY2026,consensus,484942857140.0,jpy_abs,yfinance,2026-08-27
6113,"AMADA CO.,LTD.",operating_profit,FY2026,company,46000000000.0,jpy_abs,jquants,2026-05-14
6113,"AMADA CO.,LTD.",dps,FY2027,company,64.0,jpy,jquants,2026-05-14
6113,"AMADA CO.,LTD.",eps,FY2027,company,109.49,jpy,jquants,2026-05-14
6113,"AMADA CO.,LTD.",eps,FY2027,consensus,154.1809,jpy,yfinance,2026-08-27
6113,"AMADA CO.,LTD.",net_profit,FY2027,company,34000000000.0,jpy_abs,jquants,2026-05-14
6113,"AMADA CO.,LTD.",net_sales,FY2027,company,460000000000.0,jpy_abs,jquants,2026-05-14
6113,"AMADA CO.,LTD.",net_sales,FY2027,consensus,516528571430.0,jpy_abs,yfinance,2026-08-27
6113,"AMADA CO.,LTD.",operating_profit,FY2027,company,48000000000.0,jpy_abs,jquants,2026-05-14
6113,"AMADA CO.,LTD.",eps,FY2028,consensus,154.1809,jpy,yfinance,2026-08-27
6113,"AMADA CO.,LTD.",net_sales,FY2028,consensus,516528571430.0,jpy_abs,yfinance,2026-08-27
6141,"DMG MORI CO.,LTD.",dps,FY2026,company,105.0,jpy,jquants,2026-05-01
6141,"DMG MORI CO.,LTD.",eps,FY2026,company,91.35,jpy,jquants,2026-05-01
6141,"DMG MORI CO.,LTD.",eps,FY2026,consensus,107.05995,jpy,yfinance,2026-08-27
6141,"DMG MORI CO.,LTD.",net_profit,FY2026,company,15000000000.0,jpy_abs,jquants,2026-05-01
6141,"DMG MORI CO.,LTD.",net_sales,FY2026,company,565000000000.0,jpy_abs,jquants,2026-05-01
6141,"DMG MORI CO.,LTD.",net_sales,FY2026,consensus,558025000000.0,jpy_abs,yfinance,2026-08-27
6141,"DMG MORI CO.,LTD.",operating_profit,FY2026,company,28000000000.0,jpy_abs,jquants,2026-05-01
6141,"DMG MORI CO.,LTD.",eps,FY2027,consensus,172.21565,jpy,yfinance,2026-08-27
6141,"DMG MORI CO.,LTD.",net_sales,FY2027,consensus,595925000000.0,jpy_abs,yfinance,2026-08-27
6146,DISCO CORPORATION,dps,FY2026,company,437.0,jpy,jquants,2026-04-22
6146,DISCO CORPORATION,eps,FY2026,company,1128.83,jpy,jquants,2026-04-22
6146,DISCO CORPORATION,eps,FY2026,consensus,1719.0558,jpy,yfinance,2026-08-27
6146,DISCO CORPORATION,net_profit,FY2026,company,122400000000.0,jpy_abs,jquants,2026-04-22
6146,DISCO CORPORATION,net_sales,FY2026,company,342100000000.0,jpy_abs,jquants,2026-04-22
6146,DISCO CORPORATION,net_sales,FY2026,consensus,555847096350.0,jpy_abs,yfinance,2026-08-27
6146,DISCO CORPORATION,operating_profit,FY2026,company,141800000000.0,jpy_abs,jquants,2026-04-22
6146,DISCO CORPORATION,eps,FY2027,consensus,2092.865,jpy,yfinance,2026-08-27
6146,DISCO CORPORATION,net_sales,FY2027,consensus,653040124810.0,jpy_abs,yfinance,2026-08-27
6146,DISCO CORPORATION,eps,FY2028,consensus,2092.865,jpy,yfinance,2026-08-27
6146,DISCO CORPORATION,net_sales,FY2028,consensus,653040124810.0,jpy_abs,yfinance,2026-08-27
6254,"Nomura Micro Science Co.,Ltd.",dps,FY2026,company,81.0,jpy,jquants,2026-05-14
6254,"Nomura Micro Science Co.,Ltd.",eps,FY2026,company,100.9,jpy,jquants,2026-05-14
6254,"Nomura Micro Science Co.,Ltd.",eps,FY2026,consensus,278.045,jpy,yfinance,2026-08-27
6254,"Nomura Micro Science Co.,Ltd.",net_profit,FY2026,company,3837000000.0,jpy_abs,jquants,2026-05-14
6254,"Nomura Micro Science Co.,Ltd.",net_sales,FY2026,company,60000000000.0,jpy_abs,jquants,2026-05-14
6254,"Nomura Micro Science Co.,Ltd.",net_sales,FY2026,consensus,93500000000.0,jpy_abs,yfinance,2026-08-27
6254,"Nomura Micro Science Co.,Ltd.",operating_profit,FY2026,company,6200000000.0,jpy_abs,jquants,2026-05-14
6254,"Nomura Micro Science Co.,Ltd.",dps,FY2027,company,85.0,jpy,jquants,2026-05-14
6254,"Nomura Micro Science Co.,Ltd.",eps,FY2027,company,289.9,jpy,jquants,2026-05-14
6254,"Nomura Micro Science Co.,Ltd.",eps,FY2027,consensus,367.705,jpy,yfinance,2026-08-27
6254,"Nomura Micro Science Co.,Ltd.",net_profit,FY2027,company,11100000000.0,jpy_abs,jquants,2026-05-14
6254,"Nomura Micro Science Co.,Ltd.",net_sales,FY2027,company,97000000000.0,jpy_abs,jquants,2026-05-14
6254,"Nomura Micro Science Co.,Ltd.",net_sales,FY2027,consensus,120000000000.0,jpy_abs,yfinance,2026-08-27
6254,"Nomura Micro Science Co.,Ltd.",operating_profit,FY2027,company,16000000000.0,jpy_abs,jquants,2026-05-14
6254,"Nomura Micro Science Co.,Ltd.",eps,FY2028,consensus,367.705,jpy,yfinance,2026-08-27
6254,"Nomura Micro Science Co.,Ltd.",net_sales,FY2028,consensus,120000000000.0,jpy_abs,yfinance,2026-08-27
6269,"MODEC,INC.",dps,FY2026,company,200.0,jpy,jquants,2026-05-13
6269,"MODEC,INC.",eps,FY2026,company,847.46,jpy,jquants,2026-05-13
6269,"MODEC,INC.",eps,FY2026,consensus,907.82336,jpy,yfinance,2026-08-27
6269,"MODEC,INC.",net_profit,FY2026,company,57916000000.0,jpy_abs,jquants,2026-05-13
6269,"MODEC,INC.",net_sales,FY2026,company,720038000000.0,jpy_abs,jquants,2026-05-13
6269,"MODEC,INC.",net_sales,FY2026,consensus,744199320000.0,jpy_abs,yfinance,2026-08-27
6269,"MODEC,INC.",operating_profit,FY2026,company,72003000000.0,jpy_abs,jquants,2026-05-13
6269,"MODEC,INC.",eps,FY2027,consensus,967.07715,jpy,yfinance,2026-08-27
6269,"MODEC,INC.",net_sales,FY2027,consensus,756470720000.0,jpy_abs,yfinance,2026-08-27
6273,SMC CORPORATION,dps,FY2026,company,1000.0,jpy,jquants,2026-05-14
6273,SMC CORPORATION,eps,FY2026,company,2406.7,jpy,jquants,2026-05-14
6273,SMC CORPORATION,eps,FY2026,consensus,3313.606,jpy,yfinance,2026-08-27
6273,SMC CORPORATION,net_profit,FY2026,company,153000000000.0,jpy_abs,jquants,2026-05-14
6273,SMC CORPORATION,net_sales,FY2026,company,816000000000.0,jpy_abs,jquants,2026-05-14
6273,SMC CORPORATION,net_sales,FY2026,consensus,1043675724190.0,jpy_abs,yfinance,2026-08-27
6273,SMC CORPORATION,operating_profit,FY2026,company,183000000000.0,jpy_abs,jquants,2026-05-14
6273,SMC CORPORATION,dps,FY2027,company,1000.0,jpy,jquants,2026-05-14
6273,SMC CORPORATION,eps,FY2027,company,2692.46,jpy,jquants,2026-05-14
6273,SMC CORPORATION,eps,FY2027,consensus,3511.7598,jpy,yfinance,2026-08-27
6273,SMC CORPORATION,net_profit,FY2027,company,170000000000.0,jpy_abs,jquants,2026-05-14
6273,SMC CORPORATION,net_sales,FY2027,company,1000000000000.0,jpy_abs,jquants,2026-05-14
6273,SMC CORPORATION,net_sales,FY2027,consensus,1135023911320.0,jpy_abs,yfinance,2026-08-27
6273,SMC CORPORATION,operating_profit,FY2027,company,219000000000.0,jpy_abs,jquants,2026-05-14
6273,SMC CORPORATION,eps,FY2028,consensus,3511.7598,jpy,yfinance,2026-08-27
6273,SMC CORPORATION,net_sales,FY2028,consensus,1135023911320.0,jpy_abs,yfinance,2026-08-27
6301,KOMATSU LTD.,dps,FY2026,company,190.0,jpy,jquants,2026-04-28
6301,KOMATSU LTD.,eps,FY2026,company,351.84,jpy,jquants,2026-04-28
6301,KOMATSU LTD.,eps,FY2026,consensus,432.90723,jpy,yfinance,2026-08-27
6301,KOMATSU LTD.,net_profit,FY2026,company,320000000000.0,jpy_abs,jquants,2026-04-28
6301,KOMATSU LTD.,net_sales,FY2026,company,3888000000000.0,jpy_abs,jquants,2026-04-28
6301,KOMATSU LTD.,net_sales,FY2026,consensus,4334484533599.0,jpy_abs,yfinance,2026-08-27
6301,KOMATSU LTD.,operating_profit,FY2026,company,500000000000.0,jpy_abs,jquants,2026-04-28
6301,KOMATSU LTD.,dps,FY2027,company,190.0,jpy,jquants,2026-04-28
6301,KOMATSU LTD.,eps,FY2027,company,352.9,jpy,jquants,2026-04-28
6301,KOMATSU LTD.,eps,FY2027,consensus,468.0178,jpy,yfinance,2026-08-27
6301,KOMATSU LTD.,net_profit,FY2027,company,318000000000.0,jpy_abs,jquants,2026-04-28
