code,name,metric,fy,basis,value,unit,source,as_of
3549,"KUSURI NO AOKI HOLDINGS CO.,LTD.",net_profit,FY2026,company,15500000000.0,jpy_abs,jquants,2026-04-02
3549,"KUSURI NO AOKI HOLDINGS CO.,LTD.",net_sales,FY2026,company,560000000000.0,jpy_abs,jquants,2026-04-02
3549,"KUSURI NO AOKI HOLDINGS CO.,LTD.",net_sales,FY2026,consensus,635726600000.0,jpy_abs,yfinance,2026-08-27
3549,"KUSURI NO AOKI HOLDINGS CO.,LTD.",operating_profit,FY2026,company,23000000000.0,jpy_abs,jquants,2026-04-02
3549,"KUSURI NO AOKI HOLDINGS CO.,LTD.",eps,FY2027,consensus,224.83374,jpy,yfinance,2026-08-27
3549,"KUSURI NO AOKI HOLDINGS CO.,LTD.",net_sales,FY2027,consensus,700538800000.0,jpy_abs,yfinance,2026-08-27
3549,"KUSURI NO AOKI HOLDINGS CO.,LTD.",eps,FY2028,consensus,224.83374,jpy,yfinance,2026-08-27
3549,"KUSURI NO AOKI HOLDINGS CO.,LTD.",net_sales,FY2028,consensus,700538800000.0,jpy_abs,yfinance,2026-08-27
3563,FOOD & LIFE COMPANIES LTD.,dps,FY2026,company,20.0,jpy,jquants,2026-05-08
3563,FOOD & LIFE COMPANIES LTD.,eps,FY2026,company,132.13,jpy,jquants,2026-05-08
3563,FOOD & LIFE COMPANIES LTD.,eps,FY2026,consensus,143.88556,jpy,yfinance,2026-08-27
3563,FOOD & LIFE COMPANIES LTD.,net_profit,FY2026,company,30000000000.0,jpy_abs,jquants,2026-05-08
3563,FOOD & LIFE COMPANIES LTD.,net_sales,FY2026,company,505000000000.0,jpy_abs,jquants,2026-05-08
3563,FOOD & LIFE COMPANIES LTD.,net_sales,FY2026,consensus,520342665810.0,jpy_abs,yfinance,2026-08-27
3563,FOOD & LIFE COMPANIES LTD.,operating_profit,FY2026,company,48500000000.0,jpy_abs,jquants,2026-05-08
3563,FOOD & LIFE COMPANIES LTD.,eps,FY2027,consensus,176.62764,jpy,yfinance,2026-08-27
3563,FOOD & LIFE COMPANIES LTD.,net_sales,FY2027,consensus,610777989800.0,jpy_abs,yfinance,2026-08-27
3626,TISI Inc.,dps,FY2026,company,76.0,jpy,jquants,2026-05-08
3626,TISI Inc.,eps,FY2026,company,220.7,jpy,jquants,2026-05-08
3626,TISI Inc.,eps,FY2026,consensus,271.34488,jpy,yfinance,2026-08-27
3626,TISI Inc.,net_profit,FY2026,company,50000000000.0,jpy_abs,jquants,2026-05-08
3626,TISI Inc.,net_sales,FY2026,company,588000000000.0,jpy_abs,jquants,2026-05-08
3626,TISI Inc.,net_sales,FY2026,consensus,624754000000.0,jpy_abs,yfinance,2026-08-27
3626,TISI Inc.,operating_profit,FY2026,company,75000000000.0,jpy_abs,jquants,2026-05-08
3626,TISI Inc.,dps,FY2027,company,90.0,jpy,jquants,2026-05-08
3626,TISI Inc.,eps,FY2027,company,271.7,jpy,jquants,2026-05-08
3626,TISI Inc.,eps,FY2027,consensus,281.35376,jpy,yfinance,2026-08-27
3626,TISI Inc.,net_profit,FY2027,company,57000000000.0,jpy_abs,jquants,2026-05-08
3626,TISI Inc.,net_sales,FY2027,company,620000000000.0,jpy_abs,jquants,2026-05-08
3626,TISI Inc.,net_sales,FY2027,consensus,650875916670.0,jpy_abs,yfinance,2026-08-27
3626,TISI Inc.,operating_profit,FY2027,company,81000000000.0,jpy_abs,jquants,2026-05-08
3626,TISI Inc.,eps,FY2028,consensus,280.52063,jpy,yfinance,2026-08-27
3626,TISI Inc.,net_sales,FY2028,consensus,649800916670.0,jpy_abs,yfinance,2026-08-27
3635,"KOEI TECMO HOLDINGS CO.,LTD.",dps,FY2026,company,43.0,jpy,jquants,2026-04-27
3635,"KOEI TECMO HOLDINGS CO.,LTD.",eps,FY2026,company,127.68,jpy,jquants,2026-04-27
3635,"KOEI TECMO HOLDINGS CO.,LTD.",eps,FY2026,consensus,109.38876,jpy,yfinance,2026-08-27
3635,"KOEI TECMO HOLDINGS CO.,LTD.",net_profit,FY2026,company,41500000000.0,jpy_abs,jquants,2026-04-27
3635,"KOEI TECMO HOLDINGS CO.,LTD.",net_sales,FY2026,company,87500000000.0,jpy_abs,jquants,2026-04-27
3635,"KOEI TECMO HOLDINGS CO.,LTD.",net_sales,FY2026,consensus,88270720220.0,jpy_abs,yfinance,2026-08-27
3635,"KOEI TECMO HOLDINGS CO.,LTD.",operating_profit,FY2026,company,36000000000.0,jpy_abs,jquants,2026-04-27
3635,"KOEI TECMO HOLDINGS CO.,LTD.",dps,FY2027,company,48.0,jpy,jquants,2026-04-27
3635,"KOEI TECMO HOLDINGS CO.,LTD.",eps,FY2027,company,95.38,jpy,jquants,2026-04-27
3635,"KOEI TECMO HOLDINGS CO.,LTD.",eps,FY2027,consensus,113.32523,jpy,yfinance,2026-08-27
3635,"KOEI TECMO HOLDINGS CO.,LTD.",net_profit,FY2027,company,31000000000.0,jpy_abs,jquants,2026-04-27
3635,"KOEI TECMO HOLDINGS CO.,LTD.",net_sales,FY2027,company,90000000000.0,jpy_abs,jquants,2026-04-27
3635,"KOEI TECMO HOLDINGS CO.,LTD.",net_sales,FY2027,consensus,92602025780.0,jpy_abs,yfinance,2026-08-27
3635,"KOEI TECMO HOLDINGS CO.,LTD.",operating_profit,FY2027,company,32000000000.0,jpy_abs,jquants,2026-04-27
3635,"KOEI TECMO HOLDINGS CO.,LTD.",eps,FY2028,consensus,113.32523,jpy,yfinance,2026-08-27
3635,"KOEI TECMO HOLDINGS CO.,LTD.",net_sales,FY2028,consensus,92602025780.0,jpy_abs,yfinance,2026-08-27
3659,"NEXON Co.,Ltd.",dps,FY2026,company,60.0,jpy,jquants,2026-05-14
3659,"NEXON Co.,Ltd.",eps,FY2026,consensus,149.29173,jpy,yfinance,2026-08-27
3659,"NEXON Co.,Ltd.",net_sales,FY2026,consensus,509726759750.0,jpy_abs,yfinance,2026-08-27
3659,"NEXON Co.,Ltd.",eps,FY2027,consensus,142.90788,jpy,yfinance,2026-08-27
3659,"NEXON Co.,Ltd.",net_sales,FY2027,consensus,522008929280.0,jpy_abs,yfinance,2026-08-27
3697,SHIFT Inc.,dps,FY2026,company,0.0,jpy,jquants,2026-04-14
3697,SHIFT Inc.,eps,FY2026,company,43.67,jpy,jquants,2026-04-14
3697,SHIFT Inc.,eps,FY2026,consensus,34.13298,jpy,yfinance,2026-08-27
3697,SHIFT Inc.,net_sales,FY2026,company,150000000000.0,jpy_abs,jquants,2026-04-14
3697,SHIFT Inc.,net_sales,FY2026,consensus,157462800000.0,jpy_abs,yfinance,2026-08-27
3697,SHIFT Inc.,eps,FY2027,consensus,55.40397,jpy,yfinance,2026-08-27
3697,SHIFT Inc.,net_sales,FY2027,consensus,184898500000.0,jpy_abs,yfinance,2026-08-27
3769,"GMO Payment Gateway,Inc.",dps,FY2026,company,170.0,jpy,jquants,2026-05-15
3769,"GMO Payment Gateway,Inc.",eps,FY2026,company,308.58,jpy,jquants,2026-05-15
3769,"GMO Payment Gateway,Inc.",eps,FY2026,consensus,327.84854,jpy,yfinance,2026-08-27
3769,"GMO Payment Gateway,Inc.",net_profit,FY2026,company,23406000000.0,jpy_abs,jquants,2026-05-15
3769,"GMO Payment Gateway,Inc.",net_sales,FY2026,company,93235000000.0,jpy_abs,jquants,2026-05-15
3769,"GMO Payment Gateway,Inc.",net_sales,FY2026,consensus,94914772590.0,jpy_abs,yfinance,2026-08-27
3769,"GMO Payment Gateway,Inc.",operating_profit,FY2026,company,37639000000.0,jpy_abs,jquants,2026-05-15
3769,"GMO Payment Gateway,Inc.",eps,FY2027,consensus,398.05136,jpy,yfinance,2026-08-27
3769,"GMO Payment Gateway,Inc.",net_sales,FY2027,consensus,110730965480.0,jpy_abs,yfinance,2026-08-27
3774,Internet Initiative Japan Inc.,dps,FY2026,company,39.0,jpy,jquants,2026-05-14
3774,Internet Initiative Japan Inc.,eps,FY2026,company,130.0,jpy,jquants,2026-05-14
3774,Internet Initiative Japan Inc.,eps,FY2026,consensus,143.87988,jpy,yfinance,2026-08-27
3774,Internet Initiative Japan Inc.,net_profit,FY2026,company,23000000000.0,jpy_abs,jquants,2026-05-14
3774,Internet Initiative Japan Inc.,net_sales,FY2026,company,340000000000.0,jpy_abs,jquants,2026-05-14
3774,Internet Initiative Japan Inc.,net_sales,FY2026,consensus,392172649110.0,jpy_abs,yfinance,2026-08-27
3774,Internet Initiative Japan Inc.,operating_profit,FY2026,company,36500000000.0,jpy_abs,jquants,2026-05-14
3774,Internet Initiative Japan Inc.,dps,FY2027,company,43.0,jpy,jquants,2026-05-14
3774,Internet Initiative Japan Inc.,eps,FY2027,company,141.03,jpy,jquants,2026-05-14
3774,Internet Initiative Japan Inc.,eps,FY2027,consensus,164.08408,jpy,yfinance,2026-08-27
3774,Internet Initiative Japan Inc.,net_profit,FY2027,company,25000000000.0,jpy_abs,jquants,2026-05-14
3774,Internet Initiative Japan Inc.,net_sales,FY2027,company,385000000000.0,jpy_abs,jquants,2026-05-14
3774,Internet Initiative Japan Inc.,net_sales,FY2027,consensus,422749398900.0,jpy_abs,yfinance,2026-08-27
3774,Internet Initiative Japan Inc.,operating_profit,FY2027,company,38500000000.0,jpy_abs,jquants,2026-05-14
3774,Internet Initiative Japan Inc.,eps,FY2028,consensus,163.58607,jpy,yfinance,2026-08-27
3774,Internet Initiative Japan Inc.,net_sales,FY2028,consensus,419049398900.0,jpy_abs,yfinance,2026-08-27
3923,"RAKUS Co.,Ltd.",dps,FY2026,company,7.0,jpy,jquants,2026-05-14
3923,"RAKUS Co.,Ltd.",eps,FY2026,company,36.91,jpy,jquants,2026-05-14
3923,"RAKUS Co.,Ltd.",eps,FY2026,consensus,74.62859,jpy,yfinance,2026-08-27
3923,"RAKUS Co.,Ltd.",net_profit,FY2026,company,13293000000.0,jpy_abs,jquants,2026-05-14
3923,"RAKUS Co.,Ltd.",net_sales,FY2026,company,60286000000.0,jpy_abs,jquants,2026-05-14
3923,"RAKUS Co.,Ltd.",net_sales,FY2026,consensus,60446011960.0,jpy_abs,yfinance,2026-08-27
3923,"RAKUS Co.,Ltd.",operating_profit,FY2026,company,17345000000.0,jpy_abs,jquants,2026-05-14
3923,"RAKUS Co.,Ltd.",dps,FY2027,company,8.0,jpy,jquants,2026-05-14
3923,"RAKUS Co.,Ltd.",eps,FY2027,company,71.16,jpy,jquants,2026-05-14
3923,"RAKUS Co.,Ltd.",eps,FY2027,consensus,52.82498,jpy,yfinance,2026-08-27
3923,"RAKUS Co.,Ltd.",net_profit,FY2027,company,25200000000.0,jpy_abs,jquants,2026-05-14
3923,"RAKUS Co.,Ltd.",net_sales,FY2027,company,59700000000.0,jpy_abs,jquants,2026-05-14
3923,"RAKUS Co.,Ltd.",net_sales,FY2027,consensus,69680055710.0,jpy_abs,yfinance,2026-08-27
3923,"RAKUS Co.,Ltd.",operating_profit,FY2027,company,20500000000.0,jpy_abs,jquants,2026-05-14
3923,"RAKUS Co.,Ltd.",eps,FY2028,consensus,52.73927,jpy,yfinance,2026-08-27
3923,"RAKUS Co.,Ltd.",net_sales,FY2028,consensus,69617341430.0,jpy_abs,yfinance,2026-08-27
4004,Resonac Holdings Corporation,dps,FY2026,company,65.0,jpy,jquants,2026-05-13
4004,Resonac Holdings Corporation,eps,FY2026,company,425.45,jpy,jquants,2026-05-13
4004,Resonac Holdings Corporation,eps,FY2026,consensus,544.7183,jpy,yfinance,2026-08-27
4004,Resonac Holdings Corporation,net_profit,FY2026,company,77000000000.0,jpy_abs,jquants,2026-05-13
4004,Resonac Holdings Corporation,net_sales,FY2026,company,1310000000000.0,jpy_abs,jquants,2026-05-13
4004,Resonac Holdings Corporation,net_sales,FY2026,consensus,1392010581500.0,jpy_abs,yfinance,2026-08-27
4004,Resonac Holdings Corporation,operating_profit,FY2026,company,105000000000.0,jpy_abs,jquants,2026-05-13
4004,Resonac Holdings Corporation,eps,FY2027,consensus,771.7733,jpy,yfinance,2026-08-27
4004,Resonac Holdings Corporation,net_sales,FY2027,consensus,1355542160540.0,jpy_abs,yfinance,2026-08-27
4021,Nissan Chemical Corporation,dps,FY2026,company,180.0,jpy,jquants,2026-05-15
4021,Nissan Chemical Corporation,eps,FY2026,company,328.22,jpy,jquants,2026-05-15
4021,Nissan Chemical Corporation,eps,FY2026,consensus,401.01376,jpy,yfinance,2026-08-27
4021,Nissan Chemical Corporation,net_profit,FY2026,company,44000000000.0,jpy_abs,jquants,2026-05-15
4021,Nissan Chemical Corporation,net_sales,FY2026,company,272200000000.0,jpy_abs,jquants,2026-05-15
4021,Nissan Chemical Corporation,net_sales,FY2026,consensus,294462532420.0,jpy_abs,yfinance,2026-08-27
4021,Nissan Chemical Corporation,operating_profit,FY2026,company,59000000000.0,jpy_abs,jquants,2026-05-15
4021,Nissan Chemical Corporation,dps,FY2027,company,212.0,jpy,jquants,2026-05-15
4021,Nissan Chemical Corporation,eps,FY2027,company,387.11,jpy,jquants,2026-05-15
4021,Nissan Chemical Corporation,eps,FY2027,consensus,431.02386,jpy,yfinance,2026-08-27
4021,Nissan Chemical Corporation,net_profit,FY2027,company,51500000000.0,jpy_abs,jquants,2026-05-15
4021,Nissan Chemical Corporation,net_sales,FY2027,company,289700000000.0,jpy_abs,jquants,2026-05-15
4021,Nissan Chemical Corporation,net_sales,FY2027,consensus,311466620680.0,jpy_abs,yfinance,2026-08-27
4021,Nissan Chemical Corporation,operating_profit,FY2027,company,66800000000.0,jpy_abs,jquants,2026-05-15
4021,Nissan Chemical Corporation,eps,FY2028,consensus,431.02386,jpy,yfinance,2026-08-27
4021,Nissan Chemical Corporation,net_sales,FY2028,consensus,311466620680.0,jpy_abs,yfinance,2026-08-27
4042,TOSOH CORPORATION,dps,FY2026,company,100.0,jpy,jquants,2026-05-13
4042,TOSOH CORPORATION,eps,FY2026,company,130.44,jpy,jquants,2026-05-13
4042,TOSOH CORPORATION,eps,FY2026,consensus,201.07832,jpy,yfinance,2026-08-27
4042,TOSOH CORPORATION,net_profit,FY2026,company,41000000000.0,jpy_abs,jquants,2026-05-13
4042,TOSOH CORPORATION,net_sales,FY2026,company,1015000000000.0,jpy_abs,jquants,2026-05-13
4042,TOSOH CORPORATION,net_sales,FY2026,consensus,1118772666670.0,jpy_abs,yfinance,2026-08-27
4042,TOSOH CORPORATION,operating_profit,FY2026,company,95000000000.0,jpy_abs,jquants,2026-05-13
4042,TOSOH CORPORATION,dps,FY2027,company,100.0,jpy,jquants,2026-05-13
4042,TOSOH CORPORATION,eps,FY2027,consensus,217.95515,jpy,yfinance,2026-08-27
4042,TOSOH CORPORATION,net_sales,FY2027,consensus,1137109333330.0,jpy_abs,yfinance,2026-08-27
4042,TOSOH CORPORATION,eps,FY2028,consensus,217.95515,jpy,yfinance,2026-08-27
4042,TOSOH CORPORATION,net_sales,FY2028,consensus,1137109333330.0,jpy_abs,yfinance,2026-08-27
4062,"IBIDEN CO.,LTD.",dps,FY2026,company,10.0,jpy,jquants,2026-05-11
4062,"IBIDEN CO.,LTD.",eps,FY2026,company,132.5,jpy,jquants,2026-05-11
4062,"IBIDEN CO.,LTD.",eps,FY2026,consensus,286.54214,jpy,yfinance,2026-08-27
4062,"IBIDEN CO.,LTD.",net_profit,FY2026,company,37000000000.0,jpy_abs,jquants,2026-05-11
4062,"IBIDEN CO.,LTD.",net_sales,FY2026,company,420000000000.0,jpy_abs,jquants,2026-05-11
4062,"IBIDEN CO.,LTD.",net_sales,FY2026,consensus,537867485780.0,jpy_abs,yfinance,2026-08-27
4062,"IBIDEN CO.,LTD.",operating_profit,FY2026,company,61000000000.0,jpy_abs,jquants,2026-05-11
4062,"IBIDEN CO.,LTD.",dps,FY2027,company,35.0,jpy,jquants,2026-05-11
4062,"IBIDEN CO.,LTD.",eps,FY2027,company,207.7,jpy,jquants,2026-05-11
4062,"IBIDEN CO.,LTD.",eps,FY2027,consensus,439.8833,jpy,yfinance,2026-08-27
4062,"IBIDEN CO.,LTD.",net_profit,FY2027,company,58000000000.0,jpy_abs,jquants,2026-05-11
4062,"IBIDEN CO.,LTD.",net_sales,FY2027,company,500000000000.0,jpy_abs,jquants,2026-05-11
4062,"IBIDEN CO.,LTD.",net_sales,FY2027,consensus,678375674980.0,jpy_abs,yfinance,2026-08-27
4062,"IBIDEN CO.,LTD.",operating_profit,FY2027,company,90000000000.0,jpy_abs,jquants,2026-05-11
4062,"IBIDEN CO.,LTD.",eps,FY2028,consensus,439.8833,jpy,yfinance,2026-08-27
4062,"IBIDEN CO.,LTD.",net_sales,FY2028,consensus,678375674980.0,jpy_abs,yfinance,2026-08-27
4063,"Shin-Etsu Chemical Co.,Ltd.",dps,FY2026,company,106.0,jpy,jquants,2026-04-28
4063,"Shin-Etsu Chemical Co.,Ltd.",eps,FY2026,company,250.0,jpy,jquants,2026-04-28
4063,"Shin-Etsu Chemical Co.,Ltd.",eps,FY2026,consensus,304.30353,jpy,yfinance,2026-08-27
4063,"Shin-Etsu Chemical Co.,Ltd.",net_profit,FY2026,company,470000000000.0,jpy_abs,jquants,2026-04-28
4063,"Shin-Etsu Chemical Co.,Ltd.",net_sales,FY2026,company,2400000000000.0,jpy_abs,jquants,2026-04-28
4063,"Shin-Etsu Chemical Co.,Ltd.",net_sales,FY2026,consensus,2801975564220.0,jpy_abs,yfinance,2026-08-27
4063,"Shin-Etsu Chemical Co.,Ltd.",operating_profit,FY2026,company,635000000000.0,jpy_abs,jquants,2026-04-28
4063,"Shin-Etsu Chemical Co.,Ltd.",eps,FY2027,consensus,344.51532,jpy,yfinance,2026-08-27
4063,"Shin-Etsu Chemical Co.,Ltd.",net_sales,FY2027,consensus,2984657386610.0,jpy_abs,yfinance,2026-08-27
4063,"Shin-Etsu Chemical Co.,Ltd.",eps,FY2028,consensus,344.51532,jpy,yfinance,2026-08-27
4063,"Shin-Etsu Chemical Co.,Ltd.",net_sales,FY2028,consensus,2984657386610.0,jpy_abs,yfinance,2026-08-27
4091,NIPPON SANSO HOLDINGS CORPORATION,dps,FY2026,company,58.0,jpy,jquants,2026-05-11
4091,NIPPON SANSO HOLDINGS CORPORATION,eps,FY2026,company,285.31,jpy,jquants,2026-05-11
4091,NIPPON SANSO HOLDINGS CORPORATION,eps,FY2026,consensus,324.74933,jpy,yfinance,2026-08-27
4091,NIPPON SANSO HOLDINGS CORPORATION,net_profit,FY2026,company,123500000000.0,jpy_abs,jquants,2026-05-11
4091,NIPPON SANSO HOLDINGS CORPORATION,net_sales,FY2026,company,1330000000000.0,jpy_abs,jquants,2026-05-11
4091,NIPPON SANSO HOLDINGS CORPORATION,net_sales,FY2026,consensus,1446836000000.0,jpy_abs,yfinance,2026-08-27
4091,NIPPON SANSO HOLDINGS CORPORATION,operating_profit,FY2026,company,194300000000.0,jpy_abs,jquants,2026-05-11
4091,NIPPON SANSO HOLDINGS CORPORATION,dps,FY2027,company,66.0,jpy,jquants,2026-05-11
4091,NIPPON SANSO HOLDINGS CORPORATION,eps,FY2027,company,302.64,jpy,jquants,2026-05-11
4091,NIPPON SANSO HOLDINGS CORPORATION,eps,FY2027,consensus,335.0859,jpy,yfinance,2026-08-27
4091,NIPPON SANSO HOLDINGS CORPORATION,net_profit,FY2027,company,131000000000.0,jpy_abs,jquants,2026-05-11
4091,NIPPON SANSO HOLDINGS CORPORATION,net_sales,FY2027,company,1380000000000.0,jpy_abs,jquants,2026-05-11
4091,NIPPON SANSO HOLDINGS CORPORATION,net_sales,FY2027,consensus,1499775500000.0,jpy_abs,yfinance,2026-08-27
4091,NIPPON SANSO HOLDINGS CORPORATION,operating_profit,FY2027,company,215000000000.0,jpy_abs,jquants,2026-05-11
4091,NIPPON SANSO HOLDINGS CORPORATION,eps,FY2028,consensus,335.0859,jpy,yfinance,2026-08-27
4091,NIPPON SANSO HOLDINGS CORPORATION,net_sales,FY2028,consensus,1499775500000.0,jpy_abs,yfinance,2026-08-27
4151,"Kyowa Kirin Co.,Ltd.",dps,FY2026,company,70.0,jpy,jquants,2026-05-07
4151,"Kyowa Kirin Co.,Ltd.",eps,FY2026,company,143.27,jpy,jquants,2026-05-07
4151,"Kyowa Kirin Co.,Ltd.",eps,FY2026,consensus,154.81198,jpy,yfinance,2026-08-27
4151,"Kyowa Kirin Co.,Ltd.",net_sales,FY2026,company,520000000000.0,jpy_abs,jquants,2026-05-07
4151,"Kyowa Kirin Co.,Ltd.",net_sales,FY2026,consensus,528384225450.0,jpy_abs,yfinance,2026-08-27
4151,"Kyowa Kirin Co.,Ltd.",eps,FY2027,consensus,182.03662,jpy,yfinance,2026-08-27
4151,"Kyowa Kirin Co.,Ltd.",net_sales,FY2027,consensus,538372186360.0,jpy_abs,yfinance,2026-08-27
417A,"BLUE ZONES HOLDINGS CO.,LTD.",dps,FY2026,company,62.5,jpy,jquants,2026-05-11
417A,"BLUE ZONES HOLDINGS CO.,LTD.",eps,FY2026,company,501.22,jpy,jquants,2026-05-11
417A,"BLUE ZONES HOLDINGS CO.,LTD.",eps,FY2026,consensus,122.36667,jpy,yfinance,2026-08-27
417A,"BLUE ZONES HOLDINGS CO.,LTD.",net_profit,FY2026,company,20500000000.0,jpy_abs,jquants,2026-05-11
417A,"BLUE ZONES HOLDINGS CO.,LTD.",net_sales,FY2026,company,772000000000.0,jpy_abs,jquants,2026-05-11
417A,"BLUE ZONES HOLDINGS CO.,LTD.",net_sales,FY2026,consensus,912233333330.0,jpy_abs,yfinance,2026-08-27
417A,"BLUE ZONES HOLDINGS CO.,LTD.",operating_profit,FY2026,company,33800000000.0,jpy_abs,jquants,2026-05-11
417A,"BLUE ZONES HOLDINGS CO.,LTD.",dps,FY2027,company,32.0,jpy,jquants,2026-05-11
417A,"BLUE ZONES HOLDINGS CO.,LTD.",eps,FY2027,company,117.4,jpy,jquants,2026-05-11
417A,"BLUE ZONES HOLDINGS CO.,LTD.",eps,FY2027,consensus,132.7,jpy,yfinance,2026-08-27
417A,"BLUE ZONES HOLDINGS CO.,LTD.",net_profit,FY2027,company,23900000000.0,jpy_abs,jquants,2026-05-11
417A,"BLUE ZONES HOLDINGS CO.,LTD.",net_sales,FY2027,company,903000000000.0,jpy_abs,jquants,2026-05-11
417A,"BLUE ZONES HOLDINGS CO.,LTD.",net_sales,FY2027,consensus,972500000000.0,jpy_abs,yfinance,2026-08-27
417A,"BLUE ZONES HOLDINGS CO.,LTD.",operating_profit,FY2027,company,37450000000.0,jpy_abs,jquants,2026-05-11
417A,"BLUE ZONES HOLDINGS CO.,LTD.",eps,FY2028,consensus,132.7,jpy,yfinance,2026-08-27
417A,"BLUE ZONES HOLDINGS CO.,LTD.",net_sales,FY2028,consensus,972500000000.0,jpy_abs,yfinance,2026-08-27
4183,"Mitsui Chemicals,Inc.",dps,FY2026,company,37.5,jpy,jquants,2026-05-13
4183,"Mitsui Chemicals,Inc.",eps,FY2026,company,111.68,jpy,jquants,2026-05-13
4183,"Mitsui Chemicals,Inc.",eps,FY2026,consensus,134.64938,jpy,yfinance,2026-08-27
4183,"Mitsui Chemicals,Inc.",net_profit,FY2026,company,42000000000.0,jpy_abs,jquants,2026-05-13
4183,"Mitsui Chemicals,Inc.",net_sales,FY2026,company,1675000000000.0,jpy_abs,jquants,2026-05-13
4183,"Mitsui Chemicals,Inc.",net_sales,FY2026,consensus,1886304721290.0,jpy_abs,yfinance,2026-08-27
4183,"Mitsui Chemicals,Inc.",operating_profit,FY2026,company,87000000000.0,jpy_abs,jquants,2026-05-13
4183,"Mitsui Chemicals,Inc.",dps,FY2027,company,75.0,jpy,jquants,2026-05-13
4183,"Mitsui Chemicals,Inc.",eps,FY2027,company,124.48,jpy,jquants,2026-05-13
4183,"Mitsui Chemicals,Inc.",eps,FY2027,consensus,182.52286,jpy,yfinance,2026-08-27
4183,"Mitsui Chemicals,Inc.",net_profit,FY2027,company,45000000000.0,jpy_abs,jquants,2026-05-13
4183,"Mitsui Chemicals,Inc.",net_sales,FY2027,company,1900000000000.0,jpy_abs,jquants,2026-05-13
4183,"Mitsui Chemicals,Inc.",net_sales,FY2027,consensus,1908191797630.0,jpy_abs,yfinance,2026-08-27
4183,"Mitsui Chemicals,Inc.",operating_profit,FY2027,company,83000000000.0,jpy_abs,jquants,2026-05-13
4183,"Mitsui Chemicals,Inc.",eps,FY2028,consensus,182.52286,jpy,yfinance,2026-08-27
4183,"Mitsui Chemicals,Inc.",net_sales,FY2028,consensus,1908191797630.0,jpy_abs,yfinance,2026-08-27
4186,"TOKYO OHKA KOGYO CO.,LTD.",dps,FY2026,company,80.0,jpy,jquants,2026-05-11
4186,"TOKYO OHKA KOGYO CO.,LTD.",eps,FY2026,company,291.62,jpy,jquants,2026-05-11
4186,"TOKYO OHKA KOGYO CO.,LTD.",eps,FY2026,consensus,359.7042,jpy,yfinance,2026-08-27
4186,"TOKYO OHKA KOGYO CO.,LTD.",net_profit,FY2026,company,35000000000.0,jpy_abs,jquants,2026-05-11
4186,"TOKYO OHKA KOGYO CO.,LTD.",net_sales,FY2026,company,261000000000.0,jpy_abs,jquants,2026-05-11
4186,"TOKYO OHKA KOGYO CO.,LTD.",net_sales,FY2026,consensus,294414285710.0,jpy_abs,yfinance,2026-08-27
4186,"TOKYO OHKA KOGYO CO.,LTD.",operating_profit,FY2026,company,52200000000.0,jpy_abs,jquants,2026-05-11
4186,"TOKYO OHKA KOGYO CO.,LTD.",eps,FY2027,consensus,412.87018,jpy,yfinance,2026-08-27
4186,"TOKYO OHKA KOGYO CO.,LTD.",net_sales,FY2027,consensus,321769089940.0,jpy_abs,yfinance,2026-08-27
4194,"Visional,Inc.",dps,FY2026,company,0.0,jpy,jquants,2026-03-17
4194,"Visional,Inc.",eps,FY2026,company,401.05,jpy,jquants,2026-03-17
4194,"Visional,Inc.",eps,FY2026,consensus,431.36,jpy,yfinance,2026-08-27
4194,"Visional,Inc.",net_profit,FY2026,company,16081000000.0,jpy_abs,jquants,2026-03-17
4194,"Visional,Inc.",net_sales,FY2026,company,99200000000.0,jpy_abs,jquants,2026-03-17
4194,"Visional,Inc.",net_sales,FY2026,consensus,99452190860.0,jpy_abs,yfinance,2026-08-27
4194,"Visional,Inc.",operating_profit,FY2026,company,23100000000.0,jpy_abs,jquants,2026-03-17
4194,"Visional,Inc.",eps,FY2027,consensus,498.052,jpy,yfinance,2026-08-27
4194,"Visional,Inc.",net_sales,FY2027,consensus,117439868570.0,jpy_abs,yfinance,2026-08-27
4202,Daicel Corporation,dps,FY2027,company,70.0,jpy,jquants,2026-05-22
4202,Daicel Corporation,eps,FY2027,consensus,128.08498,jpy,yfinance,2026-08-27
4202,Daicel Corporation,net_sales,FY2027,consensus,610062500000.0,jpy_abs,yfinance,2026-08-27
4202,Daicel Corporation,eps,FY2028,consensus,144.67773,jpy,yfinance,2026-08-27
4202,Daicel Corporation,net_sales,FY2028,consensus,631650000000.0,jpy_abs,yfinance,2026-08-27
4203,"Sumitomo Bakelite Company,Limited",dps,FY2026,company,110.0,jpy,jquants,2026-05-11
4203,"Sumitomo Bakelite Company,Limited",eps,FY2026,company,290.85,jpy,jquants,2026-05-11
4203,"Sumitomo Bakelite Company,Limited",eps,FY2026,consensus,359.82,jpy,yfinance,2026-08-27
4203,"Sumitomo Bakelite Company,Limited",net_profit,FY2026,company,25500000000.0,jpy_abs,jquants,2026-05-11
4203,"Sumitomo Bakelite Company,Limited",net_sales,FY2026,company,316500000000.0,jpy_abs,jquants,2026-05-11
4203,"Sumitomo Bakelite Company,Limited",net_sales,FY2026,consensus,355771428570.0,jpy_abs,yfinance,2026-08-27
4203,"Sumitomo Bakelite Company,Limited",operating_profit,FY2026,company,32500000000.0,jpy_abs,jquants,2026-05-11
