Code,MarketDiv,Name,ScaleCategory,Sector,Sector33
5703,0111,"Nippon Light Metal Holdings Company,Ltd.",TOPIX Small 1,,
5706,0111,"Mitsui Kinzoku Company,Limited",TOPIX Mid400,,
5711,0111,Mitsubishi Materials Corporation,TOPIX Mid400,,
5713,0111,"Sumitomo Metal Mining Co.,Ltd.",TOPIX Mid400,,
5714,0111,"DOWA HOLDINGS CO.,LTD.",TOPIX Mid400,,
5715,0111,"FURUKAWA CO.,LTD.",TOPIX Small 1,,
5726,0111,"OSAKA Titanium technologies Co.,Ltd.",TOPIX Small 1,,
5741,0111,UACJ Corporation,TOPIX Small 1,,
5801,0111,"Furukawa Electric Co.,Ltd.",TOPIX Mid400,,
5802,0111,"Sumitomo Electric Industries,Ltd.",TOPIX Large70,,
5803,0111,Fujikura Ltd.,TOPIX Large70,,
5805,0111,SWCC Corporation,TOPIX Small 1,,
5830,0111,"Iyogin Holdings,Inc.",TOPIX Mid400,,
5831,0111,"Shizuoka Financial Group,Inc.",TOPIX Mid400,,
5832,0111,"Chugin Financial Group,Inc.",TOPIX Mid400,,
5838,0111,"Rakuten Bank,Ltd.",TOPIX Mid400,,
5844,0111,"Kyoto Financial Group,Inc.",TOPIX Mid400,,
5851,0111,RYOBI LIMITED,TOPIX Small 1,,
5857,0111,"ARE Holdings,Inc.",TOPIX Small 1,,
5901,0111,"Toyo Seikan Group Holdings,Ltd.",TOPIX Mid400,,
5911,0111,Yokogawa Bridge Holdings Corp.,TOPIX Small 1,,
5929,0111,Sanwa Holdings Corporation,TOPIX Mid400,,
5930,0111,"Bunka Shutter Co.,Ltd.",TOPIX Small 1,,
5938,0111,LIXIL Corporation,TOPIX Mid400,,
5943,0111,NORITZ CORPORATION,TOPIX Small 1,,
5947,0111,RINNAI CORPORATION,TOPIX Mid400,,
5949,0111,UNIPRES CORPORATION,TOPIX Small 1,,
5970,0111,G-TEKT CORPORATION,TOPIX Small 1,,
5975,0111,Topre Corporation,TOPIX Small 1,,
5988,0111,"PIOLAX,INC.",TOPIX Small 1,,
5991,0111,"NHK SPRING CO.,LTD.",TOPIX Mid400,,
6005,0111,"MIURA CO.,LTD.",TOPIX Mid400,,
6013,0111,"TAKUMA CO.,LTD.",TOPIX Small 1,,
6036,0111,"KeePer Technical Laboratory Co.,Ltd.",TOPIX Small 1,,
6055,0111,"JAPAN MATERIAL Co.,Ltd.",TOPIX Small 1,,
6080,0111,"M&A Capital Partners Co.,Ltd.",TOPIX Small 1,,
6088,0111,SIGMAXYZ Holdings Inc.,TOPIX Small 1,,
6098,0111,"Recruit Holdings Co.,Ltd.",TOPIX Core30,,
6101,0111,TSUGAMI CORPORATION,TOPIX Small 1,,
6103,0111,OKUMA Corporation,TOPIX Small 1,,
6104,0111,"SHIBAURA MACHINE CO.,LTD.",TOPIX Small 1,,
6113,0111,"AMADA CO.,LTD.",TOPIX Mid400,,
6118,0111,"AIDA ENGINEERING,LTD.",TOPIX Small 1,,
6134,0111,FUJI CORPORATION,TOPIX Mid400,,
6135,0111,"Makino Milling Machine Co.,Ltd.",TOPIX Small 1,,
6136,0111,OSG Corporation,TOPIX Mid400,,
6140,0111,"Asahi Diamond Industrial Co.,Ltd.",TOPIX Small 1,,
6141,0111,"DMG MORI CO.,LTD.",TOPIX Mid400,,
6143,0111,"Sodick Co.,Ltd.",TOPIX Small 1,,
6146,0111,DISCO CORPORATION,TOPIX Large70,,
6178,0111,"JAPAN POST HOLDINGS Co.,Ltd.",TOPIX Large70,,
6196,0111,"Strike Group Co.,Ltd.",TOPIX Small 1,,
6200,0111,"Insource Co.,Ltd.",TOPIX Small 1,,
6209,0111,NPR-RIKEN CORPORATION,TOPIX Small 1,,
6222,0111,"SHIMA SEIKI MFG.,LTD.",TOPIX Small 1,,
6235,0111,"OPTORUN CO.,LTD.",TOPIX Small 1,,
6250,0111,YAMABIKO CORPORATION,TOPIX Small 1,,
6254,0111,"Nomura Micro Science Co.,Ltd.",TOPIX Small 1,,
6258,0111,HIRATA Corporation,TOPIX Small 1,,
6268,0111,Nabtesco Corporation,TOPIX Mid400,,
6269,0111,"MODEC,INC.",TOPIX Mid400,,
6273,0111,SMC CORPORATION,TOPIX Large70,,
6277,0111,HOSOKAWA MICRON CORPORATION,TOPIX Small 1,,
6278,0111,UNION TOOL CO.,TOPIX Small 1,,
6282,0111,OILES CORPORATION,TOPIX Small 1,,
6284,0111,"NISSEI ASB MACHINE CO.,LTD.",TOPIX Small 1,,
6287,0111,SATO CORPORATION,TOPIX Small 1,,
6301,0111,KOMATSU LTD.,TOPIX Large70,,
6302,0111,"SUMITOMO HEAVY INDUSTRIES,LTD.",TOPIX Mid400,,
6305,0111,"Hitachi Construction Machinery Co.,Ltd.",TOPIX Mid400,,
6315,0111,TOWA CORPORATION,TOPIX Small 1,,
6323,0111,RORZE CORPORATION,TOPIX Mid400,,
6326,0111,KUBOTA CORPORATION,TOPIX Large70,,
6331,0111,"Mitsubishi Kakoki Kaisha,Ltd.",TOPIX Small 1,,
6332,0111,"TSUKISHIMA HOLDINGS CO.,LTD.",TOPIX Small 1,,
6349,0111,KOMORI CORPORATION,TOPIX Small 1,,
6361,0111,EBARA CORPORATION,TOPIX Mid400,,
6363,0111,"Torishima Pump Mfg.Co.,Ltd.",TOPIX Small 1,,
6367,0111,"DAIKIN INDUSTRIES,LTD.",TOPIX Core30,,
6368,0111,ORGANO CORPORATION,TOPIX Mid400,,
6370,0111,Kurita Water Industries Ltd.,TOPIX Mid400,,
6371,0111,TSUBAKIMOTO CHAIN CO.,TOPIX Small 1,,
6376,0111,"NIKKISO CO.,LTD.",TOPIX Small 1,,
6383,0111,"DAIFUKU CO.,LTD.",TOPIX Mid400,,
6395,0111,TADANO LTD.,TOPIX Small 1,,
6407,0111,CKD Corporation,TOPIX Small 1,,
6412,0111,Heiwa Corporation,TOPIX Small 1,,
6417,0111,"SANKYO CO.,LTD.",TOPIX Mid400,,
6419,0111,Mars Group Holdings Corporation,TOPIX Small 1,,
6420,0111,GALILEI CO.LTD.,TOPIX Small 1,,
6432,0111,"TAKEUCHI MFG.CO.,LTD.",TOPIX Small 1,,
6436,0111,Amano Corporation,TOPIX Mid400,,
6448,0111,"BROTHER INDUSTRIES,LTD.",TOPIX Mid400,,
6454,0111,"MAX CO.,LTD.",TOPIX Small 1,,
6457,0111,GLORY LTD.,TOPIX Mid400,,
6458,0111,SINKO INDUSTRIES LTD.,TOPIX Small 1,,
6460,0111,SEGA SAMMY HOLDINGS INC.,TOPIX Mid400,,
6463,0111,"TPR CO.,LTD.",TOPIX Small 1,,
6465,0111,HOSHIZAKI CORPORATION,TOPIX Mid400,,
6471,0111,NSK Ltd.,TOPIX Mid400,,
6472,0111,NTN CORPORATION,TOPIX Mid400,,
6473,0111,JTEKT Corporation,TOPIX Mid400,,
6474,0111,NACHI-FUJIKOSHI CORP.,TOPIX Small 1,,
6479,0111,MINEBEA MITSUMI Inc.,TOPIX Mid400,,
6481,0111,"THK CO.,LTD.",TOPIX Mid400,,
6486,0111,"EAGLE INDUSTRY CO.,LTD.",TOPIX Small 1,,
6490,0111,PILLAR Corporation,TOPIX Small 1,,
6498,0111,KITZ CORPORATION,TOPIX Small 1,,
6501,0111,"Hitachi,Ltd.",TOPIX Core30,,
6503,0111,Mitsubishi Electric Corporation,TOPIX Core30,,
6504,0111,"FUJI ELECTRIC CO.,LTD.",TOPIX Mid400,,
6506,0111,YASKAWA Electric Corporation,TOPIX Mid400,,
6507,0111,"SINFONIA TECHNOLOGY CO.,LTD.",TOPIX Small 1,,
6508,0111,MEIDENSHA CORPORATION,TOPIX Small 1,,
6516,0111,"SANYO DENKI CO.,LTD.",TOPIX Small 1,,
6523,0111,PHC Holdings Corporation,TOPIX Small 1,,
6525,0111,KOKUSAI ELECTRIC CORPORATION,TOPIX Mid400,,
6526,0111,Socionext Inc.,TOPIX Mid400,,
6532,0111,"BayCurrent,Inc.",TOPIX Mid400,,
6544,0111,"JAPAN ELEVATOR SERVICE HOLDINGS CO.,LTD.",TOPIX Mid400,,
6586,0111,Makita Corporation,TOPIX Mid400,,
6588,0111,TOSHIBA TEC CORPORATION,TOPIX Small 1,,
6590,0111,SHIBAURA MECHATRONICS CORPORATION,TOPIX Small 1,,
6592,0111,"MABUCHI MOTOR CO.,LTD.",TOPIX Mid400,,
6622,0111,DAIHEN CORPORATION,TOPIX Small 1,,
6630,0111,YA-MAN LTD.,TOPIX Small 1,,
6632,0111,JVCKENWOOD Corporation,TOPIX Mid400,,
6645,0111,OMRON Corporation,TOPIX Mid400,,
6651,0111,NITTO KOGYO CORPORATION,TOPIX Small 1,,
6652,0111,IDEC CORPORATION,TOPIX Small 1,,
6674,0111,GS Yuasa Corporation,TOPIX Mid400,,
6701,0111,NEC Corporation,TOPIX Large70,,
6702,0111,Fujitsu Limited,TOPIX Large70,,
6703,0111,"Oki Electric Industry Company,Limited",TOPIX Small 1,,
6707,0111,"Sanken Electric Co.,Ltd.",TOPIX Mid400,,
6723,0111,Renesas Electronics Corporation,TOPIX Large70,,
6724,0111,SEIKO EPSON CORPORATION,TOPIX Mid400,,
6727,0111,"Wacom Co.,Ltd.",TOPIX Small 1,,
6728,0111,"ULVAC, Inc.",TOPIX Mid400,,
6737,0111,EIZO Corporation,TOPIX Small 1,,
6744,0111,NOHMI BOSAI LTD.,TOPIX Small 1,,
6750,0111,"ELECOM CO.,LTD.",TOPIX Small 1,,
6752,0111,Panasonic Holdings Corporation,TOPIX Large70,,
6753,0111,Sharp Corporation,TOPIX Mid400,,
6754,0111,ANRITSU CORPORATION,TOPIX Mid400,,
6758,0111,SONY GROUP CORPORATION,TOPIX Core30,,
6762,0111,TDK Corporation,TOPIX Large70,,
6768,0111,TAMURA CORPORATION,TOPIX Small 1,,
6770,0111,"ALPS ALPINE CO.,LTD.",TOPIX Mid400,,
6787,0111,"Meiko Electronics Co.,Ltd.",TOPIX Small 1,,
6804,0111,Hosiden Corporation,TOPIX Small 1,,
6806,0111,"HIROSE ELECTRIC CO.,LTD.",TOPIX Mid400,,
6807,0111,"Japan Aviation Electronics Industry,Limited",TOPIX Small 1,,
6810,0111,"Maxell,Ltd.",TOPIX Small 1,,
6814,0111,"FURUNO ELECTRIC CO.,LTD.",TOPIX Small 1,,
6841,0111,YOKOGAWA ELECTRIC CORPORATION,TOPIX Mid400,,
6845,0111,Azbil Corporation,TOPIX Mid400,,
6849,0111,NIHON KOHDEN CORPORATION,TOPIX Mid400,,
6856,0111,"HORIBA,Ltd.",TOPIX Mid400,,
6857,0111,ADVANTEST CORPORATION,TOPIX Core30,,
6859,0111,ESPEC CORP.,TOPIX Small 1,,
6861,0111,KEYENCE CORPORATION,TOPIX Core30,,
6866,0111,HIOKI E.E.CORPORATION,TOPIX Small 1,,
6869,0111,SYSMEX CORPORATION,TOPIX Mid400,,
6871,0111,"MICRONICS JAPAN CO.,LTD.",TOPIX Small 1,,
6875,0111,MegaChips Corporation,TOPIX Small 1,,
6902,0111,DENSO CORPORATION,TOPIX Large70,,
6908,0111,"IRISO ELECTRONICS CO.,LTD.",TOPIX Small 1,,
6914,0111,"OPTEX GROUP Company,Limited",TOPIX Small 1,,
6920,0111,Lasertec Corporation,TOPIX Large70,,
6923,0111,"Stanley Electric Co.,Ltd.",TOPIX Mid400,,
6925,0111,USHIO INC.,TOPIX Mid400,,
6929,0111,"NIPPON CERAMIC CO.,LTD.",TOPIX Small 1,,
6941,0111,"YAMAICHI ELECTRONICS CO.,LTD.",TOPIX Small 1,,
6947,0111,ZUKEN INC.,TOPIX Small 1,,
6951,0111,JEOL Ltd.,TOPIX Mid400,,
6952,0111,"CASIO COMPUTER CO.,LTD.",TOPIX Mid400,,
6954,0111,FANUC CORPORATION,TOPIX Large70,,
6963,0111,ROHM COMPANY LIMITED,TOPIX Mid400,,
6965,0111,HAMAMATSU PHOTONICS K.K.,TOPIX Mid400,,
6966,0111,"Mitsui High-tec,Inc.",TOPIX Small 1,,
6971,0111,KYOCERA CORPORATION,TOPIX Large70,,
6976,0111,"TAIYO YUDEN CO.,LTD.",TOPIX Mid400,,
6981,0111,"Murata Manufacturing Co.,Ltd.",TOPIX Large70,,
6988,0111,NITTO DENKO CORPORATION,TOPIX Mid400,,
6995,0111,"TOKAI RIKA CO.,LTD.",TOPIX Small 1,,
6996,0111,NICHICON CORPORATION,TOPIX Small 1,,
6999,0111,KOA CORPORATION,TOPIX Small 1,,
7003,0111,"MITSUI E&S Co.,Ltd.",TOPIX Mid400,,
7004,0111,Kanadevia Corporation,TOPIX Small 1,,
7011,0111,"Mitsubishi Heavy Industries,Ltd.",TOPIX Core30,,
7012,0111,"Kawasaki Heavy Industries,Ltd.",TOPIX Mid400,,
7013,0111,IHI Corporation,TOPIX Mid400,,
7014,0112,"Namura Shipbuilding Co.,Ltd.",TOPIX Small 1,,
7085,0111,"CURVES HOLDINGS Co.,Ltd.",TOPIX Small 1,,
7128,0111,UNISOL Holdings Corporation,TOPIX Small 1,,
7130,0111,"YAMAE GROUP HOLDINGS CO.,LTD.",TOPIX Small 1,,
7148,0111,"Financial Partners Group Co.,Ltd.",TOPIX Small 1,,
7157,0111,LIFENET INSURANCE COMPANY,TOPIX Small 1,,
7164,0111,"ZENKOKU HOSHO Co.,Ltd.",TOPIX Mid400,,
7167,0111,"Mebuki Financial Group,Inc.",TOPIX Mid400,,
7172,0111,"Japan Investment Adviser Co.,Ltd.",TOPIX Small 1,,
7173,0111,"Tokyo Kiraboshi Financial Group,Inc.",TOPIX Small 1,,
7180,0111,"Kyushu Financial Group,Inc.",TOPIX Mid400,,
7181,0111,"JAPAN POST INSURANCE Co.,Ltd.",TOPIX Mid400,,
7182,0111,"JAPAN POST BANK Co.,Ltd.",TOPIX Large70,,
7184,0111,"THE FIRST BANK OF TOYAMA,LTD.",TOPIX Small 1,,
7186,0111,"Yokohama Financial Group,Inc.",TOPIX Mid400,,
7189,0111,"Nishi-Nippon Financial Holdings,Inc.",TOPIX Mid400,,
7199,0111,"Premium Group Co.,Ltd.",TOPIX Small 1,,
7201,0111,"NISSAN MOTOR CO.,LTD.",TOPIX Mid400,,
7202,0111,ISUZU MOTORS LIMITED,TOPIX Mid400,,
7203,0111,TOYOTA MOTOR CORPORATION,TOPIX Core30,,
7211,0111,MITSUBISHI MOTORS CORPORATION,TOPIX Mid400,,
7220,0111,"MUSASHI SEIMITSU INDUSTRY CO.,LTD.",TOPIX Small 1,,
7224,0111,"ShinMaywa Industries,LTD.",TOPIX Small 1,,
7226,0111,"KYOKUTO KAIHATSU KOGYO CO.,LTD.",TOPIX Small 1,,
7239,0111,"TACHI-S CO.,LTD.",TOPIX Small 1,,
7240,0111,NOK CORPORATION,TOPIX Mid400,,
7241,0111,"FUTABA INDUSTRIAL CO.,LTD.",TOPIX Small 1,,
7242,0111,KYB Corporation,TOPIX Small 1,,
7246,0111,"PRESS KOGYO CO.,LTD.",TOPIX Small 1,,
7259,0111,AISIN CORPORATION,TOPIX Mid400,,
7261,0111,Mazda Motor Corporation,TOPIX Mid400,,
7267,0111,"HONDA MOTOR CO.,LTD.",TOPIX Core30,,
7269,0111,SUZUKI MOTOR CORPORATION,TOPIX Large70,,
7270,0111,SUBARU CORPORATION,TOPIX Large70,,
7272,0111,"Yamaha Motor Co.,Ltd.",TOPIX Mid400,,
7276,0111,"KOITO MANUFACTURING CO.,LTD.",TOPIX Mid400,,
7278,0111,EXEDY Corporation,TOPIX Small 1,,
7280,0111,MITSUBA Corporation,TOPIX Small 1,,
7282,0111,"TOYODA GOSEI CO.,LTD.",TOPIX Mid400,,
7283,0111,"AISAN INDUSTRY CO.,LTD.",TOPIX Small 1,,
7296,0111,"F.C.C.CO.,LTD.",TOPIX Small 1,,
7309,0111,SHIMANO INC.,TOPIX Large70,,
7313,0111,"TS TECH CO.,LTD.",TOPIX Mid400,,
7327,0111,"Daishi Hokuetsu Financial Group,Inc.",TOPIX Small 1,,
7337,0111,"Hirogin Holdings,Inc.",TOPIX Mid400,,
7350,0111,"Okinawa Financial Group,Inc.",TOPIX Small 1,,
7380,0111,"Juroku Financial Group,Inc.",TOPIX Small 1,,
7381,0111,"CCI Group,Inc.",TOPIX Small 1,,
7383,0111,"Net Protections Holdings,Inc.",TOPIX Small 1,,
7389,0111,"Aichi Financial Group,Inc.",TOPIX Small 1,,
7419,0111,"Nojima Co.,Ltd.",TOPIX Small 1,,
7421,0111,"KAPPA・CREATE CO.,LTD.",TOPIX Small 1,,
7433,0111,"Hakuto Co.,Ltd.",TOPIX Small 1,,
7453,0111,"RYOHIN KEIKAKU CO.,LTD.",TOPIX Mid400,,
7456,0111,"MATSUDA SANGYO Co.,Ltd.",TOPIX Small 1,,
7458,0111,"DAIICHIKOSHO CO.,LTD.",TOPIX Mid400,,
7459,0111,MEDIPAL HOLDINGS CORPORATION,TOPIX Mid400,,
7476,0111,AS ONE CORPORATION,TOPIX Mid400,,
7512,0112,Aeon Hokkaido Corporation,TOPIX Small 1,,
7513,0111,"Kojima Co.,Ltd.",TOPIX Small 1,,
7516,0111,"KOHNAN SHOJI CO.,LTD.",TOPIX Small 1,,
7532,0111,Pan Pacific International Holdings Corporation,TOPIX Mid400,,
7545,0111,"NISHIMATSUYA CHAIN Co.,Ltd.",TOPIX Small 1,,
7550,0111,"ZENSHO HOLDINGS CO.,LTD.",TOPIX Mid400,,
7552,0111,HAPPINET CORPORATION,TOPIX Small 1,,
7575,0111,"Japan Lifeline Co.,Ltd.",TOPIX Small 1,,
7581,0111,"SAIZERIYA CO.,LTD.",TOPIX Small 1,,
7593,0111,"VT HOLDINGS CO.,LTD.",TOPIX Small 1,,
7595,0111,ARGO GRAPHICS Inc.,TOPIX Small 1,,
7599,0111,IDOM Inc.,TOPIX Small 1,,
7606,0111,UNITED ARROWS LTD.,TOPIX Small 1,,
7611,0111,HIDAY HIDAKA Corp.,TOPIX Small 1,,
7613,0111,SIIX CORPORATION,TOPIX Small 1,,
7616,0111,"COLOWIDE CO.,LTD.",TOPIX Mid400,,
7630,0111,"ICHIBANYA CO.,LTD.",TOPIX Small 1,,
7649,0111,"SUGI HOLDINGS Co.,LTD.",TOPIX Mid400,,
7701,0111,Shimadzu Corporation,TOPIX Mid400,,
7721,0111,TOKYO KEIKI INC.,TOPIX Small 1,,
7729,0111,"TOKYO SEIMITSU CO.,LTD.",TOPIX Mid400,,
7730,0111,"MANI,INC.",TOPIX Small 1,,
7731,0111,NIKON CORPORATION,TOPIX Mid400,,
7733,0111,OLYMPUS CORPORATION,TOPIX Large70,,
7734,0111,"RIKEN KEIKI CO.,LTD.",TOPIX Small 1,,
7735,0111,"SCREEN Holdings Co.,Ltd.",TOPIX Mid400,,
7740,0111,"Tamron Co.,Ltd.",TOPIX Small 1,,
7741,0111,HOYA CORPORATION,TOPIX Core30,,
7744,0111,"Noritsu Koki Co.,Ltd.",TOPIX Small 1,,
7745,0111,"A&D HOLON Holdings Company,Limited",TOPIX Small 1,,
7747,0111,"ASAHI INTECC CO.,LTD.",TOPIX Mid400,,
7751,0111,CANON INC.,TOPIX Large70,,
7752,0111,"RICOH COMPANY,LTD.",TOPIX Mid400,,
7762,0111,"Citizen Watch Co.,Ltd.",TOPIX Small 1,,
7780,0111,"Menicon Co.,Ltd.",TOPIX Small 1,,
7821,0111,"MAEDA KOSEN CO.,LTD.",TOPIX Small 1,,
7826,0111,"FURUYA METAL CO.,LTD.",TOPIX Small 1,,
7832,0111,Bandai Namco Holdings Inc.,TOPIX Large70,,
7839,0111,"SHOEI CO.,LTD.",TOPIX Small 1,,
7846,0111,PILOT CORPORATION,TOPIX Mid400,,
7860,0111,Avex Inc.,TOPIX Small 1,,
7864,0111,"FUJI SEAL INTERNATIONAL,INC.",TOPIX Small 1,,
7867,0111,"TOMY COMPANY,LTD.",TOPIX Mid400,,
7911,0111,TOPPAN Holdings Inc.,TOPIX Mid400,,
7912,0111,"Dai Nippon Printing Co.,Ltd.",TOPIX Mid400,,
7915,0111,"Nissha Co.,Ltd.",TOPIX Small 1,,
7936,0111,ASICS Corporation,TOPIX Large70,,
7943,0111,NICHIHA CORPORATION,TOPIX Small 1,,
7944,0111,Roland Corporation,TOPIX Small 1,,
7947,0111,FP CORPORATION,TOPIX Small 1,,
7951,0111,YAMAHA CORPORATION,TOPIX Mid400,,
7956,0111,PIGEON CORPORATION,TOPIX Mid400,,
7965,0111,Zojirushi Corporation,TOPIX Small 1,,
7966,0111,LINTEC Corporation,TOPIX Small 1,,
7970,0111,"Shin-Etsu Polymer Co.,Ltd.",TOPIX Small 1,,
7972,0111,ITOKI CORPORATION,TOPIX Small 1,,
7974,0111,"Nintendo Co.,Ltd.",TOPIX Core30,,
7976,0111,"MITSUBISHI PENCIL COMPANY,LIMITED",TOPIX Small 1,,
7981,0111,"TAKARA STANDARD CO.,LTD.",TOPIX Small 1,,
7984,0111,"KOKUYO CO.,LTD.",TOPIX Mid400,,
7988,0111,NIFCO INC.,TOPIX Mid400,,
7990,0111,"GLOBERIDE,Inc.",TOPIX Small 1,,
7994,0111,OKAMURA CORPORATION,TOPIX Small 1,,
7995,0111,"VALQUA,LTD.",TOPIX Small 1,,
8001,0111,ITOCHU Corporation,TOPIX Core30,,
8002,0111,Marubeni Corporation,TOPIX Large70,,
8008,0111,YONDOSHI HOLDINGS INC.,TOPIX Small 1,,
8012,0111,"NAGASE & CO.,LTD.",TOPIX Mid400,,
8015,0111,TOYOTA TSUSHO CORPORATION,TOPIX Large70,,
8016,0111,"ONWARD HOLDINGS CO.,LTD.",TOPIX Small 1,,
8020,0111,KANEMATSU CORPORATION,TOPIX Mid400,,
8022,0111,Mizuno Corporation,TOPIX Small 1,,
8031,0111,"MITSUI & CO.,LTD.",TOPIX Core30,,
8035,0111,Tokyo Electron Limited,TOPIX Core30,,
8050,0111,SEIKO GROUP CORPORATION,TOPIX Small 1,,
8051,0111,YAMAZEN CORPORATION,TOPIX Small 1,,
8053,0111,"SUMITOMO CORPORATION (SUMITOMO SHOJI KAISHA,LTD.)",TOPIX Large70,,
8056,0111,BIPROGY Inc.,TOPIX Mid400,,
8057,0111,"UCHIDA YOKO CO.,LTD.",TOPIX Small 1,,
8058,0111,Mitsubishi Corporation,TOPIX Core30,,
8060,0111,Canon Marketing Japan Inc.,TOPIX Mid400,,
8061,0111,SEIKA CORPORATION,TOPIX Small 1,,
8074,0111,"YUASA CO.,LTD.",TOPIX Small 1,,
8078,0111,"HANWA CO.,LTD.",TOPIX Small 1,,
8079,0111,SHOEI FOODS CORPORATION,TOPIX Small 1,,
8086,0111,NIPRO CORPORATION,TOPIX Mid400,,
8088,0111,IWATANI  CORPORATION,TOPIX Mid400,,
8097,0111,"SAN-AI OBBLI CO.,LTD.",TOPIX Small 1,,
8098,0111,"Inabata & Co.,Ltd.",TOPIX Small 1,,
8111,0111,Goldwin Inc.,TOPIX Mid400,,
8113,0111,UNICHARM CORPORATION,TOPIX Large70,,
8125,0111,"Wakita & Co.,LTD.",TOPIX Small 1,,
8129,0111,"TOHO HOLDINGS CO.,LTD.",TOPIX Mid400,,
8130,0111,Sangetsu Corporation,TOPIX Small 1,,
8133,0111,"ITOCHU ENEX CO.,LTD.",TOPIX Small 1,,
8136,0111,"Sanrio Company,Ltd.",TOPIX Mid400,,
8153,0111,"MOS FOOD SERVICES,INC.",TOPIX Small 1,,
8154,0111,"KAGA ELECTRONICS CO.,LTD.",TOPIX Small 1,,
8160,0111,"KISOJI CO.,LTD.",TOPIX Small 1,,
8173,0111,Joshin Corporation,TOPIX Small 1,,
8174,0111,"NIPPON GAS CO.,LTD.",TOPIX Mid400,,
8179,0111,"ROYAL HOLDINGS Co., Ltd.",TOPIX Small 1,,
8194,0111,LIFE CORPORATION,TOPIX Small 1,,
8200,0111,"RINGER HUT CO.,LTD.",TOPIX Small 1,,
8214,0111,AOKI Holdings Inc.,TOPIX Small 1,,
8218,0111,"KOMERI CO.,LTD.",TOPIX Small 1,,
8219,0111,"AOYAMA TRADING Co.,Ltd.",TOPIX Small 1,,
8227,0111,"SHIMAMURA Co.,Ltd.",TOPIX Mid400,,
8233,0111,"Takashimaya Company,Limited",TOPIX Mid400,,
8237,0111,"MATSUYA CO.,LTD.",TOPIX Small 1,,
8242,0111,H2O RETAILING CORPORATION,TOPIX Mid400,,
8252,0111,"MARUI GROUP CO.,LTD.",TOPIX Mid400,,
8253,0111,"Credit Saison Co.,Ltd.",TOPIX Mid400,,
8267,0111,"AEON CO.,LTD.",TOPIX Large70,,
8273,0111,"IZUMI CO.,LTD.",TOPIX Small 1,,
8276,0111,"HEIWADO CO.,LTD.",TOPIX Small 1,,
8278,0111,"FUJI CO.,LTD.",TOPIX Small 1,,
8281,0111,"XEBIO holdings CO.,LTD.",TOPIX Small 1,,
8282,0111,K'S HOLDINGS CORPORATION,TOPIX Mid400,,
8283,0111,PALTAC CORPORATION,TOPIX Mid400,,
8303,0111,"SBI Shinsei Bank,Limited",TOPIX Mid400,,
8304,0111,"Aozora Bank,Ltd.",TOPIX Mid400,,
8306,0111,"Mitsubishi UFJ Financial Group,Inc.",TOPIX Core30,,
8308,0111,"Resona Holdings, Inc.",TOPIX Large70,,
8309,0111,"Sumitomo Mitsui Trust Group,Inc.",TOPIX Large70,,
8316,0111,"Sumitomo Mitsui Financial Group,Inc.",TOPIX Core30,,
8331,0111,"The Chiba Bank,Ltd.",TOPIX Mid400,,
8334,0111,"The Gunma Bank,Ltd.",TOPIX Mid400,,
8336,0111,"The Musashino Bank,Ltd.",TOPIX Small 1,,
8337,0111,"The Chiba Kogyo Bank,Ltd.",TOPIX Small 1,,
8341,0111,"The 77 Bank,Ltd.",TOPIX Mid400,,
8346,0111,"The Toho Bank,Ltd.",TOPIX Small 1,,
8354,0111,"Fukuoka Financial Group,Inc.",TOPIX Mid400,,
8358,0111,Suruga Bank Ltd.,TOPIX Small 1,,
8359,0111,"Hachijuni Nagano Bank,Ltd.",TOPIX Mid400,,
8360,0111,"The Yamanashi Chuo Bank,Ltd.",TOPIX Small 1,,
8361,0111,"The Ogaki Kyoritsu Bank,Ltd.",TOPIX Small 1,,
8366,0111,"THE SHIGA BANK,LTD.",TOPIX Small 1,,
8367,0111,"The Nanto Bank,Ltd.",TOPIX Small 1,,
8368,0111,"The Hyakugo Bank,Ltd.",TOPIX Small 1,,
8370,0111,"The Kiyo Bank,Ltd.",TOPIX Small 1,,
8377,0111,"Hokuhoku Financial Group, Inc.",TOPIX Mid400,,
8381,0111,"The San-in Godo Bank,Ltd.",TOPIX Small 1,,
8386,0111,"The Hyakujushi Bank,Ltd.",TOPIX Small 1,,
8388,0111,"The Awa Bank,Ltd.",TOPIX Small 1,,
8399,0111,"Bank of The Ryukyus,Limited",TOPIX Small 1,,
8410,0111,"Seven Bank,Ltd.",TOPIX Mid400,,
8411,0111,"Mizuho Financial Group,Inc.",TOPIX Core30,,
8418,0111,"Yamaguchi Financial Group,Inc.",TOPIX Mid400,,
8424,0111,"Fuyo General Lease Co.,Ltd.",TOPIX Mid400,,
8425,0111,"Mizuho Leasing Company,Limited",TOPIX Small 1,,
8439,0111,Tokyo Century Corporation,TOPIX Mid400,,
8473,0111,"SBI Holdings,Inc.",TOPIX Mid400,,
8511,0111,"Japan Securities Finance Co.,Ltd.",TOPIX Small 1,,
8522,0111,"The Bank of Nagoya,Ltd.",TOPIX Small 1,,
8524,0111,"North Pacific Bank,Ltd.",TOPIX Small 1,,
8544,0111,"The Keiyo Bank,Ltd.",TOPIX Small 1,,
8566,0111,"RICOH LEASING COMPANY,LTD.",TOPIX Small 1,,
8570,0111,"AEON Financial Service Co.,Ltd.",TOPIX Mid400,,
8572,0112,"ACOM CO.,LTD.",TOPIX Mid400,,
