Code,MarketCapB
5965,16.8
5975,123.6
5981,29.4
5986,5.2
5987,2.8
5989,36.2
5994,6.2
6005,397.8
6013,210.9
6016,99.7
6033,7.8
6063,2.3
6069,5.5
6070,28.9
6072,20.7
6074,2.2
6078,39.5
6089,26.7
6113,773.9
6134,478.9
6149,11.2
6157,19.7
6166,8.0
6176,12.3
6177,2.7
6180,7.8
6194,14.9
6195,3.0
6232,30.0
6237,61.3
6238,35.1
6249,37.9
6250,164.0
6254,135.7
6258,88.6
6273,4451.3
6286,10.0
6294,17.9
6316,9.1
6330,89.7
6338,9.0
6349,86.8
6360,5.5
6363,87.4
6380,5.4
6383,2388.6
6390,16.3
6396,4.0
6419,56.7
6424,4.0
6425,57.2
6444,19.6
6458,82.5
6472,205.9
6490,197.3
6492,18.6
6507,380.4
6508,380.6
6517,71.4
6544,276.9
6560,7.4
6563,3.0
6568,9.7
6571,17.8
6584,24.9
6599,5.7
6613,45.4
6616,19.3
6652,93.9
6659,2.7
6670,205.4
6675,37.2
6676,58.5
6740,322.1
6771,5.1
6776,4.9
6779,34.1
6786,1.3
6834,262.6
6844,33.1
6848,17.0
6849,247.1
6850,27.0
6855,94.7
6856,885.9
6859,72.2
6863,15.1
6867,1.8
6869,865.0
6875,131.1
6899,7.4
6904,9.8
6915,29.2
6918,16.1
6925,260.1
6926,4.3
6947,92.7
6952,377.4
6958,42.2
6962,20.5
6965,567.1
6969,3.6
6997,37.1
6998,10.3
7003,605.1
7014,282.7
7021,4.6
7031,1.4
7038,6.8
7043,2.2
7046,2.7
7048,6.4
7057,3.0
7066,4.6
7069,3.2
7071,41.9
7075,5.9
7078,4.0
7079,6.3
7090,1.5
7093,1.2
7115,15.8
7127,5.0
7129,3.2
7133,7.9
7135,7.8
7138,3.4
7180,550.4
7185,23.2
7199,70.8
7212,14.8
7215,3.5
7218,10.5
7235,13.4
7244,49.5
7254,17.4
7255,1.8
7264,8.0
7269,3522.9
7271,10.3
7277,11.8
7343,6.8
7347,14.0
7353,4.0
7356,2.2
7358,14.0
7359,2.4
7367,7.0
7368,8.0
7380,364.0
7409,52.2
7426,0.9
7438,39.3
7444,10.9
7459,592.2
7462,2.2
7477,2.7
7500,33.5
7502,4.0
7505,22.8
7506,6.4
7562,17.1
7567,2.5
7670,10.3
7685,208.7
7687,2.9
7694,3.8
7695,5.8
7716,237.9
7769,28.5
7779,37.0
7813,2.8
7814,29.3
7821,130.1
7851,1.0
7859,5.5
7860,50.9
7871,18.2
7875,11.3
7883,5.6
7893,27.9
7897,3.0
7911,1308.9
7937,48.0
7938,6.9
7944,114.7
7952,26.1
7953,4.9
7956,199.8
7985,1.2
8007,27.8
8037,104.8
8039,9.1
8040,3.7
8043,70.9
8070,24.6
8088,453.7
8089,24.0
8093,23.2
8097,147.6
8115,6.5
8117,107.3
8119,7.7
8132,80.3
8135,8.7
8139,31.4
8154,189.7
8179,145.0
8230,5.9
8291,30.9
8304,371.8
8309,3719.1
8337,124.2
8343,97.6
8345,124.4
8358,387.0
8360,179.9
8370,269.8
8425,400.1
8508,80.5
8511,184.3
8600,177.5
8729,974.1
8869,22.6
8871,116.7
8876,293.8
8877,98.0
8891,7.2
8944,4.8
8995,2.2
8999,16.3
9012,3.2
9024,1052.3
9028,59.9
9031,239.0
9033,18.9
9046,19.2
9060,6.0
9065,453.3
9073,3.5
9075,199.7
9076,374.3
9115,43.2
9127,5.4
9173,6.6
9213,1.3
9223,5.8
9248,13.8
9256,2.9
9271,6.1
9274,57.0
9310,79.3
9330,1.2
9336,375.9
9337,6.0
9344,4.5
9345,2.1
9346,6.1
9351,13.9
9353,3.5
9355,5.6
9360,8.2
9363,2.5
9366,5.2
9401,891.3
9404,773.7
9409,336.8
9416,59.3
9423,2.5
9439,3.0
9468,526.8
9561,4.0
9564,11.5
9625,6.0
9656,6.3
9658,30.5
9684,914.0
9685,3.1
9691,12.9
9708,180.0
9713,14.2
9722,139.0
9731,13.1
9761,8.3
9763,13.4
9780,8.9
9818,14.0
9827,8.1
9843,1367.4
9853,5.6
9880,31.6
9885,5.2
9895,2.3
9896,40.6
9900,55.6
9960,165.7
9987,408.9
142A,2.0
145A,4.3
150A,2.1
153A,8.5
157A,3.2
160A,7.7
173A,6.1
175A,1.0
177A,6.5
194A,14.8
2160,177.1
219A,44.0
2323,7.3
2329,84.1
2351,3.0
2376,3.6
2388,2.5
2415,18.1
2464,4.4
2498,37.1
2499,2.9
253A,7.9
2585,83.4
2586,11.9
2594,42.5
2597,14.6
261A,27.0
264A,5.4
2652,10.6
2656,4.7
265A,2.7
2708,9.3
2721,1.2
2752,56.5
2762,4.0
2784,451.0
2804,23.4
2806,14.8
2813,9.7
2814,11.4
2818,12.0
2819,25.0
286A,31.2
2874,98.0
2875,1066.4
2876,4.1
2877,9.0
287A,41.2
290A,186.5
2911,4.2
2916,8.1
2933,24.1
2962,8.1
2970,19.5
298A,1.7
2998,26.4
3024,4.5
3036,80.0
3053,11.4
3054,2.5
3067,4.1
3076,149.1
3079,10.8
3104,140.5
3113,7.7
3133,17.5
3150,68.1
3153,67.2
3173,6.3
3175,11.7
3183,35.5
3184,9.0
3187,4.5
3196,37.7
319A,114.1
3277,11.5
3291,679.9
3293,6.3
3299,54.5
3300,18.2
3315,28.8
3323,7.3
3358,3.5
3359,5.6
3370,1.5
3372,3.1
3374,8.5
3388,27.1
3393,26.2
3397,377.2
3417,18.4
3423,8.4
3437,4.9
3452,28.0
3469,4.4
3489,23.7
3495,6.8
3512,16.9
3513,16.1
352A,6.2
3542,18.3
3551,8.9
3598,2.4
3625,4.4
3640,17.3
3641,8.6
3652,6.7
3661,50.0
3667,2.5
3674,3.5
3683,11.1
3691,6.3
3692,47.6
3694,22.8
3719,6.8
3726,5.6
3747,4.4
3750,7.5
3763,34.4
3777,17.4
3799,9.2
3825,32.7
3835,18.0
3841,4.5
3844,43.2
3845,6.6
3851,4.3
3856,9.7
3861,744.3
3863,152.7
3865,156.8
386A,4.8
3878,8.7
3880,169.3
3901,19.6
3909,2.0
3916,27.3
3927,5.6
3928,2.4
3929,3.8
3933,4.9
3943,10.7
3945,3.5
3950,75.5
3965,4.9
3976,2.2
3981,7.2
3989,28.7
3998,2.0
4011,8.9
4019,5.7
4020,1.5
4021,851.9
4031,11.2
4047,93.2
4051,45.7
4053,16.7
4074,5.0
407A,10.2
4097,60.7
4098,3.2
4099,217.5
4100,8.3
4112,36.6
4113,13.7
4116,75.5
4125,13.3
4166,1.9
4169,12.3
416A,7.9
4170,2.9
4178,2.1
4216,109.9
4234,7.4
4235,10.9
4237,11.7
4240,2.2
4251,23.0
4256,6.6
4260,3.0
4261,5.6
4275,61.7
4301,32.4
4310,22.2
4324,743.8
4344,17.0
4365,62.3
4372,4.5
4376,8.9
4387,2.8
4391,3.5
4393,19.9
4416,2.1
4436,6.4
4438,2.7
4444,1.8
4445,4.1
4462,34.4
4476,3.7
4481,59.9
4487,3.5
4492,5.5
4493,16.8
4499,31.2
4512,11.7
4516,347.2
4523,1416.5
4534,123.2
4539,6.2
4543,3155.2
4571,10.4
4579,21.4
4586,5.0
4597,9.3
4598,2.3
4612,2349.6
4631,357.5
4634,187.3
4644,9.9
4651,10.1
4657,2.3
4662,22.9
4665,195.8
4681,389.2
472A,8.5
4754,7.1
475A,5.3
4766,2.4
4767,15.3
476A,3.3
4777,6.0
477A,2.2
4783,22.0
4784,199.7
4814,2.3
4833,4.9
4839,37.2
4845,6.1
4887,260.5
4891,6.4
4892,6.1
4894,57.9
4914,119.7
4919,87.7
4932,7.0
4935,8.3
4972,58.3
4976,5.6
4990,5.6
4994,15.4
5010,4.7
5013,39.8
5038,31.2
5074,41.7
5101,1000.5
5105,611.5
5185,26.2
5189,6.3
5199,2.6
5210,28.3
5216,8.2
5237,14.6
5240,2.3
5242,1.1
5247,1.9
5252,3.2
5269,16.9
5282,13.2
5287,3.5
5337,20.0
5351,95.3
5356,12.2
5471,380.0
5484,16.4
5571,5.1
5587,2.5
5588,8.8
5591,5.7
5616,2.0
5619,3.0
5621,14.2
5695,7.3
5699,5.3
5703,183.7
5856,3.7
5868,4.1
5869,13.1
5870,5.4
5918,14.8
5923,7.4
5928,3.0
5966,6.0
5970,80.6
5998,7.2
6018,17.0
6029,1.6
6034,3.4
6035,13.2
6036,81.3
6038,4.5
6039,19.1
6042,9.5
6045,13.1
6054,3.4
6061,26.5
6071,26.9
6081,4.6
6082,9.7
6092,6.6
6096,3.0
6098,9936.9
6118,65.7
6138,3.2
6140,56.5
6144,42.2
6145,39.0
6151,31.4
6167,20.8
6171,5.7
6178,5229.2
6189,9.8
6190,1.8
6198,2.0
6203,17.8
6209,103.6
6218,3.6
6227,114.4
6229,9.2
6231,45.3
6233,2.1
6240,34.5
6247,46.0
6265,4.1
6266,37.3
6272,41.0
6276,1.1
6287,74.0
6291,12.8
6307,4.2
6331,72.5
6361,2339.6
6365,24.3
6369,46.9
6376,184.0
6393,10.9
6400,2.2
6407,372.2
6428,7.4
6430,36.0
6433,8.0
6457,215.4
6463,83.6
6465,742.7
6482,22.2
6484,20.0
6488,12.0
6493,17.7
6533,9.6
6538,5.1
6545,3.9
6554,9.1
6561,10.2
6562,10.9
6564,56.7
6566,22.3
6573,2.6
6579,1.2
6580,5.9
6597,9.7
6612,5.2
6614,3.5
6615,8.5
6627,90.8
6630,39.7
6633,3.1
6635,4.3
6637,50.9
6647,3.7
6651,170.0
6666,6.7
6706,26.9
6721,5.5
6731,3.1
6736,184.0
6742,41.4
6777,258.5
6794,75.7
6819,8.8
6820,43.6
6822,6.8
6824,63.8
6835,27.2
6836,4.2
6837,17.0
6840,4.5
6890,326.9
6907,7.8
6912,17.5
6942,6.0
6943,4.0
6951,320.8
6960,289.4
6964,6.3
6977,1.2
6982,1.7
6994,26.5
7033,20.8
7037,4.2
7039,6.7
7041,1.7
7042,2.2
7044,3.8
7047,30.3
7058,4.3
7059,34.2
7060,6.0
7061,6.4
7062,2.3
7072,2.7
7082,8.4
7084,9.3
7112,4.9
7114,3.8
7119,18.3
7140,1.6
7150,4.4
7161,13.4
7162,3.1
7181,1728.9
7182,9654.7
7217,3.8
7239,72.0
7246,80.5
7266,18.7
7273,19.2
7280,56.1
7287,149.0
7294,18.7
7297,6.2
7317,23.4
7322,171.3
7327,528.4
7345,3.5
7354,14.3
7369,2.5
7371,8.4
7375,4.5
7376,2.9
7377,15.7
7383,40.9
7389,386.9
7416,11.2
7494,8.0
7521,19.3
7523,13.4
7524,1.7
7525,28.4
7555,3.8
7571,3.5
7578,2.0
7593,58.0
7595,100.2
7596,32.4
7638,24.3
7677,7.5
7681,5.2
7686,12.0
7707,5.9
7709,1.8
7722,11.2
7727,15.7
7744,230.3
7746,29.4
7747,937.4
7749,43.2
7771,8.5
7775,12.9
7781,11.4
7782,3.0
7793,4.2
7795,9.7
7800,4.0
7803,35.2
7809,11.0
7812,5.5
7819,14.7
7820,18.4
7823,26.9
7836,3.1
7837,1.4
7840,44.3
7844,27.9
7868,75.0
7872,6.3
7886,1.1
7887,9.7
7902,4.4
7914,44.1
7922,5.7
7932,34.7
7957,2.1
7992,3.3
7995,93.6
8006,27.8
8018,34.8
8023,13.6
8030,15.8
8066,197.3
8091,21.3
8101,31.2
8104,8.7
8105,7.6
8118,18.0
8141,40.1
8144,8.5
8147,6.4
8152,11.4
8157,63.9
8163,50.9
8252,552.1
8253,623.8
8275,29.0
8306,32079.4
8344,83.0
8346,175.2
8359,960.9
8361,287.7
8362,84.0
8364,28.3
8381,301.4
8383,15.6
8388,253.1
8411,16547.5
8518,3.8
8537,24.2
8541,67.2
8563,12.7
8584,182.2
8593,2109.6
8713,35.1
8714,278.2
8737,20.7
8746,3.6
8750,5344.1
8769,7.5
8771,76.9
8798,6.8
8836,3.0
8848,212.2
8897,57.9
8928,28.3
8929,31.6
8938,3.2
8952,871.5
9017,7.7
9034,14.7
9041,626.2
9042,1129.3
9048,349.7
9051,6.2
9052,44.8
9059,18.9
9145,16.1
9159,5.3
9160,7.6
9165,3.3
9193,10.9
9204,20.8
9211,18.1
9218,7.8
9220,2.9
9225,2.2
9233,22.3
9244,1.4
9245,11.1
9246,5.5
9247,77.6
9249,13.4
9254,1.8
9258,2.3
9311,11.4
9322,18.5
9327,3.4
9348,75.3
9380,11.5
9385,5.7
9417,3.8
9445,9.4
9449,293.2
9450,14.3
9467,32.9
9470,42.0
9475,9.3
9537,24.3
9552,33.9
9553,20.9
9554,8.9
9557,1.9
9562,3.1
9563,2.1
9605,366.2
9610,1.4
9612,18.0
9616,225.3
9628,28.8
9635,2.7
9663,87.0
9672,149.7
9760,2.5
9767,3.5
9769,25.8
9782,18.1
9788,21.9
9791,10.7
9816,2.9
9823,67.3
9887,108.7
9906,33.8
9913,35.8
9927,8.4
9928,53.1
9930,6.5
9934,313.5
9936,158.4
9941,2.1
9990,22.3
9994,24.1
7214,5.0
5194,7.2
5363,25.3
7621,18.9
2340,15.3
2673,1.4
3753,1.9
3858,3.5
4720,2.0
5852,22.5
6343,7.6
6743,12.4
7111,3.3
8421,137.4
8630,5332.0
8725,5951.2
8766,13327.3
9171,23.5
8958,122.7
8986,262.0
7363,1.2
2344,17.6
2502,2341.3
2694,16.5
2702,1095.6
285A,16428.4
300A,20.8
3040,32.0
3140,15.2
3185,4.0
3241,6.8
3593,143.4
3597,29.3
3681,1.8
3696,17.3
3769,644.6
3914,18.0
4073,1.3
4347,17.4
4484,4.7
4507,2868.6
4564,7.9
4623,6.4
4686,230.2
4704,666.4
4752,6.7
4768,1130.8
4848,59.6
5103,3.4
519A,4.0
5542,5.5
5867,3.8
6228,8.3
6278,291.2
6347,2.7
6702,5778.4
6703,267.2
6707,175.8
6727,104.7
6758,19640.6
6769,9.9
6803,3.1
6894,2.9
7229,44.5
7261,665.2
7267,4941.6
7270,1820.4
7313,208.5
7527,4.5
7832,2487.2
7999,34.8
8209,0.9
9063,8.6
9268,31.7
9419,3.3
9433,9829.9
9501,1065.7
9755,65.5
9973,7.7
9980,10.0
2796,6.0
3544,11.9
3160,8.5
6905,51.7
4716,1078.0
7921,48.5
9976,5.5
2792,41.5
7068,12.4
7624,7.3
2678,106.8
2778,1.4
4465,14.2
9369,80.3
6083,29.7
7965,109.0
8227,704.2
192A,3.7
2354,14.8
2975,61.4
3089,1.9
3607,3.3
9265,8.7
9651,18.0
5942,12.0
2493,4.5
3498,153.6
3549,355.4
7447,52.1
7545,127.8
8276,139.4
3035,4.1
3321,15.0
3333,36.0
3377,5.7
3612,123.0
4394,2.6
6093,7.9
6264,45.9
6279,23.6
6664,4.1
7975,4.0
9872,8.3
2685,141.6
2789,2.7
3148,215.1
3186,273.4
3353,10.9
4825,91.0
6474,108.0
7630,141.4
7679,36.0
8217,32.7
8923,167.2
9558,8.6
2659,209.7
2726,258.7
2734,69.2
3222,180.9
3396,6.2
5932,21.4
6469,33.1
6496,20.4
7888,26.6
8278,194.3
9253,2.0
9793,195.3
2459,1.5
2670,684.9
2686,12.6
2918,49.5
3543,139.3
4714,33.0
6183,104.8
6255,16.2
6552,4.6
7581,275.1
8570,328.9
9720,7.0
9946,55.2
228A,3.5
2303,8.2
2341,3.9
2653,94.9
2669,36.3
2698,51.7
2809,534.8
3093,41.9
3382,4685.8
3391,986.4
3490,4.2
4343,50.1
4432,91.5
4728,4.9
4763,28.8
4829,4.6
6323,688.4
6814,244.0
7512,120.8
7513,102.8
7544,4.1
7649,638.7
7713,12.7
8016,106.6
8125,92.0
8194,228.6
8198,114.3
8203,24.8
8267,4877.6
8918,13.8
9414,16.7
9560,10.3
9765,20.6
9861,222.3
9876,6.9
9903,6.5
9972,3.7
9983,23178.7
137A,2.3
2687,2.4
2735,8.2
2742,93.8
2747,3.9
2769,7.5
2791,66.4
2872,2.9
2999,4.7
3046,125.3
3048,302.8
3063,10.0
3192,3.3
3201,121.8
3280,6.6
3501,17.8
3546,43.6
3550,3.2
3560,8.3
3608,65.6
3627,3.4
3647,3.1
3815,4.7
4076,5.1
4187,80.5
428A,11.2
4361,1.9
4370,2.0
4430,8.7
4443,156.8
4577,40.8
4668,18.0
4673,4.8
4735,3.0
4760,1.3
4992,46.7
5129,6.7
5271,3.1
5341,2.2
5900,4.4
5982,63.4
6136,225.9
6289,50.6
6432,330.7
6489,36.3
6555,2.1
6668,17.2
7219,3.3
7360,2.2
7373,25.5
7427,5.3
7453,1989.9
7487,16.5
7501,4.7
7514,10.5
7603,7.6
7607,42.2
7611,106.1
7673,9.4
7725,16.1
7811,16.5
8008,38.8
8127,12.4
8166,2.7
8185,35.6
8200,59.0
8244,70.9
8247,2.0
8260,5.2
8908,15.7
8931,18.1
9216,26.0
9270,27.5
9313,6.2
9326,4.9
9647,4.9
9835,4.1
9974,159.8
198A,2.1
2153,32.2
2462,30.9
2736,2.4
276A,17.7
3030,12.2
3065,5.0
3075,20.0
3080,9.9
3168,20.8
3236,12.0
323A,1.6
3281,636.2
3349,508.8
340A,3.0
3562,10.6
3678,23.8
373A,4.0
3760,4.0
3907,1.9
3922,28.8
3996,2.9
4057,1.6
4199,2.4
4397,6.7
4440,6.2
4530,423.4
463A,10.8
464A,157.8
4920,2.2
505A,14.4
5246,17.2
5250,3.9
542A,6.5
5578,8.6
5967,10.4
6159,10.4
6217,2.8
6505,21.1
6634,3.5
7049,6.8
7085,71.7
7370,5.5
7434,7.4
7516,123.8
7599,146.6
7815,1.0
7928,1.9
8095,19.4
8167,54.9
8181,2.6
8289,25.0
9168,11.7
9264,7.8
9278,33.1
9331,1.4
9418,287.3
9661,55.0
9740,44.0
9846,11.1
9948,204.1
9982,21.8
135A,27.3
138A,2.9
156A,8.2
189A,2.1
190A,9.4
205A,6.6
2305,33.5
2338,5.8
2404,7.1
2449,4.9
244A,4.2
245A,6.1
2471,20.5
2484,14.0
2668,8.4
2722,2.9
274A,15.9
277A,74.7
2798,9.8
280A,5.6
2882,22.9
2901,10.0
2927,12.4
2930,17.3
2934,8.3
2935,15.4
2936,17.7
3021,12.3
3045,3.1
304A,2.2
3050,229.3
3077,5.9
3083,9.5
3086,632.6
3087,126.0
3139,36.6
3174,1.5
3177,3.2
3181,3.3
3189,8.1
3198,56.1
3223,1.5
325A,27.3
3266,3.3
3267,5.6
3290,78.9
3297,3.7
3387,323.3
339A,10.4
3440,6.2
3479,72.4
3536,3.9
3541,16.5
3547,21.4
3548,27.5
3557,4.8
3558,16.6
3645,2.8
367A,21.8
3697,160.5
369A,10.3
372A,21.7
3791,27.1
3810,15.8
3823,5.8
3826,5.1
3892,8.1
3915,20.7
3935,4.1
3967,3.8
3987,2.7
3991,10.7
3994,200.4
4015,7.2
4016,1.9
402A,44.5
414A,19.9
4197,2.8
4198,3.6
4270,4.6
4412,15.6
4413,59.3
4429,4.4
4433,16.7
4434,14.4
4439,28.5
4494,3.4
4616,1.9
4645,3.4
469A,2.5
4885,4.2
5018,17.0
5025,1.9
5026,5.4
5078,16.4
5243,52.2
5527,9.1
5574,29.7
5575,3.2
5580,2.7
5817,9.0
5885,15.9
6044,11.5
6047,12.2
6058,60.1
6086,20.0
6150,3.1
6173,1.5
6182,5.2
6199,19.6
6224,16.1
6521,54.1
6522,8.0
6532,685.8
6543,4.9
6558,1.9
6572,12.5
6897,4.3
7035,2.5
7065,6.8
7074,1.7
7077,1.8
7083,1.5
7351,4.1
7352,25.0
7357,4.4
7388,56.8
7520,27.3
7601,2.1
7608,13.3
7610,9.3
7689,1.3
7719,3.6
7730,151.0
7805,3.6
7807,3.5
7808,5.8
7818,61.2
7879,10.5
7997,1.7
8011,40.9
8143,0.5
8233,574.5
8237,113.4
8254,1.6
8273,224.2
8783,6.8
8887,15.6
8904,12.1
9215,1.7
9238,1.3
9241,1.2
9250,1.6
9252,10.7
9381,52.5
9601,159.7
9602,1370.2
9716,152.2
9778,3.3
9812,1.7
9837,47.6
9842,117.2
9978,2.1
9979,23.1
9993,12.0
2884,22.2
2972,58.8
7847,4.0
8968,153.8
3226,339.8
3295,237.6
3481,190.1
8984,593.5
3462,755.0
3488,28.0
3492,80.5
8953,850.2
8954,552.0
3466,279.2
8961,263.4
365A,6.8
4317,7.3
6085,30.5
7515,4.2
