code,name,fy,metric,first_value,first_as_of,latest_value,latest_as_of,revisions
4290,Prestige International Inc.,FY2027,eps,47.46,2026-05-13,47.46,2026-05-13,0
4290,Prestige International Inc.,FY2027,net_profit,5920000000.0,2026-05-13,5920000000.0,2026-05-13,0
4290,Prestige International Inc.,FY2027,net_sales,76000000000.0,2026-05-13,76000000000.0,2026-05-13,0
4290,Prestige International Inc.,FY2027,operating_profit,9600000000.0,2026-05-13,9600000000.0,2026-05-13,0
4290,Prestige International Inc.,FY2027,ordinary_profit,9930000000.0,2026-05-13,9930000000.0,2026-05-13,0
4307,"Nomura Research Institute,Ltd.",FY2025,dps,58.0,2024-07-25,63.0,2025-01-30,1
4307,"Nomura Research Institute,Ltd.",FY2025,eps,152.89,2024-07-25,160.38,2025-01-30,2
4307,"Nomura Research Institute,Ltd.",FY2025,net_profit,88000000000.0,2024-07-25,92000000000.0,2025-01-30,1
4307,"Nomura Research Institute,Ltd.",FY2025,net_sales,780000000000.0,2024-07-25,770000000000.0,2025-01-30,1
4307,"Nomura Research Institute,Ltd.",FY2025,operating_profit,132000000000.0,2024-07-25,134000000000.0,2025-01-30,1
4307,"Nomura Research Institute,Ltd.",FY2026,dps,74.0,2025-04-24,74.0,2026-01-29,0
4307,"Nomura Research Institute,Ltd.",FY2026,eps,181.78,2025-04-24,181.51,2026-01-29,3
4307,"Nomura Research Institute,Ltd.",FY2026,net_profit,104000000000.0,2025-04-24,104000000000.0,2026-01-29,0
4307,"Nomura Research Institute,Ltd.",FY2026,net_sales,810000000000.0,2025-04-24,810000000000.0,2026-01-29,0
4307,"Nomura Research Institute,Ltd.",FY2026,operating_profit,150000000000.0,2025-04-24,150000000000.0,2026-01-29,0
4307,"Nomura Research Institute,Ltd.",FY2027,dps,84.0,2026-04-24,84.0,2026-04-24,0
4307,"Nomura Research Institute,Ltd.",FY2027,eps,207.17,2026-04-24,207.17,2026-04-24,0
4307,"Nomura Research Institute,Ltd.",FY2027,net_profit,119000000000.0,2026-04-24,119000000000.0,2026-04-24,0
4307,"Nomura Research Institute,Ltd.",FY2027,net_sales,850000000000.0,2026-04-24,850000000000.0,2026-04-24,0
4307,"Nomura Research Institute,Ltd.",FY2027,operating_profit,175000000000.0,2026-04-24,175000000000.0,2026-04-24,0
4324,DENTSU GROUP INC.,FY2024,dps,139.5,2024-08-14,139.5,2024-11-14,0
4324,DENTSU GROUP INC.,FY2024,eps,140.2,2024-08-14,89.83,2024-11-14,1
4324,DENTSU GROUP INC.,FY2024,net_profit,36700000000.0,2024-08-14,23500000000.0,2024-11-14,1
4324,DENTSU GROUP INC.,FY2024,net_sales,1356700000000.0,2024-08-14,1400100000000.0,2024-11-14,1
4324,DENTSU GROUP INC.,FY2024,operating_profit,107100000000.0,2024-08-14,92000000000.0,2024-11-14,1
4324,DENTSU GROUP INC.,FY2025,dps,139.5,2025-02-14,139.5,2025-05-15,0
4324,DENTSU GROUP INC.,FY2025,eps,38.53,2025-02-14,-203.79,2025-11-14,2
4324,DENTSU GROUP INC.,FY2025,net_profit,10000000000.0,2025-02-14,-52900000000.0,2025-11-14,2
4324,DENTSU GROUP INC.,FY2025,net_sales,1494000000000.0,2025-02-14,1421000000000.0,2025-11-14,2
4324,DENTSU GROUP INC.,FY2025,operating_profit,66000000000.0,2025-02-14,17600000000.0,2025-11-14,2
4324,DENTSU GROUP INC.,FY2026,dps,0.0,2026-02-13,0.0,2026-05-15,0
4324,DENTSU GROUP INC.,FY2026,eps,268.5,2026-02-13,268.5,2026-05-15,0
4324,DENTSU GROUP INC.,FY2026,net_profit,69700000000.0,2026-02-13,69700000000.0,2026-05-15,0
4324,DENTSU GROUP INC.,FY2026,net_sales,1491500000000.0,2026-02-13,1491500000000.0,2026-05-15,0
4324,DENTSU GROUP INC.,FY2026,operating_profit,152600000000.0,2026-02-13,152600000000.0,2026-05-15,0
4368,"FUSO CHEMICAL CO.,LTD.",FY2025,dps,66.0,2024-08-07,70.0,2025-02-07,1
4368,"FUSO CHEMICAL CO.,LTD.",FY2025,eps,259.57,2024-08-07,259.57,2025-02-07,0
4368,"FUSO CHEMICAL CO.,LTD.",FY2025,net_profit,9150000000.0,2024-08-07,9150000000.0,2025-02-07,0
4368,"FUSO CHEMICAL CO.,LTD.",FY2025,net_sales,68000000000.0,2024-08-07,68000000000.0,2025-02-07,0
4368,"FUSO CHEMICAL CO.,LTD.",FY2025,operating_profit,13500000000.0,2024-08-07,13500000000.0,2025-02-07,0
4368,"FUSO CHEMICAL CO.,LTD.",FY2025,ordinary_profit,13700000000.0,2024-08-07,13700000000.0,2025-02-07,0
4368,"FUSO CHEMICAL CO.,LTD.",FY2026,dps,76.0,2025-05-12,82.0,2026-02-06,1
4368,"FUSO CHEMICAL CO.,LTD.",FY2026,eps,266.61,2025-05-12,346.04,2026-02-06,1
4368,"FUSO CHEMICAL CO.,LTD.",FY2026,net_profit,9400000000.0,2025-05-12,12200000000.0,2026-02-06,1
4368,"FUSO CHEMICAL CO.,LTD.",FY2026,net_sales,72700000000.0,2025-05-12,75500000000.0,2026-02-06,1
4368,"FUSO CHEMICAL CO.,LTD.",FY2026,operating_profit,14000000000.0,2025-05-12,17500000000.0,2026-02-06,1
4368,"FUSO CHEMICAL CO.,LTD.",FY2026,ordinary_profit,13800000000.0,2025-05-12,17600000000.0,2026-02-06,1
4368,"FUSO CHEMICAL CO.,LTD.",FY2027,dps,28.0,2026-05-11,28.0,2026-05-11,0
4368,"FUSO CHEMICAL CO.,LTD.",FY2027,eps,156.9,2026-05-11,156.9,2026-05-11,0
4368,"FUSO CHEMICAL CO.,LTD.",FY2027,net_profit,16600000000.0,2026-05-11,16600000000.0,2026-05-11,0
4368,"FUSO CHEMICAL CO.,LTD.",FY2027,net_sales,85800000000.0,2026-05-11,85800000000.0,2026-05-11,0
4368,"FUSO CHEMICAL CO.,LTD.",FY2027,operating_profit,24300000000.0,2026-05-11,24300000000.0,2026-05-11,0
4368,"FUSO CHEMICAL CO.,LTD.",FY2027,ordinary_profit,24500000000.0,2026-05-11,24500000000.0,2026-05-11,0
4369,Tri Chemical Laboratories Inc.,FY2025,dps,30.0,2024-08-30,30.0,2024-11-29,0
4369,Tri Chemical Laboratories Inc.,FY2025,eps,131.09,2024-08-30,131.09,2024-11-29,0
4369,Tri Chemical Laboratories Inc.,FY2025,net_profit,4260000000.0,2024-08-30,4260000000.0,2024-11-29,0
4369,Tri Chemical Laboratories Inc.,FY2025,net_sales,17000000000.0,2024-08-30,17000000000.0,2024-11-29,0
4369,Tri Chemical Laboratories Inc.,FY2025,operating_profit,3900000000.0,2024-08-30,3900000000.0,2024-11-29,0
4369,Tri Chemical Laboratories Inc.,FY2025,ordinary_profit,5590000000.0,2024-08-30,5590000000.0,2024-11-29,0
4369,Tri Chemical Laboratories Inc.,FY2026,dps,35.0,2025-03-14,35.0,2025-11-28,0
4369,Tri Chemical Laboratories Inc.,FY2026,eps,153.86,2025-03-14,147.71,2025-11-28,1
4369,Tri Chemical Laboratories Inc.,FY2026,net_profit,5000000000.0,2025-03-14,4800000000.0,2025-11-28,1
4369,Tri Chemical Laboratories Inc.,FY2026,net_sales,26000000000.0,2025-03-14,23000000000.0,2025-11-28,1
4369,Tri Chemical Laboratories Inc.,FY2026,operating_profit,6050000000.0,2025-03-14,5500000000.0,2025-11-28,1
4369,Tri Chemical Laboratories Inc.,FY2026,ordinary_profit,6900000000.0,2025-03-14,6530000000.0,2025-11-28,1
4369,Tri Chemical Laboratories Inc.,FY2027,dps,35.0,2026-03-13,35.0,2026-05-29,0
4369,Tri Chemical Laboratories Inc.,FY2027,eps,141.55,2026-03-13,141.55,2026-05-29,0
4369,Tri Chemical Laboratories Inc.,FY2027,net_profit,4600000000.0,2026-03-13,4600000000.0,2026-05-29,0
4369,Tri Chemical Laboratories Inc.,FY2027,net_sales,27000000000.0,2026-03-13,27000000000.0,2026-05-29,0
4369,Tri Chemical Laboratories Inc.,FY2027,operating_profit,6000000000.0,2026-03-13,6000000000.0,2026-05-29,0
4369,Tri Chemical Laboratories Inc.,FY2027,ordinary_profit,6300000000.0,2026-03-13,6300000000.0,2026-05-29,0
4373,"Simplex Holdings,Inc.",FY2025,dps,50.0,2024-07-25,50.0,2025-01-30,0
4373,"Simplex Holdings,Inc.",FY2025,eps,123.97,2024-07-25,123.97,2025-01-30,0
4373,"Simplex Holdings,Inc.",FY2025,net_profit,7280000000.0,2024-07-25,7280000000.0,2025-01-30,0
4373,"Simplex Holdings,Inc.",FY2025,net_sales,46000000000.0,2024-07-25,46800000000.0,2025-01-30,1
4373,"Simplex Holdings,Inc.",FY2025,operating_profit,10600000000.0,2024-07-25,10600000000.0,2025-01-30,0
4373,"Simplex Holdings,Inc.",FY2026,dps,65.0,2025-04-30,18.0,2026-01-29,1
4373,"Simplex Holdings,Inc.",FY2026,eps,150.83,2025-04-30,42.14,2026-01-29,3
4373,"Simplex Holdings,Inc.",FY2026,net_profit,8650000000.0,2025-04-30,9666000000.0,2026-01-29,3
4373,"Simplex Holdings,Inc.",FY2026,net_sales,54500000000.0,2025-04-30,58000000000.0,2026-01-29,3
4373,"Simplex Holdings,Inc.",FY2026,operating_profit,12700000000.0,2025-04-30,14300000000.0,2026-01-29,3
4373,"Simplex Holdings,Inc.",FY2027,dps,24.0,2026-04-30,24.0,2026-04-30,0
4373,"Simplex Holdings,Inc.",FY2027,eps,55.08,2026-04-30,55.08,2026-04-30,0
4373,"Simplex Holdings,Inc.",FY2027,net_profit,12420000000.0,2026-04-30,12420000000.0,2026-04-30,0
4373,"Simplex Holdings,Inc.",FY2027,net_sales,70000000000.0,2026-04-30,70000000000.0,2026-04-30,0
4373,"Simplex Holdings,Inc.",FY2027,operating_profit,17200000000.0,2026-04-30,17200000000.0,2026-04-30,0
4385,"Mercari,Inc.",FY2025,dps,0.0,2024-08-13,0.0,2025-05-07,0
4385,"Mercari,Inc.",FY2026,dps,0.0,2025-08-05,0.0,2026-05-11,0
4385,"Mercari,Inc.",FY2026,net_sales,220000000000.0,2026-05-11,220000000000.0,2026-05-11,0
4401,ADEKA CORPORATION,FY2025,dps,90.0,2024-08-09,97.0,2025-02-12,1
4401,ADEKA CORPORATION,FY2025,eps,236.95,2024-08-09,240.82,2025-02-12,2
4401,ADEKA CORPORATION,FY2025,net_profit,24200000000.0,2024-08-09,24500000000.0,2025-02-12,1
4401,ADEKA CORPORATION,FY2025,net_sales,426000000000.0,2024-08-09,426000000000.0,2025-02-12,0
4401,ADEKA CORPORATION,FY2025,operating_profit,39200000000.0,2024-08-09,41100000000.0,2025-02-12,1
4401,ADEKA CORPORATION,FY2025,ordinary_profit,38400000000.0,2024-08-09,39200000000.0,2025-02-12,1
4401,ADEKA CORPORATION,FY2026,dps,104.0,2025-05-14,104.0,2026-02-10,0
4401,ADEKA CORPORATION,FY2026,eps,259.5,2025-05-14,257.7,2026-02-10,3
4401,ADEKA CORPORATION,FY2026,net_profit,26400000000.0,2025-05-14,25500000000.0,2026-02-10,1
4401,ADEKA CORPORATION,FY2026,net_sales,441000000000.0,2025-05-14,415000000000.0,2026-02-10,1
4401,ADEKA CORPORATION,FY2026,operating_profit,43000000000.0,2025-05-14,41500000000.0,2026-02-10,1
4401,ADEKA CORPORATION,FY2026,ordinary_profit,43000000000.0,2025-05-14,41500000000.0,2026-02-10,1
4401,ADEKA CORPORATION,FY2027,dps,120.0,2026-05-14,120.0,2026-05-14,0
4401,ADEKA CORPORATION,FY2027,eps,294.3,2026-05-14,294.3,2026-05-14,0
4401,ADEKA CORPORATION,FY2027,net_profit,28800000000.0,2026-05-14,28800000000.0,2026-05-14,0
4401,ADEKA CORPORATION,FY2027,net_sales,453000000000.0,2026-05-14,453000000000.0,2026-05-14,0
4401,ADEKA CORPORATION,FY2027,operating_profit,46800000000.0,2026-05-14,46800000000.0,2026-05-14,0
4401,ADEKA CORPORATION,FY2027,ordinary_profit,46600000000.0,2026-05-14,46600000000.0,2026-05-14,0
4403,NOF CORPORATION,FY2025,dps,40.0,2024-08-07,42.0,2025-02-12,1
4403,NOF CORPORATION,FY2025,eps,138.1,2024-08-07,146.53,2025-02-12,1
4403,NOF CORPORATION,FY2025,net_profit,33000000000.0,2024-08-07,34900000000.0,2025-02-12,1
4403,NOF CORPORATION,FY2025,net_sales,232000000000.0,2024-08-07,239000000000.0,2025-02-12,1
4403,NOF CORPORATION,FY2025,operating_profit,40500000000.0,2024-08-07,43000000000.0,2025-02-12,1
4403,NOF CORPORATION,FY2025,ordinary_profit,41600000000.0,2024-08-07,43800000000.0,2025-02-12,1
4403,NOF CORPORATION,FY2026,dps,48.0,2025-05-09,61.0,2026-02-13,2
4403,NOF CORPORATION,FY2026,eps,157.58,2025-05-09,171.21,2026-02-13,2
4403,NOF CORPORATION,FY2026,net_profit,36800000000.0,2025-05-09,39400000000.0,2026-02-13,2
4403,NOF CORPORATION,FY2026,net_sales,252000000000.0,2025-05-09,260500000000.0,2026-02-13,2
4403,NOF CORPORATION,FY2026,operating_profit,46000000000.0,2025-05-09,46000000000.0,2026-02-13,0
4403,NOF CORPORATION,FY2026,ordinary_profit,47900000000.0,2025-05-09,49500000000.0,2026-02-13,2
4403,NOF CORPORATION,FY2027,dps,70.0,2026-05-11,70.0,2026-05-11,0
4403,NOF CORPORATION,FY2027,eps,169.6,2026-05-11,169.6,2026-05-11,0
4403,NOF CORPORATION,FY2027,net_profit,39000000000.0,2026-05-11,39000000000.0,2026-05-11,0
4403,NOF CORPORATION,FY2027,net_sales,319000000000.0,2026-05-11,319000000000.0,2026-05-11,0
4403,NOF CORPORATION,FY2027,operating_profit,50000000000.0,2026-05-11,50000000000.0,2026-05-11,0
4403,NOF CORPORATION,FY2027,ordinary_profit,51000000000.0,2026-05-11,51000000000.0,2026-05-11,0
4432,WingArc1st Inc.,FY2025,dps,84.0,2024-07-11,104.0,2025-01-14,1
4432,WingArc1st Inc.,FY2025,net_profit,5800000000.0,2024-07-11,5850000000.0,2025-01-14,1
4432,WingArc1st Inc.,FY2025,net_sales,27600000000.0,2024-07-11,28500000000.0,2025-01-14,1
4432,WingArc1st Inc.,FY2025,operating_profit,8000000000.0,2024-07-11,8100000000.0,2025-01-14,1
4432,WingArc1st Inc.,FY2026,dps,104.0,2025-04-10,104.0,2026-01-14,0
4432,WingArc1st Inc.,FY2026,net_profit,6360000000.0,2025-04-10,6400000000.0,2026-01-14,1
4432,WingArc1st Inc.,FY2026,net_sales,30300000000.0,2025-04-10,31200000000.0,2026-01-14,1
4432,WingArc1st Inc.,FY2026,operating_profit,8900000000.0,2025-04-10,8950000000.0,2026-01-14,1
4432,WingArc1st Inc.,FY2027,dps,108.0,2026-04-09,108.0,2026-04-09,0
4432,WingArc1st Inc.,FY2027,net_profit,7420000000.0,2026-04-09,7420000000.0,2026-04-09,0
4432,WingArc1st Inc.,FY2027,net_sales,34300000000.0,2026-04-09,34300000000.0,2026-04-09,0
4432,WingArc1st Inc.,FY2027,operating_profit,10600000000.0,2026-04-09,10600000000.0,2026-04-09,0
4443,"Sansan,Inc.",FY2025,dps,0.0,2024-07-11,0.0,2025-04-11,0
4443,"Sansan,Inc.",FY2026,dps,0.0,2025-07-14,0.0,2026-04-10,0
4452,Kao Corporation,FY2024,dps,152.0,2024-08-08,152.0,2024-11-07,0
4452,Kao Corporation,FY2024,eps,223.9,2024-08-08,223.9,2024-11-07,0
4452,Kao Corporation,FY2024,net_profit,104000000000.0,2024-08-08,104000000000.0,2024-11-07,0
4452,Kao Corporation,FY2024,net_sales,1600000000000.0,2024-08-08,1600000000000.0,2024-11-07,0
4452,Kao Corporation,FY2024,operating_profit,140000000000.0,2024-08-08,140000000000.0,2024-11-07,0
4452,Kao Corporation,FY2025,dps,154.0,2025-02-06,154.0,2025-11-06,0
4452,Kao Corporation,FY2025,eps,249.74,2025-02-06,262.31,2025-11-06,2
4452,Kao Corporation,FY2025,net_profit,116000000000.0,2025-02-06,121000000000.0,2025-11-06,1
4452,Kao Corporation,FY2025,net_sales,1670000000000.0,2025-02-06,1690000000000.0,2025-11-06,1
4452,Kao Corporation,FY2025,operating_profit,160000000000.0,2025-02-06,165000000000.0,2025-11-06,1
4452,Kao Corporation,FY2026,dps,117.0,2026-02-05,117.0,2026-05-12,0
4452,Kao Corporation,FY2026,eps,143.7,2026-02-05,143.7,2026-05-12,0
4452,Kao Corporation,FY2026,net_profit,130000000000.0,2026-02-05,130000000000.0,2026-05-12,0
4452,Kao Corporation,FY2026,net_sales,1750000000000.0,2026-02-05,1750000000000.0,2026-05-12,0
4452,Kao Corporation,FY2026,operating_profit,182000000000.0,2026-02-05,182000000000.0,2026-05-12,0
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2025,dps,170.0,2024-08-07,170.0,2025-02-05,0
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2025,eps,113.2,2024-08-07,180.92,2025-02-05,2
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2025,net_profit,2500000000.0,2024-08-07,4000000000.0,2025-02-05,1
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2025,net_sales,145000000000.0,2024-08-07,145000000000.0,2025-02-05,0
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2025,operating_profit,8000000000.0,2024-08-07,9000000000.0,2025-02-05,1
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2025,ordinary_profit,9500000000.0,2024-08-07,10000000000.0,2025-02-05,1
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2026,dps,170.0,2025-05-08,170.0,2026-02-09,0
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2026,eps,361.63,2025-05-08,632.86,2026-02-09,2
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2026,net_profit,8000000000.0,2025-05-08,14000000000.0,2026-02-09,2
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2026,net_sales,130000000000.0,2025-05-08,130000000000.0,2026-02-09,0
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2026,operating_profit,10000000000.0,2025-05-08,10000000000.0,2026-02-09,0
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2026,ordinary_profit,11000000000.0,2025-05-08,11000000000.0,2026-02-09,0
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2027,dps,175.0,2026-05-13,175.0,2026-05-13,0
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2027,eps,406.85,2026-05-13,406.85,2026-05-13,0
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2027,net_profit,9000000000.0,2026-05-13,9000000000.0,2026-05-13,0
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2027,net_sales,150000000000.0,2026-05-13,150000000000.0,2026-05-13,0
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2027,operating_profit,10000000000.0,2026-05-13,10000000000.0,2026-05-13,0
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",FY2027,ordinary_profit,11500000000.0,2026-05-13,11500000000.0,2026-05-13,0
4480,"MEDLEY,INC.",FY2024,dps,0.0,2024-08-14,0.0,2024-11-14,0
4480,"MEDLEY,INC.",FY2024,eps,92.72,2024-08-14,92.72,2024-11-14,0
4480,"MEDLEY,INC.",FY2024,net_profit,3000000000.0,2024-08-14,3000000000.0,2024-11-14,0
4480,"MEDLEY,INC.",FY2024,net_sales,29400000000.0,2024-08-14,29400000000.0,2024-11-14,0
4480,"MEDLEY,INC.",FY2024,operating_profit,2950000000.0,2024-08-14,2950000000.0,2024-11-14,0
4480,"MEDLEY,INC.",FY2024,ordinary_profit,4440000000.0,2024-08-14,4440000000.0,2024-11-14,0
4480,"MEDLEY,INC.",FY2025,dps,0.0,2025-02-14,0.0,2025-11-14,0
4480,"MEDLEY,INC.",FY2025,eps,95.33,2025-02-14,41.45,2025-11-14,1
4480,"MEDLEY,INC.",FY2025,net_profit,3100000000.0,2025-02-14,1300000000.0,2025-11-14,1
4480,"MEDLEY,INC.",FY2025,net_sales,39800000000.0,2025-02-14,36900000000.0,2025-11-14,1
4480,"MEDLEY,INC.",FY2025,operating_profit,3000000000.0,2025-02-14,2100000000.0,2025-11-14,1
4480,"MEDLEY,INC.",FY2025,ordinary_profit,4300000000.0,2025-02-14,2200000000.0,2025-11-14,1
4480,"MEDLEY,INC.",FY2026,dps,0.0,2026-02-13,0.0,2026-05-13,0
4480,"MEDLEY,INC.",FY2026,eps,58.25,2026-02-13,58.25,2026-05-13,0
4480,"MEDLEY,INC.",FY2026,net_profit,1800000000.0,2026-02-13,1800000000.0,2026-05-13,0
4480,"MEDLEY,INC.",FY2026,net_sales,46400000000.0,2026-02-13,46400000000.0,2026-05-13,0
4480,"MEDLEY,INC.",FY2026,operating_profit,2950000000.0,2026-02-13,2950000000.0,2026-05-13,0
4480,"MEDLEY,INC.",FY2026,ordinary_profit,3250000000.0,2026-02-13,3250000000.0,2026-05-13,0
4483,JMDC Inc.,FY2025,eps,94.9,2024-08-02,94.9,2025-02-05,0
4483,JMDC Inc.,FY2025,net_profit,6200000000.0,2024-08-02,6200000000.0,2025-02-05,0
4483,JMDC Inc.,FY2025,net_sales,43000000000.0,2024-08-02,43000000000.0,2025-02-05,0
4483,JMDC Inc.,FY2025,operating_profit,9300000000.0,2024-08-02,9300000000.0,2025-02-05,0
4483,JMDC Inc.,FY2026,eps,113.2,2025-05-07,113.2,2026-02-05,0
4483,JMDC Inc.,FY2026,net_profit,7400000000.0,2025-05-07,7400000000.0,2026-02-05,0
4483,JMDC Inc.,FY2026,net_sales,50500000000.0,2025-05-07,50500000000.0,2026-02-05,0
4483,JMDC Inc.,FY2026,operating_profit,11500000000.0,2025-05-07,11500000000.0,2026-02-05,0
4483,JMDC Inc.,FY2027,eps,108.19,2026-05-08,108.19,2026-05-08,0
4483,JMDC Inc.,FY2027,net_profit,7100000000.0,2026-05-08,7100000000.0,2026-05-08,0
4483,JMDC Inc.,FY2027,net_sales,60500000000.0,2026-05-08,60500000000.0,2026-05-08,0
4483,JMDC Inc.,FY2027,operating_profit,11500000000.0,2026-05-08,11500000000.0,2026-05-08,0
4502,Takeda Pharmaceutical Company Limited,FY2025,dps,196.0,2024-07-31,196.0,2025-01-30,0
4502,Takeda Pharmaceutical Company Limited,FY2025,eps,36.7,2024-07-31,74.68,2025-01-30,2
4502,Takeda Pharmaceutical Company Limited,FY2025,net_profit,58000000000.0,2024-07-31,118000000000.0,2025-01-30,2
4502,Takeda Pharmaceutical Company Limited,FY2025,net_sales,4350000000000.0,2024-07-31,4590000000000.0,2025-01-30,2
4502,Takeda Pharmaceutical Company Limited,FY2025,operating_profit,225000000000.0,2024-07-31,344000000000.0,2025-01-30,2
4502,Takeda Pharmaceutical Company Limited,FY2026,dps,200.0,2025-05-08,200.0,2026-01-29,0
4502,Takeda Pharmaceutical Company Limited,FY2026,eps,144.81,2025-05-08,97.78,2026-01-29,2
4502,Takeda Pharmaceutical Company Limited,FY2026,net_profit,228000000000.0,2025-05-08,154000000000.0,2026-01-29,2
4502,Takeda Pharmaceutical Company Limited,FY2026,net_sales,4530000000000.0,2025-05-08,4530000000000.0,2026-01-29,2
4502,Takeda Pharmaceutical Company Limited,FY2026,operating_profit,475000000000.0,2025-05-08,410000000000.0,2026-01-29,2
4502,Takeda Pharmaceutical Company Limited,FY2027,dps,204.0,2026-05-13,204.0,2026-06-05,0
4502,Takeda Pharmaceutical Company Limited,FY2027,eps,104.26,2026-05-13,104.26,2026-06-05,0
4502,Takeda Pharmaceutical Company Limited,FY2027,net_profit,166000000000.0,2026-05-13,166000000000.0,2026-06-05,0
4502,Takeda Pharmaceutical Company Limited,FY2027,net_sales,4640000000000.0,2026-05-13,4640000000000.0,2026-06-05,0
4502,Takeda Pharmaceutical Company Limited,FY2027,operating_profit,420000000000.0,2026-05-13,420000000000.0,2026-06-05,0
4503,Astellas Pharma Inc.,FY2025,dps,74.0,2024-08-01,74.0,2025-02-04,0
4503,Astellas Pharma Inc.,FY2025,eps,16.73,2024-08-01,7.82,2025-02-04,2
4503,Astellas Pharma Inc.,FY2025,net_profit,30000000000.0,2024-08-01,14000000000.0,2025-02-04,2
4503,Astellas Pharma Inc.,FY2025,net_sales,1650000000000.0,2024-08-01,1900000000000.0,2025-02-04,2
4503,Astellas Pharma Inc.,FY2025,operating_profit,48000000000.0,2024-08-01,11000000000.0,2025-02-04,2
4503,Astellas Pharma Inc.,FY2026,dps,78.0,2025-04-25,78.0,2026-02-04,0
4503,Astellas Pharma Inc.,FY2026,eps,72.61,2025-04-25,139.58,2026-02-04,2
4503,Astellas Pharma Inc.,FY2026,net_profit,130000000000.0,2025-04-25,250000000000.0,2026-02-04,2
4503,Astellas Pharma Inc.,FY2026,net_sales,1930000000000.0,2025-04-25,2100000000000.0,2026-02-04,2
4503,Astellas Pharma Inc.,FY2026,operating_profit,160000000000.0,2025-04-25,340000000000.0,2026-02-04,2
4503,Astellas Pharma Inc.,FY2027,dps,80.0,2026-04-27,80.0,2026-04-27,0
4503,Astellas Pharma Inc.,FY2027,eps,167.46,2026-04-27,167.46,2026-04-27,0
4503,Astellas Pharma Inc.,FY2027,net_profit,300000000000.0,2026-04-27,300000000000.0,2026-04-27,0
4503,Astellas Pharma Inc.,FY2027,net_sales,2220000000000.0,2026-04-27,2220000000000.0,2026-04-27,0
4503,Astellas Pharma Inc.,FY2027,operating_profit,395000000000.0,2026-04-27,395000000000.0,2026-04-27,0
4506,"Sumitomo Pharma Co.,Ltd.",FY2025,dps,0.0,2024-07-31,0.0,2025-01-31,0
4506,"Sumitomo Pharma Co.,Ltd.",FY2025,eps,-40.27,2024-07-31,40.27,2025-01-31,1
4506,"Sumitomo Pharma Co.,Ltd.",FY2025,net_profit,-16000000000.0,2024-07-31,16000000000.0,2025-01-31,1
4506,"Sumitomo Pharma Co.,Ltd.",FY2025,net_sales,338000000000.0,2024-07-31,381000000000.0,2025-01-31,1
4506,"Sumitomo Pharma Co.,Ltd.",FY2025,operating_profit,0.0,2024-07-31,21000000000.0,2025-01-31,1
4506,"Sumitomo Pharma Co.,Ltd.",FY2026,dps,0.0,2025-05-13,0.0,2026-01-30,0
4506,"Sumitomo Pharma Co.,Ltd.",FY2026,eps,100.68,2025-05-13,231.57,2026-01-30,1
4506,"Sumitomo Pharma Co.,Ltd.",FY2026,net_profit,40000000000.0,2025-05-13,92000000000.0,2026-01-30,1
4506,"Sumitomo Pharma Co.,Ltd.",FY2026,net_sales,355000000000.0,2025-05-13,429000000000.0,2026-01-30,1
4506,"Sumitomo Pharma Co.,Ltd.",FY2026,operating_profit,54000000000.0,2025-05-13,98000000000.0,2026-01-30,1
4506,"Sumitomo Pharma Co.,Ltd.",FY2027,eps,172.89,2026-05-13,172.89,2026-05-13,0
4506,"Sumitomo Pharma Co.,Ltd.",FY2027,net_profit,77000000000.0,2026-05-13,77000000000.0,2026-05-13,0
4506,"Sumitomo Pharma Co.,Ltd.",FY2027,net_sales,540000000000.0,2026-05-13,540000000000.0,2026-05-13,0
4506,"Sumitomo Pharma Co.,Ltd.",FY2027,operating_profit,90000000000.0,2026-05-13,90000000000.0,2026-05-13,0
4507,"Shionogi & Co.,Ltd.",FY2025,dps,170.0,2024-07-29,29.0,2025-01-31,1
4507,"Shionogi & Co.,Ltd.",FY2025,eps,574.97,2024-07-29,201.03,2025-01-31,1
4507,"Shionogi & Co.,Ltd.",FY2025,net_profit,163000000000.0,2024-07-29,171000000000.0,2025-01-31,1
4507,"Shionogi & Co.,Ltd.",FY2025,net_sales,455000000000.0,2024-07-29,460000000000.0,2025-01-31,1
4507,"Shionogi & Co.,Ltd.",FY2025,operating_profit,160000000000.0,2024-07-29,165000000000.0,2025-01-31,1
