Code,Date,Close,MarketCapB,Volume,TurnoverJPY
1301,2026-09-18,4690.0,55.7,36400,170716000
1306,2026-09-18,426.2999877929688,,13404630,5714393605
1308,2026-09-18,4210.0,,271722,1143949620
1328,2026-09-18,16300.0,,15658,255225400
1332,2026-09-18,1163.0,352.7,1379100,1603893300
1333,2026-09-18,1292.5,195.4,370400,478742000
1366,2026-09-18,71.0,,1029482,73093222
1377,2026-09-18,4410.0,186.4,81500,359415000
1407,2026-09-18,2233.0,88.6,401000,895433000
1414,2026-09-18,1259.0,254.4,842900,1061211100
1417,2026-09-18,3591.0,318.4,149400,536495400
1419,2026-09-18,2907.0,84.3,73700,214245900
1480,2026-09-18,39360.0,,57,2243520
1488,2026-09-18,1800.0,,47777,85998600
1497,2026-09-18,1720.0,,5604,9638880
1515,2026-09-18,3485.0,274.2,455800,1588463000
1518,2026-09-18,2296.0,88.2,269700,619231200
1605,2026-09-18,3913.0,4547.6,5445900,21309806700
1662,2026-09-18,1929.0,493.7,1325600,2557082400
1663,2026-09-18,1936.0,51.7,185400,358934400
1676,2026-09-18,41920.0,,17,712640
167A,2026-09-18,3300.0,132.33,130400,430320000
1689,2026-09-18,719.0,,31162,22405118
1692,2026-09-18,688.0,,1050,722400
1697,2026-09-18,4870.0,,100,487000
1711,2026-09-18,247.0,2.5,19400,4791800
1719,2026-09-18,1915.5,300.3,681900,1306179450
1720,2026-09-18,1241.0,131.5,341100,423305100
1721,2026-09-18,5868.0,681.0,340300,1996880400
1766,2026-09-18,13300.0,147.6,22900,304570000
1801,2026-09-18,12620.0,2057.2,717300,9052326000
1802,2026-09-18,3083.0,2119.32,1903200,5867565600
1803,2026-09-18,2358.0,1595.3,3383500,7978293000
1808,2026-09-18,2733.0,723.85,735900,2011214700
1810,2026-09-18,1467.0,41.8,29200,42836400
1812,2026-09-18,4979.0,2300.87,1513300,7534720700
1820,2026-09-18,5685.0,224.5,112200,637857000
1828,2026-09-18,2445.0,25.7,5600,13692000
1833,2026-09-18,5770.0,207.0,98600,568922000
1835,2026-09-18,3960.0,136.4,52800,209088000
1852,2026-09-18,908.0,73.3,290900,264137200
1860,2026-09-18,1518.5,455.1,546200,829404700
1861,2026-09-18,1327.0,228.1,787500,1045012500
1870,2026-09-18,2193.0,94.7,117400,257458200
1878,2026-09-18,3352.0,1110.7,1140500,3822956000
1882,2026-09-18,1610.0,74.4,270100,434861000
1885,2026-09-18,2189.0,169.28,366500,802268500
1893,2026-09-18,1582.0,432.0,2723400,4308418800
1898,2026-09-18,1491.0,54.6,101600,151485600
1911,2026-09-18,1226.5,749.9,3519200,4316298800
1925,2026-09-18,4558.0,2823.0,1484800,6767718400
1926,2026-09-18,3925.0,167.9,114300,448627500
1928,2026-09-18,3350.0,2171.6,2131100,7139185000
1934,2026-09-18,2642.0,181.5,99300,262350600
1941,2026-09-18,5150.0,272.7,61000,314150000
1942,2026-09-18,5543.0,1103.1,574400,3183899200
1944,2026-09-18,6929.0,1371.9,374800,2596989200
1950,2026-09-18,4125.0,240.8,68000,280500000
1951,2026-09-18,2621.0,543.9,368300,965314300
1952,2026-09-18,3240.0,147.2,81500,264060000
1959,2026-09-18,8087.0,572.03,142800,1154823600
1961,2026-09-18,2531.0,128.9,474800,1201718800
1963,2026-09-18,2334.5,565.13,1176600,2746772700
1968,2026-09-18,2558.0,161.4,79100,202337800
1969,2026-09-18,4713.0,616.8,456300,2150541900
1975,2026-09-18,3915.0,100.9,46600,182439000
1979,2026-09-18,3845.0,242.2,156300,600973500
1980,2026-09-18,2926.0,378.6,407800,1193222800
2001,2026-09-18,2979.0,247.2,165300,492428700
2002,2026-09-18,1998.0,564.4,509500,1017981000
2003,2026-09-18,1916.0,69.8,18100,34679600
2065,2026-09-18,55520.0,,4,222080
2071,2026-09-18,19665.0,,220,4326300
2088,2026-09-18,2605.0,,10,26050
2098,2026-09-18,967.0,,2912,2815904
2109,2026-09-18,3855.0,120.0,54700,210868500
2121,2026-09-18,3810.0,248.1,354600,1351026000
2124,2026-09-18,1049.0,166.2,561400,588908600
2127,2026-09-18,656.7000122070312,208.4,2412300,1584157439
2146,2026-09-18,241.0,137.78,5860600,1412404600
2154,2026-09-18,2025.0,172.0,124000,251100000
2157,2026-09-18,1003.0,82.7,455500,456866500
2168,2026-09-18,1556.0,58.1,155500,241958000
2175,2026-09-18,2673.0,219.4,269400,720106200
2179,2026-09-18,821.0,4.6,1100,903100
2181,2026-09-18,291.8999938964844,651.2,8594800,2508822068
2201,2026-09-18,2480.5,208.4,279600,693547800
2206,2026-09-18,5038.0,308.87,145800,734540400
2212,2026-09-18,3647.0,718.1,556500,2029555500
2220,2026-09-18,1318.0,83.4,224900,296418200
2222,2026-09-18,2597.0,401.1,388400,1008674800
2229,2026-09-18,3027.0,368.05,234100,708620700
2247,2026-09-18,2262.0,,3799,8593338
2264,2026-09-18,1142.0,92.3,2136100,2439426200
2267,2026-09-18,2815.5,823.7,973300,2740326150
2269,2026-09-18,4356.0,1180.9,817200,3559723200
2270,2026-09-18,3750.0,227.7,143600,538500000
2281,2026-09-18,2407.0,121.0,172100,414244700
2282,2026-09-18,6078.0,575.1,424600,2580718800
2286,2026-09-18,906.0,7.4,18000,16308000
2292,2026-09-18,2744.0,86.9,111300,305407200
2296,2026-09-18,4975.0,282.3,99300,494017500
2317,2026-09-18,440.0,157.28,711800,313192000
2326,2026-09-18,4945.0,66.38,172400,852518000
2327,2026-09-18,3757.0,687.46,234000,879138000
2331,2026-09-18,1230.0,597.86,1148400,1412532000
2337,2026-09-18,406.0,159.15,750300,304621800
2353,2026-09-18,272.0,84.32,2233600,607539200
2371,2026-09-18,3835.0,758.7,237200,909662000
2375,2026-09-18,200.0,3.98,44800,8960000
