Code,Date,Close,MarketCapB,Volume,TurnoverJPY
1301,2026-09-08,4645.0,55.2,34800,161646000
1305,2026-09-08,4273.0,,85840,366794320
1306,2026-09-08,422.20001220703125,,11631790,4910941880
1308,2026-09-08,4174.0,,104680,436934320
1330,2026-09-08,67690.0,,47057,3185288330
1332,2026-09-08,1203.0,364.8,2171100,2611833300
1333,2026-09-08,1275.5,192.8,410600,523720300
1345,2026-09-08,1777.0,,77054,136924958
1346,2026-09-08,67680.0,,16072,1087752960
1348,2026-09-08,4222.0,,57376,242241472
1369,2026-09-08,65650.0,,6277,412085050
1377,2026-09-08,4310.0,182.1,89800,387038000
1381,2026-09-08,3580.0,20.1,2300,8234000
1384,2026-09-08,2195.0,18.6,10200,22389000
1414,2026-09-08,1267.0,256.1,1059300,1342133100
1417,2026-09-08,3545.0,314.3,199200,706164000
1419,2026-09-08,2869.0,83.2,109100,313007900
1420,2026-09-08,632.0,7.5,9800,6193600
1430,2026-09-08,1021.0,12.2,16600,16948600
1444,2026-09-08,2667.0,2.9,900,2400300
1457,2026-09-08,1782.0,,12040,21455280
1466,2026-09-08,200.0,,1099,219800
1474,2026-09-08,36890.0,,45,1660050
1483,2026-09-08,3822.0,,4,17199
1484,2026-09-08,3819.0,,490,1871310
1498,2026-09-08,32300.0,,291,9399300
1514,2026-09-08,664.0,39.7,319300,212015200
1515,2026-09-08,3530.0,277.7,1001900,3536707000
1518,2026-09-08,2291.0,88.0,332700,762215700
1540,2026-09-08,20275.0,,197109,3996384975
1541,2026-09-08,8118.0,,24770,201082860
1547,2026-09-08,12900.0,,12336,159134400
1550,2026-09-08,7910.0,,4832,38221120
1555,2026-09-08,2306.0,,3095,7137070
1566,2026-09-08,52500.0,,1131,59377500
1568,2026-09-08,976.9000244140625,,1970470,1924952191
1570,2026-09-08,67360.0,,2384665,160631034400
1573,2026-09-08,8020.0,,210,1684200
1575,2026-09-08,7.039999961853027,,,
1577,2026-09-08,59560.0,,9625,573265000
1585,2026-09-08,2643.0,,30,79290
1597,2026-09-08,1802.0,,152651,275077102
1605,2026-09-08,3832.0,4453.5,5239700,20078530400
1623,2026-09-08,63050.0,,1136,71624800
1653,2026-09-08,5125.0,,6555,33594375
1655,2026-09-08,851.7000122070312,,1228860,1046620077
1656,2026-09-08,297.6000061035156,,234000,69638401
1657,2026-09-08,7096.0,,921,6535416
1660,2026-09-08,10360.0,,2946,30520560
1662,2026-09-08,1895.0,485.0,1379800,2614721000
1663,2026-09-08,1942.0,51.8,200800,389953600
1675,2026-09-08,19310.0,,163,3147530
1679,2026-09-08,65220.0,,45,2934900
167A,2026-09-08,3115.0,,141900,442018500
1684,2026-09-08,2739.0,,280,766920
1687,2026-09-08,1099.0,,5010,5505990
1688,2026-09-08,603.2999877929688,,17500,10557750
1691,2026-09-08,15025.0,,17,255425
1699,2026-09-08,659.9000244140625,,210880,139159717
1717,2026-09-08,937.0,11.0,7200,6746400
1719,2026-09-08,1911.0,299.6,596400,1139720400
1720,2026-09-08,1182.0,125.2,184000,217488000
1721,2026-09-08,5459.0,633.5,335800,1833132200
1764,2026-09-08,2740.0,3.4,500,1370000
1766,2026-09-08,13730.0,152.4,11400,156522000
1768,2026-09-08,1027.0,7.5,1800,1848600
1795,2026-09-08,5710.0,5.1,150,856500
1799,2026-09-08,3320.0,58.8,13600,45152000
1801,2026-09-08,13145.0,2142.8,606500,7972442500
1802,2026-09-08,3050.0,,2416500,7370325000
1803,2026-09-08,2456.0,1661.6,2960000,7269760000
1807,2026-09-08,1947.0,12.2,400,778800
1808,2026-09-08,2800.0,,924600,2588880000
1810,2026-09-08,1443.0,41.2,31900,46031700
1811,2026-09-08,7590.0,54.4,1400,10626000
1812,2026-09-08,5062.0,,1873300,9482644600
1813,2026-09-08,2848.0,43.1,52400,149235200
1820,2026-09-08,5634.0,222.5,139100,783689400
1833,2026-09-08,5790.0,207.7,141500,819285000
1835,2026-09-08,3940.0,135.7,58900,232066000
1844,2026-09-08,471.0,8.8,54200,25528200
1847,2026-09-08,3400.0,49.4,15500,52700000
1852,2026-09-08,888.0,71.7,310500,275724000
1860,2026-09-08,1513.5,453.6,882200,1335209700
1861,2026-09-08,1300.0,223.5,725800,943540000
1870,2026-09-08,2120.0,91.5,124500,263940000
1878,2026-09-08,3290.0,1090.2,1697900,5586091000
1882,2026-09-08,1612.0,74.5,359400,579352800
1885,2026-09-08,2104.0,,507800,1068411200
