Code,Date,Close,MarketCapB
1486,2025-06-26,21683.822265625,
1489,2025-06-26,2158.874755859375,
1559,2025-06-26,3038.155029296875,
1860,2025-06-26,860.4024658203125,
1879,2025-06-26,1593.57470703125,
2384,2025-06-26,2796.962158203125,
2388,2025-06-26,80.0,
2569,2025-06-26,3373.6005859375,
2698,2025-06-26,3439.217529296875,
2846,2025-06-26,2137.835693359375,
2883,2025-06-26,1889.1968994140625,
2984,2025-06-26,642.0603637695312,
3070,2025-06-26,227.0,
3288,2025-06-26,6288.572265625,
3290,2025-06-26,80793.2265625,
3323,2025-06-26,80.35199737548828,
3710,2025-06-26,571.1520385742188,
3835,2025-06-26,491.4100646972656,
3922,2025-06-26,2238.781005859375,
4014,2025-06-26,518.0,
4046,2025-06-26,1791.3267822265625,
4193,2025-06-26,1952.3409423828125,
4272,2025-06-26,1234.3759765625,
4390,2025-06-26,2323.406982421875,
4849,2025-06-26,1572.8033447265625,
5484,2025-06-26,1989.1629638671875,
5525,2025-06-26,1240.226806640625,
5713,2025-06-26,3273.72705078125,
5929,2025-06-26,4675.8369140625,
5962,2025-06-26,1501.759033203125,
6040,2025-06-26,506.94073486328125,
6226,2025-06-26,1869.2896728515625,
6785,2025-06-26,1705.94677734375,
7137,2025-06-26,1160.0,
7476,2025-06-26,2364.217529296875,
7729,2025-06-26,9244.6826171875,
7983,2025-06-26,1112.2532958984375,
8801,2025-06-26,1351.25634765625,
8871,2025-06-26,3257.1865234375,
9162,2025-06-26,365.0,
9163,2025-06-26,2114.18310546875,
9701,2025-06-26,3792.338623046875,
