Code,Date,Close,MarketCapB,Volume,TurnoverJPY
1301,2026-09-25,4715.0,56.0,37000,174455000
1306,2026-09-25,430.29998779296875,,15068240,6483863488
1308,2026-09-25,4250.0,,113688,483174000
1332,2026-09-25,1158.0,351.2,1820600,2108254800
1333,2026-09-25,1291.0,195.2,471200,608319200
1356,2026-09-25,103.0999984741211,,1781040,183625221
1377,2026-09-25,4390.0,185.5,93000,408270000
1414,2026-09-25,1265.5,255.8,884300,1119081650
1417,2026-09-25,3580.0,317.4,179800,643684000
1419,2026-09-25,2915.0,84.5,73700,214835500
1479,2026-09-25,52400.0,,3,157200
1484,2026-09-25,3890.0,,70,272300
1515,2026-09-25,3245.0,255.3,440400,1429098000
1518,2026-09-25,2300.0,88.4,361600,831680000
1547,2026-09-25,13285.0,,11716,155647060
1551,2026-09-25,7183.0,,460,3304180
1569,2026-09-25,729.0,,36500,26608500
1571,2026-09-25,294.0,,922329,271164726
1573,2026-09-25,8530.0,,260,2217800
1579,2026-09-25,751.0,,11146310,8370878810
1605,2026-09-25,3857.0,4482.5,5079700,19592402900
1662,2026-09-25,1883.0,482.0,1584100,2982860300
1663,2026-09-25,1918.0,51.2,166500,319347000
1678,2026-09-25,294.0,,438760,128995440
167A,2026-09-25,3395.0,,149200,506534000
1681,2026-09-25,3408.0,,3823,13028784
1684,2026-09-25,2849.5,,130,370435
1719,2026-09-25,1896.5,297.3,729900,1384255350
1720,2026-09-25,1221.0,129.4,340600,415872600
1721,2026-09-25,5593.0,649.1,559000,3126487000
1766,2026-09-25,13280.0,147.4,30200,401056000
1773,2026-09-25,88.0,1099.3,6000,528000
1801,2026-09-25,12435.0,2027.0,717300,8919625500
1802,2026-09-25,3067.0,,2212400,6785430800
1803,2026-09-25,2210.0,1495.2,3383500,7477535000
1808,2026-09-25,2731.5,,704900,1925434350
1812,2026-09-25,4909.0,,1743800,8560314200
1820,2026-09-25,5659.0,223.4,116400,658707600
1833,2026-09-25,5750.0,206.3,153500,882625000
1835,2026-09-25,3925.0,135.2,78200,306935000
1852,2026-09-25,901.0,72.7,420000,378420000
1860,2026-09-25,1491.0,446.8,668300,996435300
1861,2026-09-25,1309.0,225.0,794300,1039738700
1870,2026-09-25,2188.0,94.5,117400,256871200
1878,2026-09-25,3300.0,1093.5,1369100,4518030000
1882,2026-09-25,1620.0,74.9,335400,543348000
1885,2026-09-25,2158.0,,366500,790907000
1893,2026-09-25,1518.5,414.7,2655200,4031921200
1898,2026-09-25,1490.0,54.6,191700,285633000
1911,2026-09-25,1220.5,746.3,4425100,5400834550
1925,2026-09-25,4551.0,2818.7,2333900,10621578900
1926,2026-09-25,3910.0,167.3,124400,486404000
1928,2026-09-25,3369.0,2183.9,2306300,7769924700
1934,2026-09-25,2625.0,180.3,115400,302925000
1941,2026-09-25,5220.0,276.4,67900,354438000
1942,2026-09-25,5652.0,1124.8,1158900,6550102800
1944,2026-09-25,6995.0,1385.0,503400,3521283000
1950,2026-09-25,4100.0,239.3,127300,521930000
1951,2026-09-25,2616.0,542.8,411500,1076484000
1952,2026-09-25,3230.0,146.7,106100,342703000
1959,2026-09-25,8113.0,,147800,1199101400
1961,2026-09-25,2570.0,130.9,498300,1280631000
1963,2026-09-25,2314.5,,1448900,3353479050
1967,2026-09-25,2144.0,48.0,23500,50384000
1968,2026-09-25,2525.0,159.3,95400,240885000
1969,2026-09-25,4723.0,618.1,634100,2994854300
1975,2026-09-25,4005.0,103.2,80200,321201000
1979,2026-09-25,3825.0,241.0,148700,568777500
1980,2026-09-25,2945.0,381.0,480500,1415072500
2001,2026-09-25,2952.0,245.0,145100,428335200
2002,2026-09-25,2028.0,572.9,874500,1773486000
2108,2026-09-25,5270.0,63.7,31200,164424000
2109,2026-09-25,3900.0,121.4,63100,246090000
2121,2026-09-25,3830.0,249.4,354600,1358118000
2124,2026-09-25,1029.0,163.0,452900,466034100
2127,2026-09-25,634.5,201.3,2412300,1530604350
2146,2026-09-25,240.0,,4135600,992544000
2154,2026-09-25,2036.0,172.9,124000,252464000
2157,2026-09-25,1007.0,83.0,654300,658880100
2168,2026-09-25,1556.0,58.1,155500,241958000
2170,2026-09-25,675.0,74.4,248300,167602500
2175,2026-09-25,2630.0,215.9,261000,686430000
2181,2026-09-25,293.79998779296875,655.4,9747800,2863903521
2185,2026-09-25,2005.0,25.9,2400,4812000
2201,2026-09-25,2474.0,207.9,279600,691730400
2206,2026-09-25,5050.0,,167700,846885000
2211,2026-09-25,2526.0,65.1,33700,85126200
2212,2026-09-25,3642.0,717.1,618500,2252577000
2220,2026-09-25,1326.0,83.9,292700,388120200
2222,2026-09-25,2514.5,388.3,524000,1317598000
2229,2026-09-25,3059.0,,226000,691334000
2255,2026-09-25,193.39999389648438,,530630,102623839
2264,2026-09-25,1129.5,91.3,2136100,2412724950
2267,2026-09-25,2809.5,822.0,867400,2436960300
2269,2026-09-25,4320.0,1171.2,1092500,4719600000
2270,2026-09-25,3670.0,222.9,143600,527012000
2281,2026-09-25,2415.0,121.4,320300,773524500
2282,2026-09-25,6044.0,571.9,415600,2511886400
2292,2026-09-25,2757.0,87.3,131800,363372600
2296,2026-09-25,5040.0,286.0,107300,540792000
