Code,Date,Close,MarketCapB,Volume,TurnoverJPY
1301,2026-09-24,4680.0,55.6,37000,173160000
1306,2026-09-24,424.79998779296875,,13404630,5694286660
1308,2026-09-24,4203.0,,200500,842701500
1332,2026-09-24,1156.5,350.7,1379100,1594929150
1333,2026-09-24,1288.5,194.8,378500,487697250
1365,2026-09-24,4188.0,,270236,1131748368
1368,2026-09-24,153.0,,31861,4874733
1377,2026-09-24,4390.0,185.5,86000,377540000
1414,2026-09-24,1262.5,255.1,884300,1116428750
1417,2026-09-24,3579.0,317.3,179800,643504200
1418,2026-09-24,585.0,9.0,24300,14215500
1419,2026-09-24,2894.0,83.9,73700,213287800
1420,2026-09-24,631.0,7.5,9800,6183800
1444,2026-09-24,2787.0,3.0,2000,5574000
1481,2026-09-24,3900.0,,20,78000
1514,2026-09-24,641.0,38.3,248600,159352600
1515,2026-09-24,3275.0,257.7,440200,1441655000
1518,2026-09-24,2280.0,87.6,269700,614916000
1585,2026-09-24,2658.0,,155,411990
1595,2026-09-24,1792.0,,27081,48529152
1597,2026-09-24,1784.0,,79410,141667440
1605,2026-09-24,3834.0,4455.8,5079700,19475569800
1618,2026-09-24,36760.0,,1724,63374240
1654,2026-09-24,3340.0,,,
1662,2026-09-24,1879.0,480.9,1584100,2976523900
1663,2026-09-24,1934.0,51.6,185400,358563600
1671,2026-09-24,6075.0,,233873,1420778475
167A,2026-09-24,3330.0,,146400,487512000
1681,2026-09-24,3395.0,,3823,12979085
1685,2026-09-24,971.0999755859375,,1090,1058499
1719,2026-09-24,1910.0,299.4,681900,1302429000
1720,2026-09-24,1221.0,129.4,303000,369963000
1721,2026-09-24,5593.0,649.1,559000,3126487000
1766,2026-09-24,13160.0,146.1,22900,301364000
1793,2026-09-24,2119.0,53.9,1800,3814200
1801,2026-09-24,12655.0,2062.9,651900,8249794500
1802,2026-09-24,3062.0,,2005200,6139922400
1803,2026-09-24,2350.5,1590.2,3383500,7952916750
1808,2026-09-24,2723.5,,712000,1939132000
1812,2026-09-24,4982.0,,1612900,8035467800
1820,2026-09-24,5692.0,224.7,116400,662548800
1833,2026-09-24,5750.0,206.3,118000,678500000
1835,2026-09-24,3910.0,134.7,59500,232645000
1847,2026-09-24,3465.0,50.3,32000,110880000
1852,2026-09-24,898.0,72.5,420000,377160000
1860,2026-09-24,1508.5,452.1,552900,834049650
1861,2026-09-24,1319.0,226.7,794300,1047681700
1870,2026-09-24,2174.0,93.9,117400,255227600
1878,2026-09-24,3295.0,1091.8,1140500,3757947500
1882,2026-09-24,1616.0,74.7,270100,436481600
1885,2026-09-24,2160.0,,366500,791640000
1893,2026-09-24,1558.0,425.5,2655400,4137113200
1898,2026-09-24,1483.0,54.3,101600,150672800
1911,2026-09-24,1215.0,742.9,3519200,4275828000
1925,2026-09-24,4532.0,2806.9,1982800,8986049600
1926,2026-09-24,3895.0,166.6,124400,484538000
1928,2026-09-24,3349.0,2170.9,2131100,7137053900
1934,2026-09-24,2613.0,179.5,123100,321660300
1941,2026-09-24,5180.0,274.2,64000,331520000
1942,2026-09-24,5622.0,1118.9,574400,3229276800
1944,2026-09-24,7011.0,1388.1,384500,2695729500
1950,2026-09-24,4095.0,239.0,79700,326371500
1951,2026-09-24,2605.0,540.6,368300,959421500
1952,2026-09-24,3230.0,146.7,102600,331398000
1959,2026-09-24,8124.0,,132600,1077242400
1960,2026-09-24,1705.0,26.2,10000,17050000
1961,2026-09-24,2518.0,128.2,474800,1195546400
1963,2026-09-24,2300.0,,1170000,2691000000
1968,2026-09-24,2551.0,161.0,91700,233926700
1969,2026-09-24,4739.0,620.2,634100,3004999900
1975,2026-09-24,3995.0,103.0,46600,186167000
1979,2026-09-24,3800.0,239.4,148700,565060000
1980,2026-09-24,2945.0,381.0,407800,1200971000
2001,2026-09-24,2926.0,242.8,165300,483667800
2002,2026-09-24,2013.5,568.8,509500,1025878250
2004,2026-09-24,3905.0,,50700,197983500
2009,2026-09-24,1115.0,,10000,11150000
2037,2026-09-24,1286.0,,1598,2055028
2090,2026-09-24,4189.0,,5,20945
2109,2026-09-24,3845.0,119.6,63100,242619500
2120,2026-09-24,240.0,,775100,186024000
2121,2026-09-24,3825.0,249.0,354600,1356345000
2124,2026-09-24,1028.0,162.8,459000,471852000
2127,2026-09-24,640.0,203.1,2412300,1543872000
2130,2026-09-24,925.0,11.8,36800,34040000
2146,2026-09-24,239.0,,4135600,988408400
2154,2026-09-24,2024.0,171.9,124000,250976000
2157,2026-09-24,999.0,82.3,486200,485713800
2168,2026-09-24,1558.0,58.2,155500,242269000
2175,2026-09-24,2652.0,217.7,261000,692172000
2181,2026-09-24,292.79998779296875,653.2,8903100,2606827571
2201,2026-09-24,2468.5,207.4,279600,690192600
2204,2026-09-24,3105.0,17.7,8600,26703000
2206,2026-09-24,5015.0,,164900,826973500
2212,2026-09-24,3571.0,703.1,556500,1987261500
2220,2026-09-24,1303.0,82.4,292700,381388100
2221,2026-09-24,3060.0,31.4,2800,8568000
2222,2026-09-24,2634.5,406.9,388400,1023239800
2226,2026-09-24,4870.0,52.0,4500,21915000
2229,2026-09-24,3037.0,,226000,686362000
2264,2026-09-24,1129.5,91.3,2136100,2412724950
2267,2026-09-24,2803.0,820.1,973300,2728159900
2269,2026-09-24,4293.0,1163.8,952100,4087365300
2270,2026-09-24,3650.0,221.6,143600,524140000
2281,2026-09-24,2389.0,120.1,256200,612061800
2282,2026-09-24,6039.0,571.4,424600,2564159400
2292,2026-09-24,2732.0,86.5,111300,304071600
2296,2026-09-24,5010.0,284.3,99300,497493000
2300,2026-09-24,499.0,,4600,2295400
2317,2026-09-24,437.0,,711800,311056600
2326,2026-09-24,4950.0,,150800,746460000
2327,2026-09-24,3877.0,,310700,1204583900
2331,2026-09-24,1216.5,,1146300,1394473950
2337,2026-09-24,400.0,,739500,295800000
2353,2026-09-24,261.0,,2233600,582969600
