Code,Date,Close,MarketCapB,Volume,TurnoverJPY
1301,2026-09-14,4700.0,55.8,28500,133950000
1306,2026-09-14,423.29998779296875,,9426310,3990156908
1308,2026-09-14,4176.0,,386368,1613472768
1332,2026-09-14,1204.5,365.3,1775500,2138589750
1333,2026-09-14,1292.0,195.3,352900,455946800
1365,2026-09-14,3936.0,,353627,1391875872
1377,2026-09-14,4380.0,185.1,96800,423984000
1414,2026-09-14,1264.5,255.5,1002900,1268167050
1417,2026-09-14,3534.0,313.3,199200,703972800
1419,2026-09-14,2917.0,84.6,97000,282949000
1436,2026-09-14,1767.0,7.3,170000,300390000
1443,2026-09-14,275.0,4.5,33900,9322500
1459,2026-09-14,119.0,,4320338,514120222
1476,2026-09-14,1817.0,,98255,178529335
1515,2026-09-14,3330.0,262.0,600500,1999665000
1518,2026-09-14,2233.0,85.8,263500,588395500
1573,2026-09-14,8123.0,,100,812300
1575,2026-09-14,6.96999979019165,,,
1591,2026-09-14,36630.0,,1805,66117150
1605,2026-09-14,3980.0,4625.5,6083800,24213524000
1662,2026-09-14,1933.0,494.8,1585600,3064964800
1663,2026-09-14,1922.0,51.3,158000,303676000
167A,2026-09-14,3200.0,,113700,363840000
1681,2026-09-14,3280.0,,1748,5733440
1687,2026-09-14,1084.0,,3250,3523000
1719,2026-09-14,1888.5,296.1,596400,1126301400
1720,2026-09-14,1205.0,127.7,239000,287995000
1721,2026-09-14,5441.0,631.4,531000,2889171000
1723,2026-09-14,2503.0,159.5,188000,470564000
1766,2026-09-14,13070.0,145.1,19000,248330000
1801,2026-09-14,12425.0,2025.4,943500,11722987500
1802,2026-09-14,3071.0,,2969900,9120562900
1803,2026-09-14,2378.0,1608.9,3891900,9254938200
1808,2026-09-14,2751.0,,1098500,3021973500
1812,2026-09-14,4943.0,,2760500,13645151500
1820,2026-09-14,5548.0,219.1,103300,573108400
1827,2026-09-14,1321.0,45.4,5200,6869200
1833,2026-09-14,5690.0,204.1,141500,805135000
1835,2026-09-14,3900.0,134.3,79500,310050000
1852,2026-09-14,884.0,71.3,310500,274482000
1860,2026-09-14,1486.5,445.5,800500,1189943250
1861,2026-09-14,1294.0,222.4,835600,1081266400
1870,2026-09-14,2134.0,92.1,80400,171573600
1878,2026-09-14,3352.0,1110.7,1211000,4059272000
1882,2026-09-14,1606.0,74.2,347300,557763800
1885,2026-09-14,2116.0,,418400,885334400
1893,2026-09-14,1517.5,414.4,2430700,3688587250
1898,2026-09-14,1477.0,54.1,133400,197031800
1911,2026-09-14,1259.0,769.8,5391300,6787646700
1921,2026-09-14,1917.0,64.3,8300,15911100
1925,2026-09-14,4651.0,2880.6,1570700,7305325700
1926,2026-09-14,3830.0,163.8,131500,503645000
1928,2026-09-14,3366.0,2182.0,3209500,10803177000
1929,2026-09-14,1215.0,50.8,103300,125509500
1934,2026-09-14,2620.0,180.0,111500,292130000
1941,2026-09-14,5130.0,271.6,77000,395010000
1942,2026-09-14,5463.0,1087.2,630400,3443875200
1944,2026-09-14,6785.0,1343.4,529300,3591300500
1950,2026-09-14,4025.0,234.9,78500,315962500
1951,2026-09-14,2568.0,532.9,445500,1144044000
1952,2026-09-14,3155.0,143.3,148600,468833000
1959,2026-09-14,7869.0,,174800,1375501200
1961,2026-09-14,2432.0,123.8,404600,983987200
1963,2026-09-14,2343.5,,1743600,4086126600
1968,2026-09-14,2527.0,159.5,113300,286309100
1969,2026-09-14,4418.0,578.2,537900,2376442200
1975,2026-09-14,3780.0,97.4,65200,246456000
1979,2026-09-14,3750.0,236.2,163800,614250000
1980,2026-09-14,2715.0,351.3,539800,1465557000
1997,2026-09-14,3980.0,8.0,1100,4378000
2001,2026-09-14,3010.0,249.8,158800,477988000
2002,2026-09-14,2077.0,586.7,1063100,2208058700
2011,2026-09-14,854.7000122070312,,46090,39393124
2040,2026-09-14,38430.0,,311,11951730
2087,2026-09-14,3390.0,,1828,6196920
2092,2026-09-14,4436.0,,9,39924
2109,2026-09-14,3815.0,118.7,45200,172438000
2114,2026-09-14,675.0,34.6,13500,9112500
2121,2026-09-14,3785.0,246.4,316300,1197195500
2124,2026-09-14,1015.0,160.8,409000,415135000
2127,2026-09-14,644.5,204.5,5137200,3310925400
2146,2026-09-14,229.0,,4161200,952914800
2154,2026-09-14,1990.0,169.0,160400,319196000
2157,2026-09-14,1001.0,82.5,566600,567166600
2168,2026-09-14,1567.0,58.5,139600,218753200
2175,2026-09-14,2673.0,219.4,440300,1176921900
2181,2026-09-14,297.29998779296875,663.2,10303400,3063200694
2201,2026-09-14,2486.0,208.9,344600,856675600
2206,2026-09-14,5031.0,,135900,683712900
2212,2026-09-14,3889.0,765.8,653500,2541461500
2220,2026-09-14,1361.0,86.1,181900,247565900
2222,2026-09-14,2573.0,397.4,858700,2209435100
2229,2026-09-14,3031.0,,291900,884748900
2264,2026-09-14,1135.0,91.7,2263900,2569526500
2267,2026-09-14,2887.0,844.6,936100,2702520700
2269,2026-09-14,4322.0,1171.7,756900,3271321800
2270,2026-09-14,3770.0,228.9,125500,473135000
2281,2026-09-14,2415.0,121.4,149200,360318000
2282,2026-09-14,6294.0,595.5,615700,3875215800
2292,2026-09-14,2779.0,88.0,117400,326254600
2296,2026-09-14,5040.0,286.0,111100,559944000
2317,2026-09-14,443.0,,824800,365386400
2326,2026-09-14,4780.0,,106300,508114000
2327,2026-09-14,3964.0,,170000,673880000
2331,2026-09-14,1241.0,,1116200,1385204200
2337,2026-09-14,401.0,,783400,314143400
2353,2026-09-14,271.0,,1750200,474304200
2371,2026-09-14,3850.0,,169900,654115000
