Code,Date,Close,MarketCapB
1301,2026-01-21,4854.93,0
1305,2026-01-21,3812.0,0
1326,2026-01-21,71000.0,0
1332,2026-01-21,1212.03,0
1333,2026-01-21,1382.55,0
1349,2026-01-21,17563.21,0
1375,2026-01-21,1053.1,0
1376,2026-01-21,1511.0,0
1377,2026-01-21,3995.0,0
1379,2026-01-21,1964.02,0
1380,2026-01-21,1000.73,0
1381,2026-01-21,4380.0,0
1382,2026-01-21,1837.0,0
1383,2026-01-21,3205.0,0
1384,2026-01-21,2986.42,0
1401,2026-01-21,1600.0,0
1407,2026-01-21,1613.52,0
1414,2026-01-21,1426.0,0
1417,2026-01-21,3693.33,0
1418,2026-01-21,601.82,0
1419,2026-01-21,3690.0,0
1420,2026-01-21,697.22,0
1429,2026-01-21,902.0,0
1430,2026-01-21,1005.0,0
1431,2026-01-21,643.4,0
1433,2026-01-21,1300.02,0
1434,2026-01-21,1935.0,0
1435,2026-01-21,169.0,0
1436,2026-01-21,2505.0,0
1438,2026-01-21,1765.5,0
1443,2026-01-21,288.9,0
1444,2026-01-21,2966.0,0
1445,2026-01-21,2900.0,0
1446,2026-01-21,578.0,0
1447,2026-01-21,300.71,0
1450,2026-01-21,1386.97,0
1452,2026-01-21,18530.0,0
1491,2026-01-21,1143.0,0
1514,2026-01-21,613.74,0
1515,2026-01-21,3094.54,0
1518,2026-01-21,1373.68,0
1557,2026-01-21,107308.67,0
1605,2026-01-21,3185.0,0
1662,2026-01-21,1858.94,0
1663,2026-01-21,4280.0,0
1711,2026-01-21,255.0,0
1716,2026-01-21,1380.0,0
1717,2026-01-21,1044.93,0
1718,2026-01-21,8800.0,0
1719,2026-01-21,1968.17,0
1720,2026-01-21,1350.36,0
1721,2026-01-21,4888.08,0
1723,2026-01-21,2391.24,0
1724,2026-01-21,730.0,0
1726,2026-01-21,355.0,0
1736,2026-01-21,2678.44,0
1758,2026-01-21,2602.64,0
1762,2026-01-21,4069.0,0
1764,2026-01-21,2907.0,0
1766,2026-01-21,14890.0,0
1768,2026-01-21,1457.65,0
1770,2026-01-21,1768.23,0
1773,2026-01-21,87.0,0
1776,2026-01-21,1598.0,0
1780,2026-01-21,1471.63,0
1783,2026-01-21,65.0,0
1786,2026-01-21,419.53,0
1787,2026-01-21,5484.72,0
1788,2026-01-21,4920.0,0
1793,2026-01-21,1558.53,0
1795,2026-01-21,4560.0,0
1798,2026-01-21,1179.97,0
1799,2026-01-21,3663.99,0
1801,2026-01-21,15777.72,0
1803,2026-01-21,2753.07,0
1807,2026-01-21,1891.73,0
1810,2026-01-21,1535.13,0
1811,2026-01-21,8301.8,0
1813,2026-01-21,3020.43,0
1814,2026-01-21,3805.94,0
1815,2026-01-21,4915.92,0
1820,2026-01-21,5829.46,0
1822,2026-01-21,765.59,0
1826,2026-01-21,1142.0,0
1827,2026-01-21,1120.72,0
1828,2026-01-21,2622.46,0
1833,2026-01-21,6493.65,0
1835,2026-01-21,4735.36,0
1840,2026-01-21,230.0,0
1844,2026-01-21,617.0,0
1847,2026-01-21,2439.41,0
1848,2026-01-21,644.47,0
1850,2026-01-21,605.69,0
1852,2026-01-21,1074.74,0
1860,2026-01-21,1371.15,0
1861,2026-01-21,1740.13,0
1867,2026-01-21,2729.46,0
1870,2026-01-21,2380.91,0
1871,2026-01-21,3064.09,0
1873,2026-01-21,319.0,0
1878,2026-01-21,2994.17,0
1879,2026-01-21,2050.85,0
1882,2026-01-21,1748.05,0
1887,2026-01-21,640.0,0
1888,2026-01-21,4711.16,0
1893,2026-01-21,1663.1,0
1897,2026-01-21,2995.0,0
1898,2026-01-21,1662.34,0
1899,2026-01-21,8000.0,0
1904,2026-01-21,4685.12,0
1905,2026-01-21,1369.54,0
1909,2026-01-21,2541.68,0
1911,2026-01-21,1666.0,0
1921,2026-01-21,2227.54,0
1925,2026-01-21,5249.73,0
1926,2026-01-21,3568.12,0
1928,2026-01-21,3486.3,0
1929,2026-01-21,1328.95,0
1930,2026-01-21,1516.5,0
1934,2026-01-21,2902.18,0
1939,2026-01-21,1659.53,0
1941,2026-01-21,4595.21,0
1942,2026-01-21,5670.74,0
1944,2026-01-21,7482.49,0
1945,2026-01-21,1904.08,0
1946,2026-01-21,2160.43,0
1948,2026-01-21,6475.0,0
1950,2026-01-21,3552.06,0
1951,2026-01-21,2677.9,0
1952,2026-01-21,3410.1,0
1960,2026-01-21,1413.43,0
1961,2026-01-21,6393.42,0
1964,2026-01-21,4290.17,0
1965,2026-01-21,7940.13,0
1966,2026-01-21,1798.59,0
1967,2026-01-21,2326.55,0
1968,2026-01-21,2276.49,0
1969,2026-01-21,4605.58,0
1972,2026-01-21,1466.61,0
1975,2026-01-21,3731.65,0
1976,2026-01-21,1732.18,0
1979,2026-01-21,3483.78,0
1980,2026-01-21,2763.41,0
1982,2026-01-21,2495.28,0
1992,2026-01-21,2661.85,0
1997,2026-01-21,4280.0,0
2001,2026-01-21,2546.28,0
2002,2026-01-21,1981.42,0
2003,2026-01-21,1737.0,0
2053,2026-01-21,1728.57,0
2055,2026-01-21,339.47,0
2060,2026-01-21,1066.37,0
2108,2026-01-21,3895.53,0
2109,2026-01-21,3370.47,0
2112,2026-01-21,566.42,0
2114,2026-01-21,624.6,0
2121,2026-01-21,2652.47,0
2124,2026-01-21,1019.0,0
2127,2026-01-21,704.48,0
2130,2026-01-21,1341.24,0
2134,2026-01-21,40.0,0
2136,2026-01-21,1556.97,0
2138,2026-01-21,582.0,0
2139,2026-01-21,434.1,0
2148,2026-01-21,1594.38,0
2152,2026-01-21,1434.2,0
2154,2026-01-21,1886.0,0
2157,2026-01-21,1115.57,0
2158,2026-01-21,876.0,0
2162,2026-01-21,483.39,0
2163,2026-01-21,2121.13,0
2164,2026-01-21,253.0,0
2168,2026-01-21,1988.0,0
2169,2026-01-21,1816.0,0
2170,2026-01-21,512.11,0
2173,2026-01-21,1011.0,0
2175,2026-01-21,1356.79,0
2179,2026-01-21,797.16,0
2180,2026-01-21,859.0,0
2181,2026-01-21,268.8,0
2183,2026-01-21,307.5,0
2185,2026-01-21,1760.74,0
2186,2026-01-21,897.59,0
2195,2026-01-21,403.0,0
2198,2026-01-21,795.0,0
2201,2026-01-21,2735.11,0
2204,2026-01-21,3046.29,0
2207,2026-01-21,2469.1,0
2208,2026-01-21,2705.76,0
2209,2026-01-21,2474.0,0
2211,2026-01-21,2579.0,0
2212,2026-01-21,3476.0,0
2215,2026-01-21,616.0,0
2216,2026-01-21,1695.0,0
2217,2026-01-21,1564.04,0
2220,2026-01-21,1276.85,0
2221,2026-01-21,3012.15,0
2222,2026-01-21,1778.74,0
2224,2026-01-21,3508.47,0
2226,2026-01-21,4635.06,0
2264,2026-01-21,3844.48,0
2266,2026-01-21,1186.0,0
2267,2026-01-21,2527.98,0
2268,2026-01-21,4005.0,0
2269,2026-01-21,3587.59,0
2270,2026-01-21,3370.49,0
2281,2026-01-21,2835.95,0
2282,2026-01-21,6968.62,0
