Code,Date,Close,MarketCapB,Volume,TurnoverJPY
1301,2026-09-15,4665.0,55.4,28500,132952500
1306,2026-09-15,421.29998779296875,,13404630,5647370455
1308,2026-09-15,4155.0,,589758,2450444490
1322,2026-09-15,11220.0,,131,1469820
1332,2026-09-15,1189.5,360.7,1775500,2111957250
1333,2026-09-15,1285.0,194.3,359700,462214500
1369,2026-09-15,63970.0,,4326,276734220
1377,2026-09-15,4375.0,184.9,96800,423500000
1414,2026-09-15,1264.0,255.4,842900,1065425600
1417,2026-09-15,3507.0,310.9,183100,642131700
1419,2026-09-15,2896.0,83.9,87800,254268800
1473,2026-09-15,4118.0,,6540,26931720
1476,2026-09-15,1814.0,,75731,137376034
1481,2026-09-15,3897.0,,32,124704
1515,2026-09-15,3335.0,262.4,526000,1754210000
1518,2026-09-15,2223.0,85.4,263500,585760500
1557,2026-09-15,118000.0,,841,99238000
1605,2026-09-15,3936.0,4574.3,6083800,23945836800
1624,2026-09-15,80350.0,,260,20891000
1627,2026-09-15,12800.0,,4259,54515200
1660,2026-09-15,10340.0,,1285,13286900
1662,2026-09-15,1910.0,488.9,1403600,2680876000
1663,2026-09-15,1932.0,51.6,166300,321291600
167A,2026-09-15,3245.0,,113700,368956500
1686,2026-09-15,3025.0,,60,181500
1719,2026-09-15,1868.0,292.8,681900,1273789200
1720,2026-09-15,1200.0,127.1,239000,286800000
1721,2026-09-15,5387.0,625.2,531000,2860497000
1724,2026-09-15,710.0,3.2,900,639000
1766,2026-09-15,13180.0,146.3,22900,301822000
1787,2026-09-15,5620.0,13.8,150,843000
1801,2026-09-15,12260.0,1998.5,881500,10807190000
1802,2026-09-15,3020.0,,2969900,8969098000
1803,2026-09-15,2317.5,1567.9,3977300,9217392750
1808,2026-09-15,2713.5,,1098500,2980779750
1812,2026-09-15,4870.0,,2760500,13443635000
1814,2026-09-15,3530.0,36.7,57800,204034000
1820,2026-09-15,5563.0,219.7,103300,574657900
1833,2026-09-15,5650.0,202.7,118000,666700000
1835,2026-09-15,3890.0,134.0,79500,309255000
1844,2026-09-15,455.0,8.5,337700,153653500
1852,2026-09-15,887.0,71.6,290900,258028300
1860,2026-09-15,1477.0,442.6,620100,915887700
1861,2026-09-15,1288.0,221.4,819900,1056031200
1870,2026-09-15,2132.0,92.1,95000,202540000
1878,2026-09-15,3323.0,1101.1,1211000,4024153000
1882,2026-09-15,1598.0,73.8,347300,554985400
1885,2026-09-15,2140.0,,418400,895376000
1893,2026-09-15,1554.0,424.4,2959100,4598441400
1898,2026-09-15,1484.0,54.4,129000,191436000
1911,2026-09-15,1233.0,753.9,5344500,6589768500
