Code,Date,Close,MarketCapB
1306,2026-07-06,435.3999938964844,
1308,2026-07-06,4300.0,
1311,2026-07-06,2112.0,
1321,2026-07-06,72980.0,
1332,2026-07-06,1304.0,395.5
1345,2026-07-06,1877.0,
1360,2026-07-06,63.20000076293945,
1364,2026-07-06,3832.0,
1368,2026-07-06,155.0,
1401,2026-07-06,1302.0,9.0
1418,2026-07-06,538.0,8.2
1432,2026-07-06,174.0,
1435,2026-07-06,166.0,14.9
1436,2026-07-06,1443.0,5.9
1456,2026-07-06,1209.0,
1482,2026-07-06,1574.0,
1483,2026-07-06,3673.0,
1541,2026-07-06,7732.0,
1554,2026-07-06,6845.0,
1557,2026-07-06,121100.0,
1570,2026-07-06,78500.0,
1579,2026-07-06,849.0,
1591,2026-07-06,37300.0,
1631,2026-07-06,39840.0,
1655,2026-07-06,880.0,
1658,2026-07-06,4500.0,
1681,2026-07-06,3475.0,
1711,2026-07-06,239.0,2.4
1720,2026-07-06,1218.0,129.0
1723,2026-07-06,2442.0,155.6
1764,2026-07-06,2649.0,3.3
1811,2026-07-06,7900.0,56.6
1813,2026-07-06,2802.0,42.4
1844,2026-07-06,523.0,9.8
1878,2026-07-06,3175.0,1052.1
1882,2026-07-06,1572.0,72.6
1965,2026-07-06,6250.0,128.1
1981,2026-07-06,1318.0,
2016,2026-07-06,1791.0,
2060,2026-07-06,1259.0,48.2
2065,2026-07-06,58400.0,
2081,2026-07-06,2162.0,
2121,2026-07-06,2869.0,186.8
2124,2026-07-06,858.0,135.9
2193,2026-07-06,117.0,
2208,2026-07-06,3130.0,75.7
2212,2026-07-06,3299.0,649.6
2217,2026-07-06,1551.0,31.5
2224,2026-07-06,3670.0,12.8
2229,2026-07-06,3035.0,
2239,2026-07-06,25930.0,
2241,2026-07-06,953.0,
2267,2026-07-06,2904.0,849.6
2270,2026-07-06,3685.0,223.8
2321,2026-07-06,147.0,
2334,2026-07-06,634.0,
2342,2026-07-06,220.0,
2351,2026-07-06,322.0,
2353,2026-07-06,258.0,
2371,2026-07-06,3577.0,
2428,2026-07-06,626.0,
2429,2026-07-06,2531.0,
2433,2026-07-06,1215.5,
2435,2026-07-06,206.0,
2440,2026-07-06,127.0,
2488,2026-07-06,1340.0,
2510,2026-07-06,806.5,
2512,2026-07-06,737.4000244140625,
2517,2026-07-06,1123.0,
2522,2026-07-06,9042.0,
2530,2026-07-06,18050.0,
2556,2026-07-06,1905.0,
2562,2026-07-06,3706.0,
2586,2026-07-06,110.0,
2593,2026-07-06,3009.0,
2636,2026-07-06,4988.0,
2641,2026-07-06,4421.0,
2664,2026-07-06,3360.0,
2674,2026-07-06,2600.0,
