Code,Date,Close,MarketCapB
1301,2026-01-19,4854.93,0
1305,2026-01-19,3876.0,0
1326,2026-01-19,67810.0,0
1332,2026-01-19,1168.61,0
1333,2026-01-19,1362.87,0
1349,2026-01-19,17849.6,0
1375,2026-01-19,1062.0,0
1376,2026-01-19,1536.0,0
1377,2026-01-19,4005.0,0
1379,2026-01-19,1987.47,0
1380,2026-01-19,1000.73,0
1381,2026-01-19,4250.0,0
1382,2026-01-19,1867.0,0
1383,2026-01-19,3205.0,0
1384,2026-01-19,3010.43,0
1401,2026-01-19,1675.0,0
1407,2026-01-19,1580.23,0
1414,2026-01-19,1438.0,0
1417,2026-01-19,3756.55,0
1418,2026-01-19,605.72,0
1419,2026-01-19,3685.0,0
1420,2026-01-19,697.22,0
1429,2026-01-19,925.0,0
1430,2026-01-19,1020.0,0
1431,2026-01-19,650.38,0
1433,2026-01-19,1290.21,0
1434,2026-01-19,2000.0,0
1435,2026-01-19,171.0,0
1436,2026-01-19,2574.0,0
1438,2026-01-19,1772.43,0
1443,2026-01-19,291.89,0
1444,2026-01-19,2998.0,0
1445,2026-01-19,2900.0,0
1446,2026-01-19,575.0,0
1447,2026-01-19,307.64,0
1450,2026-01-19,1390.83,0
1452,2026-01-19,18530.0,0
1491,2026-01-19,1155.0,0
1514,2026-01-19,618.66,0
1515,2026-01-19,3134.09,0
1518,2026-01-19,1391.15,0
1557,2026-01-19,108106.51,0
1605,2026-01-19,3200.0,0
1662,2026-01-19,1895.66,0
1663,2026-01-19,4155.0,0
1711,2026-01-19,264.0,0
1716,2026-01-19,1404.0,0
1717,2026-01-19,1061.23,0
1718,2026-01-19,8890.0,0
1719,2026-01-19,1978.45,0
1720,2026-01-19,1369.1,0
1721,2026-01-19,4914.77,0
1723,2026-01-19,2430.85,0
1724,2026-01-19,746.0,0
1726,2026-01-19,362.0,0
1736,2026-01-19,2633.32,0
1758,2026-01-19,2670.07,0
1762,2026-01-19,4123.31,0
1764,2026-01-19,2950.0,0
1766,2026-01-19,14890.0,0
1768,2026-01-19,1443.19,0
1770,2026-01-19,1796.71,0
1773,2026-01-19,85.0,0
1776,2026-01-19,1630.0,0
1780,2026-01-19,1498.35,0
1783,2026-01-19,64.0,0
1786,2026-01-19,422.47,0
