Code,Date,Close,MarketCapB
1301,2026-02-02,4942.32,0
1305,2026-02-02,3751.0,0
1326,2026-02-02,64000.0,0
1332,2026-02-02,1283.1,0
1333,2026-02-02,1362.87,0
1349,2026-02-02,17305.0,0
1375,2026-02-02,1052.11,0
1376,2026-02-02,1500.0,0
1377,2026-02-02,4060.0,0
1379,2026-02-02,1933.73,0
1380,2026-02-02,1008.66,0
1381,2026-02-02,3840.0,0
1382,2026-02-02,1812.0,0
1383,2026-02-02,3205.0,0
1384,2026-02-02,2862.55,0
1401,2026-02-02,1500.0,0
1407,2026-02-02,1531.28,0
1414,2026-02-02,1402.0,0
1417,2026-02-02,3672.58,0
1418,2026-02-02,574.55,0
1419,2026-02-02,3725.0,0
1420,2026-02-02,690.47,0
1429,2026-02-02,871.0,0
1430,2026-02-02,1066.0,0
1431,2026-02-02,640.41,0
1433,2026-02-02,1154.0,0
1434,2026-02-02,1858.0,0
1435,2026-02-02,164.0,0
1436,2026-02-02,2480.0,0
1438,2026-02-02,1749.68,0
1443,2026-02-02,303.85,0
1444,2026-02-02,2582.0,0
1445,2026-02-02,2900.0,0
1446,2026-02-02,570.0,0
1447,2026-02-02,395.67,0
1450,2026-02-02,1394.69,0
1452,2026-02-02,18530.0,0
1491,2026-02-02,1014.0,0
1514,2026-02-02,631.47,0
1515,2026-02-02,3252.73,0
1518,2026-02-02,1361.06,0
1557,2026-02-02,105413.82,0
1605,2026-02-02,3344.0,0
1662,2026-02-02,1857.95,0
1663,2026-02-02,4210.0,0
1711,2026-02-02,266.0,0
1716,2026-02-02,1374.0,0
1717,2026-02-02,1057.39,0
1718,2026-02-02,8520.0,0
1719,2026-02-02,1964.74,0
1720,2026-02-02,1248.76,0
1721,2026-02-02,4754.67,0
1723,2026-02-02,2631.36,0
1724,2026-02-02,738.0,0
1726,2026-02-02,352.0,0
1736,2026-02-02,2468.56,0
1758,2026-02-02,2547.0,0
1762,2026-02-02,3762.83,0
1764,2026-02-02,2973.0,0
1766,2026-02-02,14920.0,0
1768,2026-02-02,1398.84,0
1770,2026-02-02,1782.96,0
1773,2026-02-02,83.0,0
1776,2026-02-02,1632.0,0
1780,2026-02-02,1450.85,0
1783,2026-02-02,66.0,0
1786,2026-02-02,400.91,0
1787,2026-02-02,5532.75,0
1788,2026-02-02,5500.0,0
1793,2026-02-02,1528.14,0
1795,2026-02-02,4710.0,0
1798,2026-02-02,1162.36,0
1799,2026-02-02,3673.66,0
1801,2026-02-02,15599.72,0
1803,2026-02-02,2689.53,0
1807,2026-02-02,1883.88,0
1810,2026-02-02,1451.63,0
1811,2026-02-02,7995.79,0
1813,2026-02-02,2937.88,0
1814,2026-02-02,3630.06,0
1815,2026-02-02,4805.07,0
1820,2026-02-02,5662.88,0
1822,2026-02-02,747.38,0
1826,2026-02-02,1161.0,0
1827,2026-02-02,1201.89,0
1828,2026-02-02,2688.09,0
1833,2026-02-02,6337.41,0
1835,2026-02-02,4612.17,0
1840,2026-02-02,226.0,0
1844,2026-02-02,582.0,0
1847,2026-02-02,2422.44,0
1848,2026-02-02,610.29,0
1850,2026-02-02,531.58,0
1852,2026-02-02,1031.98,0
1860,2026-02-02,1324.44,0
1861,2026-02-02,1716.51,0
1867,2026-02-02,2784.55,0
1870,2026-02-02,2272.24,0
1871,2026-02-02,2971.38,0
1873,2026-02-02,320.0,0
1878,2026-02-02,3086.27,0
1879,2026-02-02,1953.24,0
1882,2026-02-02,1712.95,0
1887,2026-02-02,620.0,0
1888,2026-02-02,4405.8,0
1893,2026-02-02,1618.29,0
1897,2026-02-02,3230.0,0
1898,2026-02-02,1631.05,0
1899,2026-02-02,7820.0,0
1904,2026-02-02,4655.63,0
1905,2026-02-02,1348.9,0
1909,2026-02-02,2621.26,0
1911,2026-02-02,1642.5,0
1921,2026-02-02,1973.16,0
1925,2026-02-02,5166.42,0
1926,2026-02-02,3430.89,0
1928,2026-02-02,3447.0,0
1929,2026-02-02,1279.04,0
1930,2026-02-02,1527.34,0
1934,2026-02-02,2668.39,0
1939,2026-02-02,1792.77,0
1941,2026-02-02,4368.41,0
1942,2026-02-02,5489.95,0
1944,2026-02-02,6590.54,0
1945,2026-02-02,1794.86,0
1946,2026-02-02,2035.71,0
1948,2026-02-02,6077.76,0
1950,2026-02-02,3806.13,0
1951,2026-02-02,2522.29,0
1952,2026-02-02,3209.22,0
1960,2026-02-02,1393.03,0
1961,2026-02-02,6620.7,0
1964,2026-02-02,4391.63,0
1965,2026-02-02,7646.05,0
1966,2026-02-02,1783.2,0
1967,2026-02-02,2301.18,0
1968,2026-02-02,2180.7,0
1969,2026-02-02,4494.29,0
1972,2026-02-02,1385.72,0
1975,2026-02-02,3516.73,0
1976,2026-02-02,1653.94,0
1979,2026-02-02,3400.13,0
1980,2026-02-02,2589.22,0
1982,2026-02-02,2374.46,0
1992,2026-02-02,2727.13,0
1997,2026-02-02,4200.0,0
2001,2026-02-02,2620.38,0
2002,2026-02-02,1969.09,0
2003,2026-02-02,1729.64,0
2053,2026-02-02,1780.68,0
2055,2026-02-02,355.21,0
2060,2026-02-02,1082.09,0
2108,2026-02-02,3958.13,0
2109,2026-02-02,3296.88,0
2112,2026-02-02,523.07,0
2114,2026-02-02,627.55,0
2121,2026-02-02,2565.52,0
2124,2026-02-02,1000.0,0
2127,2026-02-02,713.47,0
2130,2026-02-02,1370.36,0
2134,2026-02-02,37.0,0
2136,2026-02-02,1548.36,0
2138,2026-02-02,593.0,0
2139,2026-02-02,432.15,0
2148,2026-02-02,1611.42,0
2152,2026-02-02,1472.56,0
2154,2026-02-02,1865.0,0
2157,2026-02-02,1154.14,0
2158,2026-02-02,827.0,0
2162,2026-02-02,459.57,0
2163,2026-02-02,2042.0,0
2164,2026-02-02,399.0,0
2168,2026-02-02,1974.0,0
2169,2026-02-02,1829.0,0
2170,2026-02-02,496.23,0
2173,2026-02-02,960.0,0
2175,2026-02-02,1584.73,0
2179,2026-02-02,803.08,0
2180,2026-02-02,936.0,0
2181,2026-02-02,263.24,0
2183,2026-02-02,296.83,0
2185,2026-02-02,1768.63,0
2186,2026-02-02,899.55,0
2195,2026-02-02,361.0,0
2198,2026-02-02,799.0,0
2201,2026-02-02,2668.91,0
2204,2026-02-02,3012.06,0
2207,2026-02-02,2577.78,0
2208,2026-02-02,2857.73,0
2209,2026-02-02,2470.06,0
2211,2026-02-02,2574.0,0
2212,2026-02-02,3348.0,0
2215,2026-02-02,611.0,0
2216,2026-02-02,1610.0,0
2217,2026-02-02,1506.0,0
2220,2026-02-02,1303.21,0
2221,2026-02-02,3017.11,0
2222,2026-02-02,1772.85,0
2224,2026-02-02,3688.14,0
2226,2026-02-02,4575.76,0
2264,2026-02-02,3956.36,0
2266,2026-02-02,1201.0,0
2267,2026-02-02,2479.66,0
2268,2026-02-02,4000.0,0
2269,2026-02-02,3640.87,0
2270,2026-02-02,3288.05,0
2281,2026-02-02,2716.72,0
2282,2026-02-02,7001.85,0
2286,2026-02-02,720.98,0
2288,2026-02-02,2223.12,0
2291,2026-02-02,638.0,0
2292,2026-02-02,3006.12,0
2294,2026-02-02,2778.0,0
2296,2026-02-02,5954.75,0
3402,2026-02-02,1125.81,0
5938,2026-02-02,1724.96,0
6027,2026-02-02,2875.0,0
6186,2026-02-02,381.45,0
6506,2026-02-02,4738.99,0
6927,2026-02-02,973.97,0
7087,2026-02-02,1343.5,0
7148,2026-02-02,1991.51,0
7325,2026-02-02,873.0,0
7874,2026-02-02,996.02,0
8025,2026-02-02,1334.91,0
8046,2026-02-02,881.77,0
8795,2026-02-02,3709.13,0
9009,2026-02-02,1169.9,0
9989,2026-02-02,4073.48,0
1802,2026-02-02,3498.25,0
1808,2026-02-02,3095.73,0
1812,2026-02-02,6218.26,0
1885,2026-02-02,3280.18,0
1959,2026-02-02,8177.3,0
1963,2026-02-02,2114.75,0
2146,2026-02-02,202.37,0
2193,2026-02-02,149.0,0
2206,2026-02-02,5699.0,0
2229,2026-02-02,2982.15,0
2301,2026-02-02,1783.0,0
2317,2026-02-02,486.73,0
2326,2026-02-02,5338.47,0
2327,2026-02-02,4205.93,0
2331,2026-02-02,1192.38,0
2337,2026-02-02,393.2,0
2353,2026-02-02,280.0,0
2371,2026-02-02,2072.82,0
2374,2026-02-02,1210.0,0
2379,2026-02-02,2021.41,0
2384,2026-02-02,3820.0,0
2389,2026-02-02,2013.0,0
2753,2026-02-02,1359.73,0
2408,2026-02-02,735.0,0
7463,2026-02-02,840.37,0
6866,2026-02-02,6110.0,0
2411,2026-02-02,461.97,0
4929,2026-02-02,788.26,0
3091,2026-02-02,3795.0,0
4684,2026-02-02,4170.35,0
4733,2026-02-02,6622.08,0
296A,2026-02-02,682.21,0
5576,2026-02-02,2719.4,0
6146,2026-02-02,62011.58,0
6653,2026-02-02,2233.0,0
8060,2026-02-02,3375.0,0
5204,2026-02-02,3900.29,0
6858,2026-02-02,818.0,0
7309,2026-02-02,17545.0,0
7751,2026-02-02,4768.0,0
7931,2026-02-02,3305.51,0
9795,2026-02-02,2426.77,0
2481,2026-02-02,673.0,0
2737,2026-02-02,10152.01,0
2801,2026-02-02,1405.24,0
3231,2026-02-02,1003.75,0
3891,2026-02-02,3121.08,0
3912,2026-02-02,1274.0,0
4307,2026-02-02,4597.49,0
4519,2026-02-02,8802.0,0
4765,2026-02-02,612.63,0
4832,2026-02-02,2180.96,0
4956,2026-02-02,1282.09,0
4973,2026-02-02,4725.08,0
5423,2026-02-02,1489.17,0
5609,2026-02-02,818.09,0
5990,2026-02-02,1950.26,0
6305,2026-02-02,5124.81,0
6345,2026-02-02,1324.66,0
6663,2026-02-02,284.0,0
6723,2026-02-02,2453.5,0
6807,2026-02-02,2369.4,0
6861,2026-02-02,55532.19,0
6954,2026-02-02,6043.0,0
6995,2026-02-02,3019.26,0
6999,2026-02-02,1535.02,0
7102,2026-02-02,3863.51,0
7175,2026-02-02,1254.28,0
7422,2026-02-02,483.0,0
7839,2026-02-02,1689.0,0
7908,2026-02-02,253.21,0
7962,2026-02-02,810.0,0
8595,2026-02-02,2355.68,0
8604,2026-02-02,1304.0,0
8617,2026-02-02,531.0,0
8706,2026-02-02,1631.76,0
8892,2026-02-02,1095.75,0
9551,2026-02-02,3316.83,0
2689,2026-02-02,2117.0,0
2760,2026-02-02,3316.98,0
3003,2026-02-02,1830.0,0
3635,2026-02-02,1628.81,0
3636,2026-02-02,4781.84,0
3778,2026-02-02,2721.8,0
4498,2026-02-02,1231.06,0
4503,2026-02-02,2118.36,0
4568,2026-02-02,2877.68,0
5410,2026-02-02,3806.68,0
5612,2026-02-02,1776.7,0
5992,2026-02-02,3421.8,0
6382,2026-02-02,1287.48,0
6436,2026-02-02,3794.07,0
6470,2026-02-02,835.08,0
6501,2026-02-02,5289.0,0
6516,2026-02-02,4071.55,0
6754,2026-02-02,2143.64,0
6810,2026-02-02,2075.04,0
6857,2026-02-02,24305.0,0
6988,2026-02-02,3402.24,0
7236,2026-02-02,8630.97,0
7241,2026-02-02,1014.26,0
7278,2026-02-02,5524.12,0
7283,2026-02-02,2054.94,0
7949,2026-02-02,2736.16,0
7970,2026-02-02,1961.5,0
8285,2026-02-02,609.15,0
8601,2026-02-02,1447.5,0
8628,2026-02-02,882.08,0
9368,2026-02-02,885.48,0
9474,2026-02-02,993.9,0
9932,2026-02-02,1377.69,0
2359,2026-02-02,2252.16,0
2491,2026-02-02,547.0,0
2664,2026-02-02,3014.84,0
3116,2026-02-02,2511.54,0
3426,2026-02-02,1317.0,0
3439,2026-02-02,642.0,0
3622,2026-02-02,632.86,0
3911,2026-02-02,226.0,0
3969,2026-02-02,1473.11,0
4043,2026-02-02,3698.1,0
4045,2026-02-02,1760.0,0
4063,2026-02-02,5082.74,0
4204,2026-02-02,2703.22,0
4345,2026-02-02,995.85,0
4362,2026-02-02,2497.78,0
4479,2026-02-02,1010.0,0
4578,2026-02-02,9230.0,0
4661,2026-02-02,2752.38,0
4685,2026-02-02,3753.86,0
4722,2026-02-02,1890.0,0
4826,2026-02-02,513.0,0
5279,2026-02-02,1349.79,0
5482,2026-02-02,2980.08,0
5532,2026-02-02,2638.0,0
5819,2026-02-02,1825.0,0
5834,2026-02-02,3109.89,0
5903,2026-02-02,1215.0,0
6161,2026-02-02,1002.03,0
6201,2026-02-02,19805.0,0
6301,2026-02-02,6121.7,0
6302,2026-02-02,4790.0,0
6455,2026-02-02,2749.97,0
6473,2026-02-02,1759.09,0
6503,2026-02-02,4783.95,0
6504,2026-02-02,10710.0,0
6526,2026-02-02,2060.89,0
6586,2026-02-02,5615.0,0
6592,2026-02-02,1457.5,0
6617,2026-02-02,4324.55,0
6701,2026-02-02,5201.06,0
6762,2026-02-02,1968.57,0
6823,2026-02-02,2685.92,0
6902,2026-02-02,2117.73,0
6955,2026-02-02,397.0,0
7259,2026-02-02,2681.22,0
7282,2026-02-02,4114.07,0
7381,2026-02-02,863.35,0
7510,2026-02-02,2241.93,0
7646,2026-02-02,1958.46,0
7919,2026-02-02,205.0,0
7984,2026-02-02,915.5,0
8014,2026-02-02,4046.58,0
8076,2026-02-02,2025.57,0
8218,2026-02-02,3244.35,0
8609,2026-02-02,825.34,0
8613,2026-02-02,1011.57,0
8614,2026-02-02,691.63,0
8622,2026-02-02,554.72,0
8624,2026-02-02,1168.24,0
8697,2026-02-02,1604.99,0
8708,2026-02-02,1331.44,0
8793,2026-02-02,3957.43,0
8914,2026-02-02,1100.0,0
9003,2026-02-02,2751.76,0
9022,2026-02-02,4311.59,0
9023,2026-02-02,1618.99,0
9081,2026-02-02,3643.09,0
9267,2026-02-02,4265.0,0
9412,2026-02-02,2234.03,0
9502,2026-02-02,2216.18,0
9504,2026-02-02,906.64,0
9505,2026-02-02,932.2,0
9509,2026-02-02,987.42,0
9531,2026-02-02,6972.76,0
9536,2026-02-02,2319.19,0
9539,2026-02-02,1168.0,0
9679,2026-02-02,2029.0,0
2410,2026-02-02,2404.0,0
2428,2026-02-02,655.0,0
2492,2026-02-02,448.0,0
2579,2026-02-02,3406.0,0
2692,2026-02-02,11260.0,0
2811,2026-02-02,2739.5,0
2892,2026-02-02,3626.68,0
2926,2026-02-02,99.0,0
3092,2026-02-02,1138.12,0
3137,2026-02-02,228.0,0
3482,2026-02-02,2970.0,0
3496,2026-02-02,4313.68,0
368A,2026-02-02,1428.71,0
3776,2026-02-02,187.0,0
3836,2026-02-02,1565.0,0
3839,2026-02-02,627.04,0
4220,2026-02-02,1624.32,0
4221,2026-02-02,4725.0,0
4248,2026-02-02,862.0,0
4308,2026-02-02,346.67,0
4318,2026-02-02,827.52,0
4373,2026-02-02,929.97,0
4410,2026-02-02,968.07,0
4417,2026-02-02,2913.79,0
4463,2026-02-02,1605.0,0
4626,2026-02-02,5003.0,0
4679,2026-02-02,343.0,0
4709,2026-02-02,951.55,0
4762,2026-02-02,1529.71,0
5208,2026-02-02,1754.82,0
5214,2026-02-02,6603.0,0
5257,2026-02-02,2694.0,0
5280,2026-02-02,2623.16,0
5332,2026-02-02,4912.34,0
5333,2026-02-02,3583.31,0
5334,2026-02-02,6363.48,0
5440,2026-02-02,2364.73,0
5444,2026-02-02,11216.2,0
5659,2026-02-02,1210.54,0
5905,2026-02-02,1299.47,0
5959,2026-02-02,955.0,0
6080,2026-02-02,3220.0,0
6135,2026-02-02,11680.0,0
6185,2026-02-02,435.0,0
6196,2026-02-02,1316.67,0
6268,2026-02-02,4146.0,0
6325,2026-02-02,397.92,0
6391,2026-02-02,3730.26,0
6454,2026-02-02,1410.87,0
6770,2026-02-02,1905.73,0
6817,2026-02-02,1146.0,0
6870,2026-02-02,1831.0,0
6888,2026-02-02,560.0,0
6920,2026-02-02,31310.0,0
6932,2026-02-02,2470.13,0
6961,2026-02-02,10522.26,0
6971,2026-02-02,2311.02,0
6981,2026-02-02,3060.29,0
7172,2026-02-02,2220.0,0
7177,2026-02-02,869.85,0
7475,2026-02-02,2594.47,0
7539,2026-02-02,748.21,0
7600,2026-02-02,461.05,0
7625,2026-02-02,410.0,0
7741,2026-02-02,25815.0,0
7942,2026-02-02,2529.3,0
7947,2026-02-02,2585.58,0
7976,2026-02-02,2310.0,0
7981,2026-02-02,2919.95,0
8015,2026-02-02,5513.86,0
8035,2026-02-02,39319.83,0
8056,2026-02-02,5027.0,0
8103,2026-02-02,863.37,0
8133,2026-02-02,1870.7,0
8174,2026-02-02,2918.86,0
8616,2026-02-02,695.36,0
8699,2026-02-02,1304.0,0
8700,2026-02-02,1689.49,0
8803,2026-02-02,2256.69,0
8898,2026-02-02,1111.56,0
9001,2026-02-02,2684.71,0
9020,2026-02-02,3759.81,0
9021,2026-02-02,3098.6,0
9044,2026-02-02,2823.42,0
9064,2026-02-02,2022.41,0
9104,2026-02-02,4835.49,0
9110,2026-02-02,6757.36,0
9158,2026-02-02,811.0,0
9201,2026-02-02,2893.6,0
9202,2026-02-02,3045.49,0
9206,2026-02-02,2060.0,0
9219,2026-02-02,956.0,0
9301,2026-02-02,1269.07,0
9362,2026-02-02,3506.23,0
9503,2026-02-02,2356.68,0
9506,2026-02-02,1081.86,0
9507,2026-02-02,1506.67,0
9508,2026-02-02,1653.77,0
9511,2026-02-02,1094.44,0
9533,2026-02-02,1209.98,0
9534,2026-02-02,825.08,0
9687,2026-02-02,4283.12,0
9715,2026-02-02,3837.81,0
9733,2026-02-02,2520.6,0
9742,2026-02-02,1867.53,0
9914,2026-02-02,1054.89,0
9962,2026-02-02,2644.01,0
2413,2026-02-02,1882.0,0
2480,2026-02-02,1673.73,0
2768,2026-02-02,5374.39,0
299A,2026-02-02,1121.0,0
3191,2026-02-02,2092.0,0
4107,2026-02-02,6120.0,0
4206,2026-02-02,3427.17,0
4565,2026-02-02,808.0,0
4772,2026-02-02,102.0,0
5832,2026-02-02,2689.27,0
5857,2026-02-02,3382.28,0
5906,2026-02-02,735.71,0
