Code,Date,Close,MarketCapB,Volume,TurnoverJPY
1301,2026-09-23,4690.0,55.7,36400,170716000
1306,2026-09-23,426.29998779296875,,13404630,5714393605
1308,2026-09-23,4210.0,,271722,1143949620
1332,2026-09-23,1163.0,352.7,1379100,1603893300
1333,2026-09-23,1292.5,195.4,370400,478742000
1377,2026-09-23,4410.0,186.4,81500,359415000
1414,2026-09-23,1259.0,254.4,842900,1061211100
1417,2026-09-23,3591.0,318.4,149400,536495400
1419,2026-09-23,2907.0,84.3,73700,214245900
1489,2026-09-23,3585.0,,421362,1510582770
1495,2026-09-23,10930.0,,287,3136910
1515,2026-09-23,3485.0,274.2,455800,1588463000
1518,2026-09-23,2296.0,88.2,269700,619231200
1563,2026-09-23,2489.0,,11908,29639012
1605,2026-09-23,3913.0,4547.6,5445900,21309806700
1628,2026-09-23,22300.0,,235,5240500
1662,2026-09-23,1929.0,493.7,1325600,2557082400
1663,2026-09-23,1936.0,51.7,185400,358934400
167A,2026-09-23,3300.0,,130400,430320000
1719,2026-09-23,1915.5,300.3,681900,1306179450
1720,2026-09-23,1241.0,131.5,341100,423305100
1721,2026-09-23,5868.0,681.0,340300,1996880400
1766,2026-09-23,13300.0,147.6,22900,304570000
1801,2026-09-23,12620.0,2057.2,717300,9052326000
1802,2026-09-23,3083.0,,1903200,5867565600
1803,2026-09-23,2358.0,1595.3,3383500,7978293000
1808,2026-09-23,2733.0,,735900,2011214700
1812,2026-09-23,4979.0,,1513300,7534720700
1820,2026-09-23,5685.0,224.5,112200,637857000
1833,2026-09-23,5770.0,207.0,98600,568922000
1835,2026-09-23,3960.0,136.4,52800,209088000
1847,2026-09-23,3430.0,49.8,30200,103586000
1852,2026-09-23,908.0,73.3,290900,264137200
1860,2026-09-23,1518.5,455.1,546200,829404700
1861,2026-09-23,1327.0,228.1,787500,1045012500
1870,2026-09-23,2193.0,94.7,117400,257458200
1878,2026-09-23,3352.0,1110.7,1140500,3822956000
1882,2026-09-23,1610.0,74.4,270100,434861000
1885,2026-09-23,2189.0,,366500,802268500
1893,2026-09-23,1582.0,432.0,2723400,4308418800
1898,2026-09-23,1491.0,54.6,101600,151485600
1911,2026-09-23,1226.5,749.9,3519200,4316298800
1925,2026-09-23,4558.0,2823.0,1484800,6767718400
1926,2026-09-23,3925.0,167.9,114300,448627500
1928,2026-09-23,3350.0,2171.6,2131100,7139185000
1934,2026-09-23,2642.0,181.5,99300,262350600
1941,2026-09-23,5150.0,272.7,61000,314150000
1942,2026-09-23,5543.0,1103.1,574400,3183899200
1944,2026-09-23,6929.0,1371.9,374800,2596989200
1950,2026-09-23,4125.0,240.8,68000,280500000
1951,2026-09-23,2621.0,543.9,368300,965314300
1952,2026-09-23,3240.0,147.2,81500,264060000
1959,2026-09-23,8087.0,,142800,1154823600
1961,2026-09-23,2531.0,128.9,474800,1201718800
1963,2026-09-23,2334.5,,1176600,2746772700
1968,2026-09-23,2558.0,161.4,79100,202337800
1969,2026-09-23,4713.0,616.8,456300,2150541900
1975,2026-09-23,3915.0,100.9,46600,182439000
1979,2026-09-23,3845.0,242.2,156300,600973500
1980,2026-09-23,2926.0,378.6,407800,1193222800
2001,2026-09-23,2979.0,247.2,165300,492428700
2002,2026-09-23,1998.0,564.4,509500,1017981000
2060,2026-09-23,1473.0,56.4,71700,105614100
2083,2026-09-23,3941.0,,3029,11937289
2109,2026-09-23,3855.0,120.0,54700,210868500
2121,2026-09-23,3810.0,248.1,354600,1351026000
2124,2026-09-23,1049.0,166.2,561400,588908600
2127,2026-09-23,656.7000122070312,208.4,2412300,1584157439
2146,2026-09-23,241.0,,5860600,1412404600
2154,2026-09-23,2025.0,172.0,124000,251100000
2157,2026-09-23,1003.0,82.7,455500,456866500
2168,2026-09-23,1556.0,58.1,155500,241958000
2175,2026-09-23,2673.0,219.4,269400,720106200
2181,2026-09-23,291.8999938964844,651.2,8594800,2508822068
2193,2026-09-23,131.0,,156900,20553900
2201,2026-09-23,2480.5,208.4,279600,693547800
2206,2026-09-23,5038.0,,145800,734540400
2212,2026-09-23,3647.0,718.1,556500,2029555500
2220,2026-09-23,1318.0,83.4,224900,296418200
2222,2026-09-23,2597.0,401.1,388400,1008674800
2229,2026-09-23,3027.0,,234100,708620700
2251,2026-09-23,910.2999877929688,,12010,10932703
2264,2026-09-23,1142.0,92.3,2136100,2439426200
2267,2026-09-23,2815.5,823.7,973300,2740326150
2269,2026-09-23,4356.0,1180.9,817200,3559723200
2270,2026-09-23,3750.0,227.7,143600,538500000
2281,2026-09-23,2407.0,121.0,172100,414244700
2282,2026-09-23,6078.0,575.1,424600,2580718800
2286,2026-09-23,906.0,7.4,18000,16308000
2292,2026-09-23,2744.0,86.9,111300,305407200
2296,2026-09-23,4975.0,282.3,99300,494017500
2317,2026-09-23,440.0,,711800,313192000
2326,2026-09-23,4945.0,,172400,852518000
2327,2026-09-23,3757.0,,234000,879138000
2331,2026-09-23,1230.0,,1148400,1412532000
2337,2026-09-23,406.0,,750300,304621800
2353,2026-09-23,272.0,,2233600,607539200
2371,2026-09-23,3835.0,,237200,909662000
2379,2026-09-23,1848.0,,215800,398798400
2384,2026-09-23,5260.0,,84300,443418000
2413,2026-09-23,1773.0,,2616200,4638522600
2432,2026-09-23,2545.5,,956500,2434770750
2433,2026-09-23,1295.5,,884500,1145869750
2436,2026-09-23,592.0,,18900,11188800
2492,2026-09-23,713.0,,2695600,1921962800
2501,2026-09-23,1848.0,,960700,1775373600
2502,2026-09-23,1610.0,,4788900,7710129000
2503,2026-09-23,2848.5,,2605100,7420627350
2531,2026-09-23,2502.0,,399500,999549000
2533,2026-09-23,484.0,,109300,52901200
2579,2026-09-23,3830.0,,815500,3123365000
2585,2026-09-23,1341.0,,497100,666611100
2587,2026-09-23,4513.0,,761100,3434844300
2590,2026-09-23,3010.0,,72400,217924000
2593,2026-09-23,3165.0,,287100,908671500
2602,2026-09-23,2107.0,,242100,510104700
2607,2026-09-23,4453.0,,239000,1064267000
