Code,Date,Close,MarketCapB,Volume,TurnoverJPY
1301,2026-09-16,4680.0,55.6,36400,170352000
1306,2026-09-16,423.8999938964844,,13404630,5682222575
1308,2026-09-16,4180.0,,589758,2465188440
1332,2026-09-16,1186.5,359.8,1518800,1802056200
1333,2026-09-16,1287.5,194.6,359700,463113750
1343,2026-09-16,1892.5,,836820,1583681850
1346,2026-09-16,66160.0,,28643,1895020880
1357,2026-09-16,2924.0,,6262255,18310833620
1366,2026-09-16,74.0,,1796151,132915174
1377,2026-09-16,4385.0,185.3,86000,377110000
1381,2026-09-16,3545.0,19.9,6100,21624500
1382,2026-09-16,890.0,0.7,1200,1068000
1384,2026-09-16,2172.0,18.4,7800,16941600
1414,2026-09-16,1273.5,257.4,884300,1126156050
1417,2026-09-16,3566.0,316.2,183100,652934600
1419,2026-09-16,2898.0,84.0,69800,202280400
1435,2026-09-16,177.0,15.9,250000,44250000
1458,2026-09-16,77000.0,,107886,8307222000
1473,2026-09-16,4165.0,,4600,19159000
1482,2026-09-16,1509.0,,38301,57796209
1490,2026-09-16,7970.0,,,
1495,2026-09-16,10810.0,,457,4940170
1515,2026-09-16,3385.0,266.3,455800,1542883000
1518,2026-09-16,2275.0,87.4,269700,613567500
1542,2026-09-16,28780.0,,39002,1122477560
1545,2026-09-16,227.1999969482422,,1652100,375357115
1551,2026-09-16,7073.0,,40,282920
1569,2026-09-16,741.0999755859375,,43840,32489823
1570,2026-09-16,64490.0,,2338752,150826116480
1573,2026-09-16,8262.0,,240,1982880
1580,2026-09-16,810.5,,331780,268907690
1585,2026-09-16,2617.5,,160,418800
1591,2026-09-16,36590.0,,2028,74204520
1595,2026-09-16,1799.0,,27081,48718719
1599,2026-09-16,37040.0,,36,1333440
1605,2026-09-16,4060.0,4718.4,6364000,25837840000
1623,2026-09-16,61790.0,,1133,70008070
1624,2026-09-16,80930.0,,134,10844620
1628,2026-09-16,22125.0,,231,5110875
1654,2026-09-16,3340.0,,,
1659,2026-09-16,3669.0,,4289,15736341
1662,2026-09-16,1992.0,509.9,1584100,3155527200
1663,2026-09-16,1961.0,52.3,166300,326114300
1676,2026-09-16,41530.0,,16,643715
1679,2026-09-16,64800.0,,155,10044000
167A,2026-09-16,3275.0,,130400,427060000
1699,2026-09-16,716.2000122070312,,1283860,919500548
1719,2026-09-16,1885.0,295.5,681900,1285381500
1720,2026-09-16,1226.0,129.9,292400,358482400
1721,2026-09-16,5493.0,637.5,340300,1869267900
1736,2026-09-16,2445.0,37.9,3000,7335000
1766,2026-09-16,13330.0,148.0,19900,265267000
1799,2026-09-16,3305.0,58.5,19700,65108500
1801,2026-09-16,12560.0,2047.4,881500,11071640000
1802,2026-09-16,3072.0,,2005200,6159974400
1803,2026-09-16,2371.5,1604.5,3977300,9432166950
1808,2026-09-16,2726.5,,964900,2630799850
1812,2026-09-16,4950.0,,1513300,7490835000
1820,2026-09-16,5603.0,221.2,103300,578789900
1822,2026-09-16,832.0,73.4,166600,138611200
1833,2026-09-16,5720.0,205.2,118000,674960000
1835,2026-09-16,3930.0,135.4,59500,233835000
1852,2026-09-16,896.0,72.3,290900,260646400
1860,2026-09-16,1494.5,447.9,552900,826309050
1861,2026-09-16,1310.0,225.2,787500,1031625000
1870,2026-09-16,2162.0,93.4,105400,227874800
1873,2026-09-16,307.0,12.3,51700,15871900
1878,2026-09-16,3346.0,1108.7,1185000,3965010000
1882,2026-09-16,1602.0,74.0,300900,482041800
1885,2026-09-16,2170.0,,418400,907928000
1893,2026-09-16,1582.0,432.0,2723400,4308418800
1898,2026-09-16,1489.0,54.5,108100,160960900
1911,2026-09-16,1238.5,757.3,4726300,5853522550
1914,2026-09-16,798.0,,22900,18274200
1925,2026-09-16,4557.0,2822.4,1484800,6766233600
1926,2026-09-16,3885.0,166.2,124400,483294000
1928,2026-09-16,3346.0,2169.0,2768300,9262731800
1934,2026-09-16,2627.0,180.4,111500,292910500
1938,2026-09-16,2595.0,,51400,133383000
1941,2026-09-16,5140.0,272.1,61000,313540000
1942,2026-09-16,5469.0,1088.4,525800,2875600200
1944,2026-09-16,6869.0,1360.0,374800,2574501200
1950,2026-09-16,4080.0,238.2,68000,277440000
1951,2026-09-16,2588.0,537.0,418500,1083078000
1952,2026-09-16,3215.0,146.0,81500,262022500
1959,2026-09-16,7984.0,,147800,1180035200
1961,2026-09-16,2479.0,126.2,474800,1177029200
1963,2026-09-16,2328.5,,1472400,3428483400
1966,2026-09-16,1728.0,12.6,1000,1728000
1968,2026-09-16,2539.0,160.2,79100,200834900
1969,2026-09-16,4574.0,598.6,537900,2460354600
1975,2026-09-16,3900.0,100.5,53400,208260000
1979,2026-09-16,3830.0,241.3,176800,677144000
1980,2026-09-16,2838.0,367.2,523200,1484841600
2001,2026-09-16,2973.0,246.7,165300,491436900
2002,2026-09-16,2055.5,580.7,875000,1798562500
2034,2026-09-16,1922.0,,17437,33513914
2036,2026-09-16,149550.0,,2261,338132550
2038,2026-09-16,2845.0,,171759,488654355
2044,2026-09-16,33540.0,,248,8317920
2045,2026-09-16,19005.0,,2,38010
2050,2026-09-16,31660.0,,1,31660
2070,2026-09-16,16500.0,,4,66000
2073,2026-09-16,15510.0,,1,15510
2089,2026-09-16,2819.0,,114,321366
2109,2026-09-16,3830.0,119.2,43900,168137000
2121,2026-09-16,3745.0,243.8,363600,1361682000
2124,2026-09-16,1021.0,161.7,520100,531022100
2127,2026-09-16,647.2999877929688,205.4,4071500,2635481900
2136,2026-09-16,1404.0,5.3,400,561600
2146,2026-09-16,234.0,,4135600,967730400
2154,2026-09-16,2015.0,171.2,143600,289354000
2157,2026-09-16,1003.0,82.7,465800,467197400
2168,2026-09-16,1603.0,59.9,149200,239167600
2175,2026-09-16,2652.0,217.7,388300,1029771600
2181,2026-09-16,297.20001220703125,663.0,8903100,2646001429
2186,2026-09-16,898.0,7.1,3100,2783800
2201,2026-09-16,2488.5,209.1,344600,857537100
2206,2026-09-16,5018.0,,145800,731624400
2212,2026-09-16,3746.0,737.6,569100,2131848600
2216,2026-09-16,1098.0,46.3,53900,59182200
2220,2026-09-16,1344.0,85.0,186200,250252800
2222,2026-09-16,2528.5,390.5,680900,1721655650
2224,2026-09-16,3710.0,12.9,1500,5565000
2229,2026-09-16,3030.0,,240300,728109000
2235,2026-09-16,3515.0,,708,2488620
2238,2026-09-16,5306.0,,1028,5454568
2252,2026-09-16,1388.0,,1219,1691972
2264,2026-09-16,1139.5,92.1,1967800,2242308100
2267,2026-09-16,2831.5,828.4,936100,2650567150
2269,2026-09-16,4290.0,1163.0,817200,3505788000
2270,2026-09-16,3745.0,227.4,134000,501830000
2281,2026-09-16,2418.0,121.5,164100,396793800
2282,2026-09-16,6211.0,587.7,501100,3112332100
2292,2026-09-16,2786.0,88.2,117400,327076400
2296,2026-09-16,5030.0,285.5,103900,522617000
2307,2026-09-16,1077.0,,43700,47064900
2317,2026-09-16,437.0,,663900,290124300
2326,2026-09-16,4870.0,,158400,771408000
2327,2026-09-16,3858.0,,171900,663190200
2330,2026-09-16,92.0,,1794900,165130800
2331,2026-09-16,1239.0,,1148400,1422867600
2337,2026-09-16,403.0,,750300,302370900
2338,2026-09-16,106.0,,167400,17744400
2351,2026-09-16,335.0,,4800,1608000
2353,2026-09-16,266.0,,2233600,594137600
2371,2026-09-16,3820.0,,197800,755596000
2379,2026-09-16,1829.0,,215800,394698200
2384,2026-09-16,5070.0,,48300,244881000
2385,2026-09-16,219.0,,21100,4620900
2388,2026-09-16,32.0,,47900,1532800
2391,2026-09-16,1175.0,,2500,2937500
2410,2026-09-16,2851.0,,33800,96363800
2413,2026-09-16,1751.0,,2960000,5182960000
2432,2026-09-16,2535.0,,871300,2208745500
2433,2026-09-16,1328.5,,987700,1312159450
2437,2026-09-16,615.0,,22000,13530000
2461,2026-09-16,387.0,,105000,40635000
2477,2026-09-16,3260.0,,8900,29014000
